"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"210","NonVascular",0.1,0.9,1484.7053,565.8214
"211","NonVascular",0.05,0.95,1120.9883,579.05457
"213","NonVascular",0.03,0.97,1558.7446,585.98035
"215","NonVascular",0.15,0.85,636.31866,617.32825
"216","NonVascular",0.02,0.98,1529.9518,636.5309
"218","NonVascular",0.01,0.99,465.99915,607.0747
"219","NonVascular",0.13,0.87,1379.0361,604.53864
"221","Vacular",0.96,0.04,1424.1392,607.8995
"222","NonVascular",0.03,0.97,1278.7677,610.74493
"223","NonVascular",0.06,0.94,1753.1443,609.6922
"224","Vacular",0.97,0.03,1185.9733,613.30786
"225","NonVascular",0,1,530.6943,624.72723
"227","Vacular",0.91,0.09,847.31757,623.04156
"228","NonVascular",0.05,0.95,772.1138,628.7172
"229","NonVascular",0,1,901.85315,633
"230","NonVascular",0,1,1622.2274,624.1953
"231","Vacular",0.96,0.04,1237.4541,620.5302
"232","NonVascular",0.15,0.85,1889.346,621.7081
"233","NonVascular",0.01,0.99,1480.5751,635.79065
"235","NonVascular",0.19,0.81,305.71796,632.71796
"239","NonVascular",0.05,0.95,723.83453,654.9136
"240","NonVascular",0.01,0.99,1279.6522,655.8409
"242","NonVascular",0.05,0.95,812.5062,667.3985
"243","Vacular",0.97,0.03,766.0789,663.92584
"244","NonVascular",0,1,1128.6931,675.0075
"245","NonVascular",0,1,1233.1826,682.1887
"246","NonVascular",0.19,0.81,317.66666,664.1786
"251","NonVascular",0.05,0.95,1339.7455,675.58704
"252","NonVascular",0.19,0.81,1283.7556,670.6667
"253","NonVascular",0.01,0.99,1171.665,703.0359
"254","NonVascular",0.1,0.9,1906.5977,701.8483
"256","NonVascular",0.18,0.82,1434.9795,679.6233
"257","NonVascular",0.15,0.85,627.2674,688.55756
"260","NonVascular",0.08,0.92,476.21597,692.6302
"261","Vacular",0.92,0.08,1603.9071,690.6062
"262","NonVascular",0.1,0.9,798.88354,731.7262
"264","NonVascular",0.16,0.84,1586.3334,698.6306
"265","NonVascular",0.01,0.99,1424.8524,734.7543
"266","NonVascular",0.06,0.94,1281.6187,732.95386
"267","NonVascular",0.01,0.99,1495.4233,724.9359
"268","NonVascular",0.01,0.99,687.7187,724.2592
"269","NonVascular",0.05,0.95,429.6087,709.54346
"271","NonVascular",0.03,0.97,226.73836,724.16846
"272","NonVascular",0,1,1105.4857,732.02155
"273","NonVascular",0.01,0.99,1748.4166,726.8601
"274","NonVascular",0.18,0.82,715.26135,724.48865
"276","NonVascular",0.04,0.96,903.6376,754.0411
"277","Vacular",0.91,0.09,1697.7466,743.2452
"278","NonVascular",0,1,662.205,780.9889
"279","NonVascular",0.05,0.95,1167.8746,801.99225
"280","Vacular",0.99,0.01,724.3333,758.42474
"281","NonVascular",0.01,0.99,1080.9805,771.009
"283","NonVascular",0.05,0.95,1827.5264,765.89014
"285","NonVascular",0.01,0.99,1666.8699,777.8201
"287","NonVascular",0.15,0.85,248.49359,762.7628
"289","NonVascular",0.01,0.99,803.69714,777.7775
"292","Vacular",0.92,0.08,1275.673,776.4925
"293","NonVascular",0.02,0.98,1324.1212,781.76263
"296","NonVascular",0.04,0.96,1473.8645,782.2536
"297","NonVascular",0.01,0.99,1709.5474,789.0702
"299","Vacular",0.83,0.17,871.6751,791.291
"301","NonVascular",0.1,0.9,992.2768,797.4498
"302","NonVascular",0.18,0.82,188.79591,791.62244
"303","NonVascular",0.02,0.98,952.2729,806.63934
"304","NonVascular",0.02,0.98,1048.9757,840.0403
"305","NonVascular",0.02,0.98,135.03596,803.69244
"306","Vacular",0.99,0.01,1409.9027,799.25946
"307","NonVascular",0,1,290.78552,812.4629
"308","Vacular",0.95,0.05,1636.6187,806.3237
"309","NonVascular",0.08,0.92,1808.904,865.58344
"310","NonVascular",0.19,0.81,316.13208,806
"311","NonVascular",0.01,0.99,872.55945,869.87445
"312","NonVascular",0.19,0.81,1703.3438,818.73956
"313","NonVascular",0,1,1500.092,855.2771
"314","NonVascular",0.04,0.96,1894.2561,841.64795
"315","NonVascular",0.01,0.99,983.35315,838.19727
"316","Vacular",0.96,0.04,1411.4419,828.65405
"317","NonVascular",0.14,0.86,1317.2357,826.45
"318","NonVascular",0.13,0.87,1626.216,827.864
"319","NonVascular",0.08,0.92,155.67546,849.43787
"320","NonVascular",0.18,0.82,256.44595,834.4865
"322","NonVascular",0,1,220.05038,846.1259
"324","NonVascular",0.03,0.97,1231.5067,861.72064
"326","NonVascular",0.01,0.99,1704.5413,859.5042
"327","NonVascular",0.18,0.82,1394.7866,855.38666
"328","NonVascular",0.04,0.96,534.6568,874.8566
"330","NonVascular",0.17,0.83,1688.9336,954.0378
"331","Vacular",0.99,0.01,1739.2487,867.3705
"332","NonVascular",0,1,1161.5784,897.13446
"333","NonVascular",0,1,1557.1599,912.9014
"334","NonVascular",0.01,0.99,1363.7162,969.4638
"336","NonVascular",0.02,0.98,715.59644,895.17084
"337","Vacular",0.93,0.07,1738.9657,894.972
"338","NonVascular",0.17,0.83,1050.5585,933.6619
"339","NonVascular",0.01,0.99,1224.457,948.3341
"340","NonVascular",0.03,0.97,373.3325,906.97
"341","NonVascular",0.01,0.99,803.32166,911.3951
"344","Vacular",0.95,0.05,147.88,924.14
"346","NonVascular",0,1,1888.3983,944.5339
"348","NonVascular",0.12,0.88,978.3747,944.5107
"350","NonVascular",0.04,0.96,712.8418,943.12427
"351","NonVascular",0.19,0.81,1815.7797,946.0847
"352","NonVascular",0.03,0.97,1512.3354,988.0464
"355","NonVascular",0.03,0.97,799.8246,950.53217
"358","NonVascular",0.15,0.85,927.04956,964.4942
"359","Vacular",0.87,0.13,1142.5708,965.32556
"360","NonVascular",0.02,0.98,1101.3345,982.2316
"361","Vacular",0.97,0.03,1614.1759,975.44324
"362","NonVascular",0.05,0.95,597.7702,984.80347
"367","NonVascular",0.13,0.87,1580.2247,984.8427
"369","Vacular",0.93,0.07,747.2232,997.2575
"371","NonVascular",0.02,0.98,197.58678,1000.07166
"373","NonVascular",0.02,0.98,1617.2197,1010.87915
"374","Vacular",0.97,0.03,884.3519,1004.62445
"375","NonVascular",0.18,0.82,932.93463,1005
"376","NonVascular",0.08,0.92,1372.1014,1007.80194
"377","NonVascular",0.02,0.98,1875.4142,1027.1267
"378","NonVascular",0.05,0.95,1575.9902,1025.2075
"379","Vacular",1,0,623.849,1018.56696
"380","NonVascular",0.02,0.98,1442.0848,1025.7354
"381","NonVascular",0.19,0.81,1679.2467,1028.8766
"382","NonVascular",0.02,0.98,1347.4888,1072.1732
"384","NonVascular",0.05,0.95,743.5105,1041.2084
"385","NonVascular",0.1,0.9,604.1287,1040.5198
"386","Vacular",0.96,0.04,1179.9613,1047.1904
"387","Vacular",0.97,0.03,523.9249,1049.9609
"388","NonVascular",0.02,0.98,1723.7789,1066.174
"392","Vacular",0.93,0.07,690.43176,1065.1512
"393","NonVascular",0.18,0.82,792.2368,1075.3011
"394","Vacular",1,0,982.83826,1062.8572
"395","NonVascular",0.08,0.92,1547.9523,1093.2255
"396","Vacular",0.93,0.07,1208.8218,1070.1737
"397","NonVascular",0.01,0.99,1068.4178,1088.475
"399","NonVascular",0.01,0.99,1434.0702,1094.7234
"400","Vacular",0.81,0.19,1870.0435,1077.3143
"401","NonVascular",0.01,0.99,478.66714,1090.8618
"403","Vacular",1,0,564.0599,1078.4401
"405","NonVascular",0.01,0.99,1679.7258,1100.2294
"406","NonVascular",0.01,0.99,922.53125,1128.6177
"408","Vacular",0.81,0.19,1512.2046,1101.713
"411","NonVascular",0.17,0.83,1881.1377,1121.3124
"412","NonVascular",0,1,443.45755,1122.9567
"413","Vacular",0.9,0.1,1218.1514,1115.3917
"414","Vacular",0.98,0.02,597.18585,1117.5929
"415","Vacular",0.92,0.08,1171.5039,1115.811
"416","Vacular",0.9,0.1,157.04462,1119.6588
"417","Vacular",0.88,0.12,399.6271,1119.0677
"418","NonVascular",0.14,0.86,824.6488,1120.739
"419","Vacular",0.87,0.13,1126.9957,1133.0696
"420","Vacular",0.99,0.01,1286.8191,1136.2236
"421","Vacular",0.9,0.1,402.12726,1149.9364
"423","NonVascular",0.14,0.86,1210.2839,1145.0555
"424","NonVascular",0.12,0.88,1345.4294,1167.9692
"427","NonVascular",0.05,0.95,1709.04,1144.536
"428","Vacular",0.86,0.14,1104.9055,1156.8232
"429","Vacular",0.95,0.05,605.6448,1157.4276
"430","NonVascular",0.15,0.85,1462.0999,1214.3888
"435","Vacular",0.94,0.06,195.27272,1169.6808
"437","NonVascular",0.06,0.94,765.2115,1234.8342
"438","NonVascular",0.04,0.96,1277.06,1192.8909
"443","NonVascular",0.04,0.96,631.85077,1188.7422
"444","NonVascular",0.05,0.95,1917.899,1192.9346
"446","NonVascular",0.19,0.81,301.66666,1186.1733
"450","NonVascular",0.09,0.91,973.77875,1252.6567
"454","NonVascular",0.19,0.81,303.50806,1214.2957
"455","NonVascular",0.03,0.97,48.099216,1214.624
"456","NonVascular",0.19,0.81,1517.4589,1207.0236
"457","NonVascular",0.16,0.84,702.65564,1228.0497
"458","Vacular",0.96,0.04,1635.7087,1221.6957
"459","NonVascular",0.01,0.99,1706.1974,1232.8566
"461","NonVascular",0.18,0.82,1773.6515,1223.8182
"464","NonVascular",0.18,0.82,1516.3726,1225.6471
"466","NonVascular",0.04,0.96,1257.1556,1249.5696
"467","NonVascular",0.08,0.92,209.94737,1241.5643
"468","Vacular",0.9,0.1,875.59595,1244.869
"469","Vacular",0.88,0.12,1630.423,1246.6965
"470","Vacular",1,0,261.4191,1247.5358
"472","NonVascular",0.02,0.98,1491.0419,1280.592
"474","NonVascular",0.02,0.98,1597.7981,1263.3167
"476","NonVascular",0.18,0.82,1534.9348,1274.5363
"477","NonVascular",0.06,0.94,262.97577,1281.9454
"478","NonVascular",0.14,0.86,863.74835,1289.183
"480","NonVascular",0.1,0.9,1698.9353,1283.5294
"482","NonVascular",0.02,0.98,1625.6138,1308.3394
"483","NonVascular",0.05,0.95,795.08734,1296.4481
"484","NonVascular",0.05,0.95,519.15344,1316.0204
"485","NonVascular",0.03,0.97,1522.3286,1311.4429
"486","NonVascular",0.06,0.94,268.42242,1298.8147
"487","NonVascular",0.15,0.85,1303.9354,1311.0994
"488","NonVascular",0.04,0.96,1047.6698,1305.79
"489","NonVascular",0.17,0.83,1781,1304.2592
"490","Vacular",0.86,0.14,835.4517,1307.5685
"491","NonVascular",0.17,0.83,1851.3132,1307.7494
"493","Vacular",0.9,0.1,370.23236,1309.1671
"494","NonVascular",0.14,0.86,761.59595,1330.2858
"495","Vacular",0.83,0.17,1354.0947,1307.4
"496","Vacular",0.89,0.11,158.85767,1312.6678
"497","NonVascular",0.16,0.84,393.40125,1314.3889
"498","NonVascular",0.18,0.82,708.6322,1310.5632
"499","NonVascular",0.14,0.86,427.77777,1313.3889
"500","NonVascular",0.02,0.98,470.99585,1335.0828
"501","Vacular",0.97,0.03,1704.7836,1326.474
"502","NonVascular",0.02,0.98,245.33012,1346.0946
"503","NonVascular",0.02,0.98,650.92,1373.57
"504","NonVascular",0.02,0.98,931.8419,1353.9877
"505","Vacular",0.98,0.02,1486.5186,1335.4727
"506","NonVascular",0.18,0.82,962.88135,1333.5677
"507","NonVascular",0.1,0.9,185.03261,1346.5217
"508","NonVascular",0.03,0.97,54.941746,1350.6486
"509","NonVascular",0.01,0.99,390.87848,1354.0642
"511","NonVascular",0.08,0.92,1004.8333,1357.0874
"512","NonVascular",0.02,0.98,1500.8582,1365.7922
"513","NonVascular",0.18,0.82,1835.0964,1353.4036
"514","NonVascular",0.05,0.95,844.7608,1408.5656
"517","NonVascular",0.02,0.98,494.17514,1400.9733
"520","NonVascular",0.04,0.96,436.20355,1397.7916
"522","NonVascular",0.02,0.98,1427.6061,1403.0771
"524","Vacular",0.93,0.07,1333.8981,1397.1044
"526","Vacular",0.95,0.05,374.819,1411.7874
"527","NonVascular",0.07,0.93,770.20935,1420.7906
"528","NonVascular",0.16,0.84,1604.5742,1430.5024
"531","Vacular",0.91,0.09,43.515152,1425.2963
"535","NonVascular",0.03,0.97,1342.0665,1447.0394
"537","NonVascular",0.09,0.91,357.22568,1443.9558
"538","NonVascular",0.13,0.87,1499.5746,1450.8026
"540","NonVascular",0.04,0.96,1407.1615,1453.3538
"542","NonVascular",0.14,0.86,950.2537,1453.082
"543","NonVascular",0.16,0.84,1018.5662,1452.831
"545","Vacular",0.9,0.1,455.61987,1454.7544
"547","NonVascular",0.15,0.85,275.37796,1456.5906
