"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"173","Vacular",0.99,0.01,255.47002,893.88007
"175","NonVascular",0.05,0.95,1928.2703,899.62164
"176","Vacular",0.91,0.09,1767.6195,901.2459
"177","Vacular",0.96,0.04,360.65527,913.88947
"178","NonVascular",0.09,0.91,573.8299,911.7938
"180","NonVascular",0.11,0.89,236.35638,920.20215
"182","NonVascular",0.11,0.89,697.8741,934.52124
"183","Vacular",0.96,0.04,736.7703,934.0023
"184","NonVascular",0.05,0.95,1595.2848,933.40607
"185","Vacular",0.83,0.17,383.3485,937.613
"186","Vacular",0.9,0.1,945.17566,944.5988
"187","NonVascular",0.05,0.95,618.65094,944.32806
"188","NonVascular",0.04,0.96,205.84726,952.3413
"189","NonVascular",0.14,0.86,1375.0427,982.783
"190","Vacular",0.97,0.03,642.99493,952.7538
"192","Vacular",0.83,0.17,176.61914,987.91016
"193","NonVascular",0.01,0.99,652.13324,1000.5199
"195","NonVascular",0.18,0.82,1488.5533,1036.0938
"196","NonVascular",0.14,0.86,106.38644,1036.4615
"197","Vacular",0.96,0.04,324.07907,1005.65814
"199","Vacular",0.98,0.02,1663.1649,1011.34265
"203","NonVascular",0.13,0.87,1314.3706,1023.5702
"204","NonVascular",0.03,0.97,606.68243,1022.18146
"205","NonVascular",0.03,0.97,1830.1548,1028.4742
"206","Vacular",0.83,0.17,1344.9463,1036.5719
"207","NonVascular",0.19,0.81,43.292133,1029.0786
"208","NonVascular",0.03,0.97,8.432315,1030.476
"210","Vacular",0.96,0.04,931.93896,1033.305
"213","Vacular",0.99,0.01,459.24774,1046.719
"214","Vacular",0.97,0.03,1293.5027,1050.3914
"216","NonVascular",0.01,0.99,1531.2052,1056.2838
"217","NonVascular",0.14,0.86,643.3043,1059.7468
"218","Vacular",0.81,0.19,909.9449,1070.157
"221","NonVascular",0.04,0.96,327.74075,1101.335
"223","NonVascular",0.04,0.96,208.0405,1095.4696
"224","Vacular",0.91,0.09,489.0172,1075.5698
"225","NonVascular",0.19,0.81,88.503815,1116.9834
"228","NonVascular",0.02,0.98,1570.003,1105.2789
"229","NonVascular",0.12,0.88,1687.6876,1108.5294
"230","Vacular",1,0,630.2353,1095.7941
"233","NonVascular",0.15,0.85,5.3333335,1098.238
"235","Vacular",0.97,0.03,464.58585,1107.6061
"236","NonVascular",0.03,0.97,1434.382,1127.2169
"237","Vacular",0.93,0.07,681.51184,1124.4547
"238","NonVascular",0,1,1276.2021,1137.6785
"239","NonVascular",0.09,0.91,654.29645,1144.1576
"240","NonVascular",0.05,0.95,9.277372,1142.5511
"241","Vacular",0.9,0.1,157.39738,1133.8384
"244","Vacular",0.97,0.03,436.0085,1154.0653
"245","NonVascular",0.01,0.99,1674.8513,1159.2079
"247","NonVascular",0.19,0.81,1399.1177,1147.1177
"248","Vacular",1,0,1439.409,1154.6051
"249","Vacular",0.9,0.1,152.20097,1153.2354
"250","NonVascular",0.09,0.91,1716.2804,1156.8208
"251","NonVascular",0.1,0.9,104.61011,1177.4088
"252","Vacular",0.96,0.04,557.13385,1167.5531
"253","NonVascular",0.17,0.83,764.1579,1165.7943
"254","NonVascular",0.08,0.92,221.80663,1182.7086
"255","Vacular",0.91,0.09,893.6355,1168.014
"256","NonVascular",0.1,0.9,28.552734,1183.6777
"257","NonVascular",0.06,0.94,1589.8118,1176.1882
"258","Vacular",0.99,0.01,1281.6888,1178.3917
"260","Vacular",0.88,0.12,904.9589,1184.6506
"261","NonVascular",0.04,0.96,166.74118,1192.0353
"262","Vacular",0.93,0.07,1209.7562,1193.59
"263","Vacular",0.91,0.09,878.16486,1193.2252
"264","Vacular",0.98,0.02,1813.6338,1202.7084
"267","NonVascular",0.02,0.98,199.77898,1216.4097
"268","Vacular",0.9,0.1,1828.101,1220.6731
"270","NonVascular",0.14,0.86,399.81284,1235.1974
"271","NonVascular",0.02,0.98,1820.2878,1239.1553
"272","NonVascular",0.19,0.81,661.2471,1243.4419
"273","NonVascular",0.02,0.98,1271.0577,1242.6868
"274","Vacular",0.96,0.04,755.8598,1247.5795
"275","Vacular",0.92,0.08,303.91837,1247.6658
"276","NonVascular",0.16,0.84,595.2829,1250.3221
"278","Vacular",0.99,0.01,853.32294,1257.4298
"279","Vacular",0.99,0.01,1172.9095,1258.7147
"280","Vacular",0.96,0.04,1426.6404,1256.0264
"281","Vacular",0.99,0.01,373.07278,1263.6145
"282","Vacular",0.97,0.03,489.99738,1264.55
"283","NonVascular",0.01,0.99,1767.1893,1265.9963
"284","NonVascular",0.15,0.85,285.98672,1271.0199
"285","NonVascular",0.01,0.99,30.30693,1269.0544
"286","NonVascular",0.15,0.85,67.64333,1278.6292
"288","NonVascular",0.04,0.96,326.61755,1334.2391
"289","NonVascular",0.03,0.97,220.9007,1316.777
"290","NonVascular",0.04,0.96,482.87378,1294.9467
"293","Vacular",0.97,0.03,953.93463,1306.9491
"294","Vacular",0.97,0.03,838.50415,1306.7911
"296","Vacular",0.99,0.01,38.910343,1320.7449
"297","NonVascular",0.02,0.98,104.04586,1332.9155
"299","Vacular",0.94,0.06,451.8985,1328.1466
"301","Vacular",0.95,0.05,1082.0027,1329.0707
"302","Vacular",1,0,1216.6973,1336.6611
"304","Vacular",0.96,0.04,1760.0923,1335.5425
"306","Vacular",0.81,0.19,1893.4865,1345.2334
"307","NonVascular",0.04,0.96,546.3744,1361.5983
"308","NonVascular",0.17,0.83,1034.1082,1348.2388
"310","Vacular",0.95,0.05,399.60056,1352.4539
"312","NonVascular",0.03,0.97,1724.9451,1361.2784
"313","Vacular",0.9,0.1,428.54074,1347.8593
"314","Vacular",0.99,0.01,211.66582,1359.4835
"317","Vacular",0.9,0.1,433.14142,1360.2424
"318","NonVascular",0.14,0.86,1694.75,1359.8846
"319","NonVascular",0.01,0.99,181.24942,1390.6696
"320","Vacular",0.9,0.1,388.92,1379.82
"323","NonVascular",0.05,0.95,118.368324,1417.5424
"324","Vacular",0.99,0.01,1357.099,1399.33
"325","NonVascular",0.16,0.84,63.165646,1401.954
"326","Vacular",0.98,0.02,632.4009,1404.2349
"327","NonVascular",0.06,0.94,245.59824,1407.9531
"328","Vacular",0.85,0.15,5.3828716,1416.325
"329","Vacular",0.92,0.08,355.56128,1411.208
"330","NonVascular",0.08,0.92,1334.1609,1400.8391
"331","Vacular",0.98,0.02,524.7988,1408.4895
"332","NonVascular",0.06,0.94,411.74515,1422.7839
"333","NonVascular",0.04,0.96,491.4692,1443.8562
"336","NonVascular",0.12,0.88,334.0476,1451.3461
