"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"153","Vacular",0.87,0.13,1278.3136,1017.1144
"156","Vacular",0.95,0.05,616.4475,1048.1475
"157","NonVascular",0.11,0.89,1610.9703,1049.1609
"159","NonVascular",0.1,0.9,630.2563,1111.3928
"161","NonVascular",0.02,0.98,1680.2092,1126.2959
"162","NonVascular",0,1,764.1455,1151.4487
"163","Vacular",0.99,0.01,720.1567,1153.4047
"164","Vacular",0.99,0.01,1012.8697,1155.2446
"165","Vacular",0.86,0.14,693.221,1162.2045
"166","Vacular",1,0,1312.1315,1165.3534
"167","Vacular",0.84,0.16,523.11664,1162.4166
"168","Vacular",0.96,0.04,1461.0103,1173.7087
"175","Vacular",0.91,0.09,1175.4724,1224.8544
"176","Vacular",0.96,0.04,881.68164,1225.4913
"177","Vacular",0.99,0.01,1531.2107,1227.9387
"178","NonVascular",0.19,0.81,367.3793,1233.3219
"179","Vacular",0.84,0.16,575.33575,1238.9133
"180","Vacular",1,0,142.59709,1243.4126
"181","Vacular",1,0,395.59662,1248.5869
"184","NonVascular",0.16,0.84,1841.8081,1272.8687
"185","Vacular",0.99,0.01,895.22797,1277.3982
"187","Vacular",0.95,0.05,785.93585,1283.0962
"188","Vacular",0.95,0.05,1827.1917,1298.9318
"189","NonVascular",0.17,0.83,1797.5393,1302.0314
"190","Vacular",0.95,0.05,195.18939,1316.6855
"191","Vacular",1,0,342.49283,1314.6196
"193","Vacular",0.99,0.01,891.1479,1330.4017
"194","NonVascular",0.03,0.97,1817.5782,1335.8634
"195","Vacular",0.99,0.01,48.90441,1339.9117
"196","NonVascular",0.19,0.81,1030.184,1355.6897
"202","Vacular",0.93,0.07,264.8061,1448.6288
"204","Vacular",0.86,0.14,1801.9595,1453.527
"205","Vacular",0.86,0.14,298.4161,1454.0873
"206","NonVascular",0.11,0.89,1708.2604,1454.3021
