"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"87","NonVascular",0.02,0.98,669.2008,629.10736
"89","NonVascular",0.04,0.96,31,627.7728
"91","NonVascular",0,1,445.82397,661.1837
"92","NonVascular",0.19,0.81,1931.849,628.6604
"93","Vacular",0.97,0.03,540.3967,648.11505
"96","NonVascular",0,1,586.7489,665.7059
"97","Vacular",0.99,0.01,1242.3647,664.0094
"98","NonVascular",0.06,0.94,1217.1604,668.7547
"100","NonVascular",0,1,264.27484,687.271
"101","NonVascular",0,1,622.0076,711.3389
"103","NonVascular",0.08,0.92,699.00397,730.0486
"104","Vacular",0.98,0.02,474.9251,732.58813
"105","NonVascular",0.02,0.98,742.9683,767.72314
"106","NonVascular",0.14,0.86,666.6695,753.78815
"107","NonVascular",0.18,0.82,965.83636,750.3273
"109","NonVascular",0,1,31.267826,787.58
"110","NonVascular",0.12,0.88,887.32275,780.22754
"112","Vacular",1,0,7.0231023,807.43896
"113","Vacular",0.94,0.06,79.27778,818.1711
"115","NonVascular",0.03,0.97,323.18347,840.94495
"116","NonVascular",0.16,0.84,545.56946,834.1389
"117","NonVascular",0.07,0.93,105.34042,839.7341
"118","Vacular",1,0,1686.7733,848.7875
"120","Vacular",1,0,303.45145,873.3858
"121","NonVascular",0.17,0.83,699.33514,881.26636
"122","NonVascular",0.17,0.83,1243.2325,876.02905
"123","NonVascular",0.13,0.87,1583.1968,926.4491
"124","NonVascular",0.04,0.96,730.3219,956.8004
"125","NonVascular",0.06,0.94,232.48859,960.65753
"126","Vacular",0.98,0.02,880.03436,966.5952
"127","Vacular",1,0,555.9816,967.8575
"128","Vacular",0.99,0.01,1778.1527,986.56635
"129","Vacular",0.86,0.14,267.44403,1004.1769
"132","Vacular",1,0,1127.6,1031.1035
"133","NonVascular",0.19,0.81,505.75256,1049.6907
"134","NonVascular",0.07,0.93,367.07764,1060.0814
"138","NonVascular",0,1,567.47186,1070.4906
"139","Vacular",0.86,0.14,263.41205,1071.5126
"141","Vacular",0.91,0.09,180.38937,1084.3363
"143","Vacular",1,0,607.4171,1089.3894
"144","Vacular",0.92,0.08,201.62018,1098.2997
"147","NonVascular",0.17,0.83,446.13223,1127.8182
"149","NonVascular",0.02,0.98,995.1696,1137.9404
"151","Vacular",0.99,0.01,1500.1113,1146.4165
"153","NonVascular",0.07,0.93,477.9863,1171.4829
"154","NonVascular",0.14,0.86,637.66266,1183.4156
"155","Vacular",0.83,0.17,1058.7598,1190.1686
"156","Vacular",0.99,0.01,1312.8822,1195.9835
"157","NonVascular",0.07,0.93,201.9668,1203.3838
"160","Vacular",0.97,0.03,736.0147,1218.4883
"162","Vacular",1,0,633.5197,1254.6903
"163","Vacular",1,0,348.84268,1257.8987
"167","Vacular",0.84,0.16,254.69827,1293.8563
"168","NonVascular",0.14,0.86,767.0808,1296.7482
"169","Vacular",0.9,0.1,990.0168,1306.581
"171","NonVascular",0.01,0.99,145.49718,1325.4026
"172","Vacular",0.98,0.02,1143.9691,1325.9897
"173","NonVascular",0.17,0.83,339.92453,1324.9811
"175","NonVascular",0.14,0.86,1070.6194,1333.8843
"176","NonVascular",0.07,0.93,22.828466,1343.9781
"177","Vacular",0.9,0.1,1543.9979,1346.5245
"178","Vacular",0.99,0.01,460.99487,1352.9974
"180","NonVascular",0.07,0.93,1306.8295,1368.823
"181","Vacular",1,0,1719.7656,1370.4869
"182","NonVascular",0.03,0.97,668.5539,1388.8323
"184","NonVascular",0.02,0.98,1015.44116,1399.4379
"186","Vacular",0.99,0.01,345.87314,1426.3533
"188","Vacular",1,0,1159.6726,1432.5134
