"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"98","NonVascular",0.03,0.97,51.33858,766.16534
"99","Vacular",1,0,1140.4028,771.29297
"100","Vacular",0.87,0.13,994.4194,773.43225
"101","NonVascular",0.09,0.91,70.805084,797.27966
"103","Vacular",0.81,0.19,726.6159,822.3129
"104","Vacular",0.96,0.04,34.926365,821.3492
"105","NonVascular",0.17,0.83,842.9405,825.0119
"106","Vacular",0.84,0.16,461.70187,827.1677
"108","Vacular",0.97,0.03,1430.9109,856.4652
"109","Vacular",1,0,51.961002,864.0947
"110","Vacular",0.97,0.03,1686.232,871.84814
"111","NonVascular",0.1,0.9,901.94794,891.4833
"112","NonVascular",0.01,0.99,303.72485,902.9013
"114","NonVascular",0.13,0.87,698.5303,905.74243
"115","Vacular",0.99,0.01,830.0562,912.22485
"116","Vacular",0.93,0.07,1085.173,910.5848
"119","Vacular",0.95,0.05,1582.6827,929.4589
"120","Vacular",0.98,0.02,152.53714,938.76855
"121","Vacular",0.98,0.02,709.7514,944.8277
"122","NonVascular",0.14,0.86,480.58258,943.2477
"123","NonVascular",0.17,0.83,199.64912,940.8596
"124","NonVascular",0.1,0.9,1208.3135,958.0865
"125","Vacular",0.96,0.04,1539.2191,960.45935
"126","Vacular",0.82,0.18,1243.076,1003.7577
"129","Vacular",0.95,0.05,73.440994,1003.2733
"130","Vacular",0.98,0.02,510.41666,1003.9677
"132","NonVascular",0.16,0.84,979.1164,1017.8491
"133","Vacular",0.93,0.07,1276.6428,1032.544
"135","Vacular",0.96,0.04,188.23483,1042.4591
"136","NonVascular",0.14,0.86,869.7546,1048.8712
"137","Vacular",0.99,0.01,1487.6545,1054.7708
"138","NonVascular",0.19,0.81,504.86472,1053.4823
"139","NonVascular",0.02,0.98,384.26367,1070.932
"140","Vacular",0.99,0.01,1006.3708,1063.0168
"141","Vacular",0.96,0.04,842.3008,1065.291
"143","NonVascular",0.02,0.98,891.98663,1088.7997
"145","Vacular",1,0,531.084,1083.9512
"147","NonVascular",0.13,0.87,820.57947,1090.5046
"148","Vacular",0.96,0.04,376.99426,1103.9224
"150","NonVascular",0.18,0.82,1358.5536,1113.9642
"152","Vacular",0.89,0.11,794.1443,1123.3606
"153","NonVascular",0.02,0.98,1382.4149,1140.7192
"154","Vacular",1,0,141.63889,1131.3157
"155","Vacular",1,0,739.1646,1136.6733
"157","Vacular",0.91,0.09,1386.8638,1190.691
"159","Vacular",0.99,0.01,895.79156,1192.4366
"160","Vacular",0.91,0.09,1695.1698,1197.3229
"161","Vacular",0.88,0.12,1407.5504,1190.1743
"162","Vacular",0.9,0.1,664.51794,1200.012
"166","Vacular",0.94,0.06,814.83734,1209.6055
"167","Vacular",0.92,0.08,1355.912,1214.8508
"168","Vacular",0.83,0.17,1070.0928,1227.4406
"172","Vacular",1,0,517.1658,1271.7983
"173","Vacular",0.94,0.06,1227.8505,1274.623
"174","NonVascular",0.19,0.81,1119.4318,1278.7614
"175","Vacular",0.86,0.14,1003.3865,1307.3528
"177","Vacular",0.99,0.01,609.42456,1318.1201
"178","Vacular",1,0,1267.0829,1321.2903
"179","Vacular",1,0,1689.4083,1327.9136
"180","NonVascular",0.19,0.81,1099.1791,1334.8806
"181","NonVascular",0.15,0.85,1154.2142,1342.7238
"182","Vacular",0.99,0.01,765.3051,1347.4491
"185","NonVascular",0.1,0.9,794.6781,1387.8303
"187","Vacular",0.97,0.03,1035.8127,1390.428
"188","Vacular",0.94,0.06,1193.3162,1396.69
"189","Vacular",0.99,0.01,1448.4235,1397.3934
"190","NonVascular",0.05,0.95,1017.45764,1407.7034
"191","NonVascular",0.15,0.85,874.2295,1430.6486
"192","Vacular",0.86,0.14,940.7828,1429.4841
"193","Vacular",0.93,0.07,252.15039,1443.8691
"194","Vacular",0.84,0.16,1637.5585,1440.3507
"195","Vacular",0.96,0.04,1406.2068,1440.9586
