"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"144","NonVascular",0.06,0.94,212.92522,1217.742
"146","Vacular",0.86,0.14,702.71814,1210.5985
"147","Vacular",1,0,134.21143,1217.0514
"149","NonVascular",0.19,0.81,131.21153,1239.0577
"150","NonVascular",0,1,305.26315,1250.208
"152","NonVascular",0.11,0.89,347.59012,1260.9802
"157","Vacular",0.81,0.19,1123.331,1274.1034
"158","Vacular",0.99,0.01,385.2342,1277.6772
"161","Vacular",1,0,1692.7118,1298.4352
"164","Vacular",0.96,0.04,1044.7891,1330.7483
"165","NonVascular",0.03,0.97,1727.9432,1327.31
"166","NonVascular",0.15,0.85,1708.4196,1341.8881
"167","Vacular",0.97,0.03,1226.1829,1348.8809
"168","NonVascular",0.04,0.96,142.19243,1392.175
"169","Vacular",0.92,0.08,679.7041,1381.1462
"172","Vacular",1,0,337.76923,1395.8708
"173","Vacular",0.89,0.11,476.32956,1401.6477
"174","Vacular",0.91,0.09,797.03796,1403.5612
"176","NonVascular",0.03,0.97,1867.3438,1434.5934
"177","NonVascular",0.14,0.86,1910.9634,1425.7439
"179","NonVascular",0.05,0.95,165.75883,1445.1996
"180","Vacular",0.91,0.09,1753.0703,1440.4062
"182","NonVascular",0.15,0.85,520.89136,1451.1931
