"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"100","Vacular",0.99,0.01,511.9863,945.35614
"101","NonVascular",0.02,0.98,1211.5615,967.3403
"102","Vacular",0.93,0.07,1438.7236,951.94977
"103","Vacular",1,0,558.62177,966.81604
"105","Vacular",0.99,0.01,965.8353,972.54175
"109","NonVascular",0.11,0.89,1788.129,989.99536
"110","Vacular",0.99,0.01,257.7678,1007.96594
"111","Vacular",0.96,0.04,331.17212,1009.15845
"112","Vacular",0.96,0.04,1186.5424,1050.209
"114","Vacular",0.98,0.02,1000.3664,1068.7245
"115","Vacular",0.97,0.03,800.11334,1069.5969
"117","Vacular",0.91,0.09,1295.8223,1085.0825
"118","NonVascular",0.15,0.85,2.5326087,1112.1631
"119","NonVascular",0.03,0.97,1495.1512,1176.7483
"120","NonVascular",0.15,0.85,1559.9722,1117.3472
"121","Vacular",0.99,0.01,433.46683,1129.5823
"123","Vacular",0.96,0.04,1576.3802,1143.5651
"124","Vacular",1,0,744.6049,1144.4578
"125","Vacular",0.99,0.01,172.48,1149.9875
"126","NonVascular",0.14,0.86,509.92712,1280.0034
"127","Vacular",1,0,288.5635,1179.3651
"128","Vacular",0.86,0.14,954.76544,1179.6914
"130","NonVascular",0.03,0.97,55.177906,1218.4496
"132","NonVascular",0.02,0.98,491.73,1204.35
"133","Vacular",0.99,0.01,325.23657,1207.9247
"134","Vacular",0.88,0.12,844.9652,1232.3925
"135","NonVascular",0.01,0.99,562.54736,1270.0302
"136","NonVascular",0.03,0.97,442.2188,1252.9578
"139","Vacular",0.97,0.03,85.52897,1277.7607
"141","NonVascular",0.05,0.95,127.117836,1321.0201
"144","Vacular",0.97,0.03,625.7949,1314.6095
"145","Vacular",0.98,0.02,51.4717,1328.965
"146","Vacular",1,0,332.19464,1337.9708
"147","Vacular",0.96,0.04,1328.3485,1342.9249
"149","Vacular",1,0,686.8997,1354.0396
"150","Vacular",0.96,0.04,1153.5686,1365.3267
"151","NonVascular",0.02,0.98,1916.9152,1375.9918
"152","Vacular",0.97,0.03,4.1184835,1379.6588
"156","Vacular",0.99,0.01,258.80667,1405.6444
"158","Vacular",0.99,0.01,436.59848,1404.553
"159","NonVascular",0.14,0.86,137.52213,1410.348
"160","Vacular",0.98,0.02,1306.1135,1410.0189
"162","Vacular",0.83,0.17,1513.0151,1431.2727
"163","NonVascular",0.18,0.82,1289.4706,1435.2059
"164","Vacular",0.99,0.01,854.8893,1452.6852
