"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"87","Vacular",0.89,0.11,508.6942,657.708
"88","Vacular",0.83,0.17,844.844,665.7556
"89","Vacular",0.99,0.01,1787.4891,662.947
"90","NonVascular",0,1,243.30763,694.1178
"91","Vacular",0.98,0.02,1080.2676,677.507
"92","Vacular",0.91,0.09,869.38464,674.67694
"93","Vacular",0.98,0.02,1704.1226,707.02277
"95","NonVascular",0,1,1491.5842,741.18195
"96","Vacular",0.98,0.02,975.25507,725.0754
"97","Vacular",0.97,0.03,561.6577,748.7679
"99","Vacular",0.99,0.01,409.30612,755.6531
"100","NonVascular",0.05,0.95,768.0483,774.1725
"101","Vacular",0.81,0.19,1921.5203,773.3764
"103","Vacular",0.99,0.01,1064,804.40125
"104","Vacular",0.9,0.1,1806.8499,813.3447
"106","Vacular",0.98,0.02,347.69507,836.98627
"107","Vacular",0.97,0.03,653.02655,854.03186
"108","Vacular",1,0,1493.5995,861.8556
"109","Vacular",0.95,0.05,973.26984,870.9651
"110","Vacular",0.97,0.03,779.2964,879.7545
"111","Vacular",0.99,0.01,875.39105,879.80725
"112","Vacular",0.99,0.01,1274.8263,890.22687
"113","Vacular",0.94,0.06,1666.7623,893.9472
"114","Vacular",0.95,0.05,673.44586,916.61786
"115","Vacular",0.99,0.01,206.02638,926.1847
"116","Vacular",0.99,0.01,507.54648,962.74365
"117","Vacular",0.91,0.09,1032.35,968.10834
"118","Vacular",1,0,1335.2772,972.59717
"120","Vacular",0.98,0.02,783.87384,999.5931
"121","Vacular",0.82,0.18,1848.5562,1012.59076
"122","Vacular",0.83,0.17,1104.1931,1026.0172
"123","Vacular",0.98,0.02,1696.3394,1065.595
"124","Vacular",1,0,102.90722,1063.9742
"125","Vacular",0.99,0.01,918.25,1077.7069
"126","NonVascular",0,1,189.65117,1113.3829
"128","Vacular",0.99,0.01,952.7672,1111.4913
"129","Vacular",0.94,0.06,1473.2545,1122.4597
"130","NonVascular",0.01,0.99,1516.858,1138.197
"132","Vacular",0.87,0.13,1802.5677,1121.4806
"133","Vacular",0.99,0.01,336.02652,1127.4854
"134","NonVascular",0.01,0.99,528.36115,1167.9569
"135","Vacular",1,0,756.33875,1136.9296
"136","Vacular",0.81,0.19,1454.6552,1157.002
"137","Vacular",1,0,77.69496,1169.3475
"139","Vacular",1,0,986.66266,1178.2073
"140","Vacular",0.98,0.02,483.3828,1193.1719
"141","NonVascular",0.04,0.96,1256.1177,1192.8
"142","Vacular",0.98,0.02,1300.1781,1206.2832
"143","Vacular",1,0,1431.8855,1215.3512
"144","Vacular",0.95,0.05,1695.2915,1215.4678
"145","NonVascular",0.16,0.84,362.47968,1226.5122
"146","NonVascular",0.02,0.98,508.03702,1234.3105
"147","NonVascular",0.17,0.83,844.96924,1227.7384
"148","NonVascular",0.09,0.91,897.63025,1297.493
"153","Vacular",0.98,0.02,957.0026,1251.2428
"154","Vacular",0.9,0.1,5.651961,1261.5146
"155","NonVascular",0.18,0.82,760.48926,1266.7312
"156","Vacular",1,0,1418.655,1270.7861
"157","Vacular",0.88,0.12,356.88324,1308.8743
"158","Vacular",0.88,0.12,1155.506,1323.7542
"159","Vacular",1,0,1286.5621,1327.9171
"160","Vacular",0.99,0.01,441.29166,1331.8065
"161","Vacular",1,0,1094.5382,1337.3378
"162","Vacular",0.98,0.02,163.17368,1344.9832
"163","Vacular",0.96,0.04,268.77365,1350.1146
"164","NonVascular",0.03,0.97,1026.9471,1364.2113
"165","Vacular",0.87,0.13,1521.5035,1366.2465
"166","Vacular",0.97,0.03,1678.9672,1375.4209
"168","Vacular",0.97,0.03,1547.7468,1380.3777
"169","NonVascular",0.02,0.98,608.1082,1414.924
"172","Vacular",0.97,0.03,276.584,1403.201
"175","Vacular",0.93,0.07,1321.1199,1430.3271
"176","Vacular",0.94,0.06,295.27512,1431.1223
"177","NonVascular",0,1,424.4345,1446.53
"179","Vacular",0.87,0.13,4.1496596,1442.3945
"180","Vacular",0.94,0.06,1230,1454.5625
"181","Vacular",0.86,0.14,1384.2823,1454.0411
"182","Vacular",0.9,0.1,168.50526,1454.8
