"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"92","NonVascular",0.06,0.94,626.9459,262.55676
"93","Vacular",0.91,0.09,738.6267,276.5362
"95","NonVascular",0.11,0.89,666.21484,277.4922
"97","NonVascular",0.01,0.99,599.9073,335.93747
"99","NonVascular",0.04,0.96,1403.7737,294.77533
"100","Vacular",0.85,0.15,767.1905,291.03705
"101","NonVascular",0.05,0.95,1154.3525,303.10028
"102","Vacular",0.98,0.02,1049.5077,300.30154
"103","Vacular",0.93,0.07,1253.7235,310.3285
"104","NonVascular",0.04,0.96,839.1365,316.31555
"105","NonVascular",0.19,0.81,1016.7544,358.84952
"109","Vacular",0.86,0.14,1077.2766,328.98816
"110","NonVascular",0.04,0.96,1930.5219,340.2099
"111","NonVascular",0.02,0.98,1860.1034,336.88333
"112","NonVascular",0.11,0.89,1248.0414,344.7293
"113","NonVascular",0.02,0.98,1564.2855,356.0992
"114","NonVascular",0.18,0.82,723.3894,348.26547
"118","Vacular",0.97,0.03,741.42816,354.6676
"120","NonVascular",0.01,0.99,1342.1724,377.13947
"121","Vacular",0.98,0.02,1297.0706,371.04437
"122","NonVascular",0.02,0.98,726.97284,392.5754
"124","Vacular",0.9,0.1,1153.7467,391.70667
"125","NonVascular",0.01,0.99,1393.4834,474.29297
"126","NonVascular",0.04,0.96,1196.159,411.04147
"127","NonVascular",0.03,0.97,1749.1669,402.8709
"128","NonVascular",0.03,0.97,789.7137,394.6154
"129","NonVascular",0,1,833.649,401.24835
"130","Vacular",0.92,0.08,1104.6185,399.24744
"131","NonVascular",0.04,0.96,943.9983,411.4098
"132","NonVascular",0,1,1920.636,419.0207
"134","NonVascular",0.02,0.98,1296.9501,422.7573
"135","NonVascular",0.03,0.97,671.27374,426.89478
"138","NonVascular",0.18,0.82,1139.4243,479.4797
"139","Vacular",0.82,0.18,1098.6213,426.48514
"140","NonVascular",0,1,623.7716,439.35526
"143","Vacular",0.98,0.02,856.1608,437.9386
"144","NonVascular",0.05,0.95,1516.3915,450.46317
"145","NonVascular",0.13,0.87,976.5029,471.4386
"146","NonVascular",0.02,0.98,1809.1396,451.87152
"149","NonVascular",0.18,0.82,1757.5625,456.35
"151","NonVascular",0.07,0.93,763.9759,477.8236
"152","NonVascular",0.03,0.97,1284.3503,476.39804
"153","NonVascular",0.07,0.93,1879.8763,519.62244
"154","Vacular",0.99,0.01,1322.7189,480.6757
"156","NonVascular",0.01,0.99,1608.7439,548.3575
"157","NonVascular",0.05,0.95,1783.9496,490.273
"159","NonVascular",0.17,0.83,1333.4027,503.2819
"161","NonVascular",0.12,0.88,1531.6372,526.703
"162","NonVascular",0,1,962.45056,548.2865
"163","NonVascular",0.02,0.98,1692.9939,537.6347
"164","NonVascular",0.08,0.92,819.63275,600.1224
"165","NonVascular",0.07,0.93,1072.5724,536.5921
"166","NonVascular",0.1,0.9,649.8285,545.1036
"167","NonVascular",0.07,0.93,1252.3362,612.3163
"168","NonVascular",0.17,0.83,892.8596,546.386
"169","NonVascular",0.14,0.86,1126.8528,549.76074
"171","Vacular",0.83,0.17,1470.4319,553.0332
"172","NonVascular",0,1,1347.4507,576.6328
"174","NonVascular",0.02,0.98,999.3555,638.1714
"176","NonVascular",0.02,0.98,1798.4282,606.5618
"177","NonVascular",0.01,0.99,1147.7987,652.33136
"178","NonVascular",0.01,0.99,1912.4542,608.8329
"179","NonVascular",0.06,0.94,1708.7511,594.0393
"180","NonVascular",0.01,0.99,928.15204,624.83386
"181","NonVascular",0.12,0.88,1428.9231,599.73627
"182","NonVascular",0.01,0.99,1647.4305,613.06866
"183","NonVascular",0.18,0.82,1107.4036,608.2193
"184","NonVascular",0.01,0.99,1322.9827,633.2854
"185","NonVascular",0.02,0.98,1604.8794,644.8044
"187","NonVascular",0.11,0.89,1868.0919,640.9524
"188","NonVascular",0.05,0.95,1100.7386,626.0581
"189","NonVascular",0.13,0.87,805.9861,635.80756
"190","NonVascular",0.01,0.99,752.8823,634.0347
"191","Vacular",0.98,0.02,891.3886,641.725
"192","NonVascular",0.03,0.97,481.3942,651.755
"195","Vacular",0.97,0.03,774.14246,648.40784
"197","NonVascular",0.02,0.98,1757.1965,675.6708
"198","Vacular",0.97,0.03,1340.3716,673.6994
"199","Vacular",0.84,0.16,887.03827,680.52185
"200","NonVascular",0.01,0.99,631.0241,697.0691
"202","NonVascular",0,1,1554.3384,702.93207
"203","NonVascular",0,1,671.33673,694.3716
"204","Vacular",0.96,0.04,755.4658,689.4503
"205","NonVascular",0.19,0.81,1614.1968,683.4754
"206","Vacular",0.85,0.15,1791.0459,692.6862
"207","NonVascular",0,1,1727.3589,701.9617
"208","NonVascular",0.01,0.99,864.68567,757.6792
"209","NonVascular",0.05,0.95,1282.2635,711.66187
"210","NonVascular",0.16,0.84,445.44888,713.67554
"211","NonVascular",0.14,0.86,1867.1857,718.93567
"212","NonVascular",0.15,0.85,1641.5396,717.259
"215","NonVascular",0,1,1462.6625,748.58075
"218","NonVascular",0.19,0.81,442.51614,738.19354
"219","NonVascular",0.17,0.83,664.0673,801.0222
"223","NonVascular",0.03,0.97,1927.3301,782.8317
"224","NonVascular",0,1,1780.4358,808.33923
"225","NonVascular",0.15,0.85,1740.648,775.536
"227","NonVascular",0.02,0.98,861.9766,844.19653
"228","NonVascular",0.03,0.97,1717.7749,821.74713
"229","NonVascular",0,1,1258.3096,800.52704
"232","NonVascular",0,1,1552.9568,809.3517
"234","NonVascular",0.03,0.97,1285.5023,805.7828
"235","Vacular",0.91,0.09,1159.0524,815.633
"236","NonVascular",0.17,0.83,1868.4355,816.4847
"237","NonVascular",0.01,0.99,545.90717,816.66785
"238","NonVascular",0.19,0.81,1236.1997,852.227
"239","NonVascular",0.17,0.83,1841.3125,820.6094
"240","NonVascular",0.11,0.89,1353.9259,831.0519
"242","Vacular",0.97,0.03,524.54376,839.42175
"245","NonVascular",0.01,0.99,1624.5112,866.1579
"246","NonVascular",0.01,0.99,561.6569,850.8169
"247","NonVascular",0.03,0.97,1034.8091,879.88025
"248","NonVascular",0.17,0.83,1794.5496,856.4144
"249","Vacular",0.96,0.04,1090.3716,865.9291
"251","NonVascular",0.03,0.97,1483.1714,865.21716
"252","NonVascular",0.01,0.99,630.62634,890.89056
"253","NonVascular",0.04,0.96,1317.3855,868.1988
"254","NonVascular",0.15,0.85,1869.0952,869.3674
"255","NonVascular",0.02,0.98,719.4728,880.00574
"256","NonVascular",0.15,0.85,1783.2821,875.4872
"257","NonVascular",0.06,0.94,950.53937,885.27167
"258","NonVascular",0.01,0.99,1547.2968,896.43713
"260","NonVascular",0.01,0.99,1235.2451,904.82745
"261","NonVascular",0.04,0.96,1587.5593,914.1298
"262","NonVascular",0.01,0.99,1001.03174,945.7732
"263","Vacular",0.91,0.09,747.5289,938.9404
"264","NonVascular",0.05,0.95,1280.2317,967.9558
"265","NonVascular",0.02,0.98,579.9711,962.5311
"266","NonVascular",0.01,0.99,1138.0458,976.3358
"269","NonVascular",0.03,0.97,808.0355,966.00476
"270","Vacular",0.95,0.05,949.853,961.7099
"271","NonVascular",0.02,0.98,1771.1364,975.3153
"275","NonVascular",0.05,0.95,518.8649,983.4259
"276","NonVascular",0.15,0.85,748.0284,979.51135
"278","NonVascular",0.05,0.95,1491.0465,996.23474
"280","NonVascular",0.01,0.99,1673.742,1002.05145
"281","NonVascular",0.18,0.82,1866.2522,990.413
"282","NonVascular",0.02,0.98,1432.759,1018.0188
"283","NonVascular",0.13,0.87,1220.0409,1008.2972
"284","NonVascular",0.17,0.83,819.64404,1001
"287","Vacular",0.91,0.09,655.3578,1027.5918
"289","NonVascular",0.17,0.83,542.9911,1037.6875
"290","Vacular",0.87,0.13,984.24786,1046.2307
"291","NonVascular",0.01,0.99,1370.7227,1049.6587
"292","Vacular",0.92,0.08,641.31177,1045.4563
"294","NonVascular",0.01,0.99,1439.0726,1125.2565
"295","NonVascular",0.1,0.9,897.5394,1063.6505
"296","NonVascular",0.02,0.98,599.7621,1069.32
"298","NonVascular",0.16,0.84,843.78143,1056.4535
"299","NonVascular",0.11,0.89,1255.5839,1065.6166
"303","NonVascular",0.17,0.83,1159.9495,1074
"305","NonVascular",0.17,0.83,843.9711,1119.267
"306","NonVascular",0.01,0.99,1593.8662,1096.8954
"308","NonVascular",0.11,0.89,663.584,1088.4888
"309","NonVascular",0.12,0.88,1639.6262,1084.1414
"310","NonVascular",0,1,1014.6505,1119.1616
"314","NonVascular",0.01,0.99,1310.221,1153.107
"315","NonVascular",0.19,0.81,686.8111,1134.1222
"316","NonVascular",0,1,1802.2112,1152.0598
"318","NonVascular",0,1,603.68823,1158.0223
"319","NonVascular",0.07,0.93,1380.0541,1142.4486
"320","NonVascular",0.04,0.96,1153.1106,1182.3309
"321","Vacular",0.97,0.03,731.6317,1160.494
"322","NonVascular",0.03,0.97,1017.11115,1189.5028
"323","Vacular",0.98,0.02,777.22314,1173.9095
"324","NonVascular",0.09,0.91,1386.5448,1178.5931
"325","NonVascular",0.17,0.83,1720.8931,1175.6038
"327","NonVascular",0.09,0.91,674.55383,1230.064
"330","Vacular",0.98,0.02,1355.1305,1193.1025
"331","Vacular",0.95,0.05,595.2707,1192.2072
"332","NonVascular",0,1,1559.6764,1199.5864
"333","NonVascular",0.09,0.91,1751.0516,1227.0499
"334","NonVascular",0.03,0.97,1254.6072,1219.5121
"335","NonVascular",0.06,0.94,567.1572,1217.7468
"336","Vacular",0.98,0.02,793.8794,1209.2412
"338","Vacular",0.96,0.04,723.6841,1214.8285
"339","NonVascular",0.02,0.98,992.7346,1221.1713
"341","NonVascular",0.03,0.97,1919.2712,1216.7034
"342","NonVascular",0.07,0.93,1573.2772,1283.4576
"347","Vacular",0.94,0.06,761.677,1237.7339
"348","NonVascular",0.12,0.88,1305.5692,1278.9333
"349","Vacular",0.84,0.16,877.29065,1263.4827
"351","NonVascular",0.1,0.9,582.93427,1272.3944
"352","NonVascular",0.15,0.85,1732.2019,1365.3324
"353","Vacular",0.99,0.01,779.5628,1279.3927
"354","NonVascular",0.03,0.97,1386.4944,1323.3381
"355","NonVascular",0,1,1916.7006,1288.1526
"356","Vacular",0.97,0.03,749.9694,1295.9775
"358","NonVascular",0.02,0.98,1682.9027,1315.6663
"359","NonVascular",0.18,0.82,563.1235,1297.963
"360","Vacular",0.87,0.13,673.58826,1304.4427
"362","NonVascular",0.16,0.84,505.6857,1313.2428
"364","NonVascular",0.03,0.97,480.33725,1324.1907
"366","NonVascular",0.1,0.9,1892.1826,1328.1536
"367","NonVascular",0.03,0.97,905.2276,1340.6759
"371","NonVascular",0.15,0.85,820.15186,1350.9785
"372","NonVascular",0.03,0.97,1866.652,1352.9127
"373","NonVascular",0.03,0.97,1229.693,1372.8647
"374","NonVascular",0.13,0.87,1597.5516,1360.9891
"375","NonVascular",0.06,0.94,1460.0499,1377.8732
"376","NonVascular",0.08,0.92,585.02057,1356.5559
"377","NonVascular",0.03,0.97,1661.7135,1366.553
"378","NonVascular",0.13,0.87,955.0493,1409.8418
"381","NonVascular",0.16,0.84,1066.2913,1363.8682
"382","NonVascular",0.18,0.82,1342.4497,1360.953
"384","Vacular",0.81,0.19,486.80185,1370.3994
"385","NonVascular",0.17,0.83,1923.2931,1366.6034
"387","NonVascular",0.19,0.81,427.2069,1379.8506
"389","NonVascular",0.09,0.91,1103.4818,1395.2064
"392","Vacular",0.84,0.16,791.2714,1398.73
"394","NonVascular",0.14,0.86,684.06573,1410.6263
"395","NonVascular",0.14,0.86,1783.1917,1413.1201
"396","NonVascular",0.04,0.96,1928.4435,1434.3511
"398","NonVascular",0.07,0.93,1392.4103,1419.2949
"400","Vacular",0.83,0.17,817.28217,1440.3911
"401","NonVascular",0.11,0.89,1086.6201,1430.3799
"402","NonVascular",0.01,0.99,1137.4574,1443.4229
"403","Vacular",0.98,0.02,425.6844,1439.7562
"406","Vacular",0.94,0.06,651.9602,1447.8712
"407","NonVascular",0.02,0.98,1195.9869,1450.3035
"409","NonVascular",0.02,0.98,880.0307,1451.329
"410","Vacular",0.97,0.03,1046.7866,1452.4467
"411","NonVascular",0.03,0.97,1270.8513,1453.0961
"413","NonVascular",0.12,0.88,1784.0831,1452.2135
"414","Vacular",0.94,0.06,860.48834,1454.3721
"415","NonVascular",0.03,0.97,1342.861,1455.1929
"416","NonVascular",0.18,0.82,737.03595,1455.7626
"417","NonVascular",0.06,0.94,988.1918,1455.6096
