"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"59","NonVascular",0.17,0.83,549.0125,399.1598
"61","NonVascular",0.11,0.89,264.0896,412.61984
"62","Vacular",1,0,1236.8291,411.55463
"63","Vacular",0.96,0.04,1807.275,413.6275
"64","NonVascular",0.03,0.97,117.977165,442.67374
"65","Vacular",0.94,0.06,1635.5613,435.41595
"66","Vacular",1,0,1495.9528,438.1181
"68","Vacular",0.95,0.05,915.5828,451.95807
"69","Vacular",0.99,0.01,270.7552,457.4896
"72","Vacular",0.92,0.08,1371.9879,462.4779
"74","NonVascular",0,1,628.51416,483.55478
"75","NonVascular",0.06,0.94,717.7566,479.7143
"76","Vacular",0.99,0.01,476.91428,486.92468
"78","NonVascular",0.14,0.86,166.84164,525.49976
"79","NonVascular",0.01,0.99,658.4462,513.5845
"80","Vacular",0.83,0.17,1085.2413,504.9138
"82","Vacular",0.95,0.05,322.59314,511.18137
"83","NonVascular",0.15,0.85,474.6868,512.11536
"85","NonVascular",0.18,0.82,694.07465,536.56714
"86","NonVascular",0.19,0.81,246.38597,539.8246
"87","NonVascular",0.07,0.93,92.43496,553.4736
"88","NonVascular",0.13,0.87,215.88199,564.9979
"89","Vacular",0.93,0.07,1358.8501,550.83484
"90","Vacular",1,0,1557.2572,552.68054
"92","NonVascular",0.11,0.89,1714.2657,561.2027
"93","Vacular",0.96,0.04,971.13007,565.24567
"94","Vacular",0.92,0.08,1119.8004,580.3948
"95","Vacular",0.94,0.06,824.9123,577.0585
"96","NonVascular",0.06,0.94,75.32545,576.81067
"97","NonVascular",0,1,290.836,595.48627
"98","Vacular",0.95,0.05,6.075949,596.173
"99","NonVascular",0.06,0.94,143.85262,602.77826
"100","Vacular",0.93,0.07,1671.9226,603.9254
"102","Vacular",0.97,0.03,215.15602,612.9976
"103","NonVascular",0.1,0.9,238.30727,614.4357
"104","NonVascular",0.19,0.81,51.638554,609.8795
"106","NonVascular",0.19,0.81,93.80911,646.0017
"107","Vacular",0.9,0.1,810.50256,630.40607
"108","NonVascular",0.12,0.88,315.73538,641.85236
"110","NonVascular",0.17,0.83,724.295,631.505
"111","NonVascular",0.07,0.93,372.101,642.9212
"112","NonVascular",0.13,0.87,1739.3223,634.9091
"113","NonVascular",0.04,0.96,1425.5979,649.9524
"115","NonVascular",0.16,0.84,1745.88,643.96
"117","Vacular",0.99,0.01,563.614,652.5259
"118","Vacular",0.89,0.11,222.09375,661.53845
"120","NonVascular",0.12,0.88,5.088983,671.95764
"123","Vacular",0.95,0.05,586.73584,679.9078
"124","NonVascular",0,1,486.01254,711.43414
"126","NonVascular",0.17,0.83,432.90723,678.5361
"127","NonVascular",0.06,0.94,340.34772,702.6349
"129","Vacular",0.95,0.05,960.3903,703.3112
"131","Vacular",0.97,0.03,819.78876,712.07605
"133","NonVascular",0.05,0.95,545.4554,726.92017
"134","Vacular",0.98,0.02,40.680458,742.0644
"136","NonVascular",0.16,0.84,1021.7215,735.63293
"141","Vacular",1,0,1523.2941,757.0921
"142","NonVascular",0.05,0.95,256.44232,761.8379
"144","Vacular",0.87,0.13,751.6556,762.7472
"145","Vacular",0.95,0.05,1318.3141,771.1955
"146","NonVascular",0.02,0.98,40.13121,824.7699
"147","NonVascular",0.16,0.84,470.8143,775.32855
"148","Vacular",0.91,0.09,187.1376,784.98254
"149","NonVascular",0.02,0.98,1880.5253,784.2521
"151","Vacular",0.94,0.06,735.7785,790.7194
"152","NonVascular",0.03,0.97,511.47934,811.618
"155","Vacular",0.97,0.03,458.07285,822.96027
"156","Vacular",0.96,0.04,195.32307,822.8523
"157","Vacular",0.81,0.19,1188.027,822.3456
"158","NonVascular",0.01,0.99,1841.6235,829.26697
"160","Vacular",0.97,0.03,1517.4509,841.54913
"161","NonVascular",0.19,0.81,206.80992,840.5455
"163","NonVascular",0.03,0.97,896.28156,854.92426
"164","NonVascular",0.1,0.9,296.00528,864.4982
"166","NonVascular",0.17,0.83,513.4624,865.1692
"168","Vacular",0.98,0.02,821.58936,879.3232
"169","NonVascular",0.09,0.91,1930.7576,878.08484
"172","NonVascular",0.01,0.99,160.77496,906.1981
"173","Vacular",0.84,0.16,804.0455,883.625
"175","Vacular",0.91,0.09,818.0186,906.893
"177","Vacular",0.97,0.03,1225.9359,914.7487
"179","Vacular",0.99,0.01,571.8988,928.39056
"181","Vacular",0.99,0.01,99.739365,934.1303
"182","Vacular",0.95,0.05,173.51775,942.0063
"184","NonVascular",0.06,0.94,352.49,950.3042
"186","Vacular",0.89,0.11,543.3157,950.02893
"187","Vacular",0.92,0.08,1220.4667,951.6613
"189","NonVascular",0.09,0.91,569.4044,970.49335
"190","Vacular",0.86,0.14,529.93024,972.42633
"193","Vacular",0.99,0.01,51.419643,978.4174
"194","NonVascular",0.17,0.83,646.1178,976.08374
"195","Vacular",0.99,0.01,1062.3229,988.13226
"197","NonVascular",0.08,0.92,1104.6099,990.9721
"198","NonVascular",0.09,0.91,332.9198,994.5615
"200","Vacular",0.92,0.08,4.919643,1004.9196
"201","Vacular",0.96,0.04,407.78897,1009.20624
"202","NonVascular",0.02,0.98,452.58807,1027.8296
"203","NonVascular",0.02,0.98,719.3341,1027.68
"204","NonVascular",0.01,0.99,515.53406,1048.7816
"205","Vacular",0.92,0.08,349.8255,1036.3079
"206","Vacular",0.86,0.14,840.52856,1052.4592
"208","Vacular",0.96,0.04,932.635,1055.0681
"211","Vacular",0.81,0.19,1899.8925,1058.3811
"212","Vacular",0.99,0.01,481.16373,1063.9403
"213","NonVascular",0.05,0.95,360.87833,1071.1305
"217","Vacular",1,0,584.7918,1085.2219
"218","Vacular",1,0,1199.7716,1107.5853
"219","NonVascular",0.14,0.86,894.48254,1101.9476
"221","NonVascular",0,1,100.413536,1117.7162
"222","NonVascular",0.05,0.95,616.23016,1121.7535
"224","NonVascular",0.07,0.93,555.121,1115.9333
"226","Vacular",0.96,0.04,669.2437,1127.1093
"228","NonVascular",0.15,0.85,247.5625,1133.3239
"229","Vacular",0.99,0.01,583.84406,1140.7546
"230","NonVascular",0.18,0.82,967.39655,1130.5344
"233","Vacular",0.84,0.16,1190.3467,1153.8134
"234","Vacular",0.99,0.01,194.23334,1162.7417
"235","NonVascular",0.01,0.99,40.990273,1175.7704
"236","Vacular",0.98,0.02,666.8311,1169.3297
"237","NonVascular",0.02,0.98,125.19139,1179.9426
"238","Vacular",0.99,0.01,463.65295,1176.6915
"239","NonVascular",0.07,0.93,695.79767,1195.6434
"241","NonVascular",0.19,0.81,637.50415,1179.8016
"242","NonVascular",0.02,0.98,1575.5784,1189.5281
"243","NonVascular",0.15,0.85,188.19891,1253.3018
"245","NonVascular",0.04,0.96,335.7931,1194.4597
"247","Vacular",0.97,0.03,1188.4878,1201.2317
"248","Vacular",0.96,0.04,1826.1377,1228.2665
"249","NonVascular",0.19,0.81,492.48065,1231.757
"250","NonVascular",0.11,0.89,1596.4912,1229.8717
"252","NonVascular",0.03,0.97,69.058395,1272.4043
"253","NonVascular",0.05,0.95,375.8584,1245.3312
"257","NonVascular",0.14,0.86,670.40326,1317.1216
"258","Vacular",0.95,0.05,1129.5063,1290.9689
"261","Vacular",0.99,0.01,45.286118,1301.9235
"262","Vacular",0.81,0.19,491.70834,1312.25
"263","NonVascular",0.07,0.93,6.3505745,1306.0919
"264","Vacular",0.99,0.01,704.91815,1323.7622
"265","Vacular",0.88,0.12,380.8239,1333.9053
"266","NonVascular",0.03,0.97,273.35037,1331.1654
"267","Vacular",0.86,0.14,451.98688,1340.1213
"268","NonVascular",0.03,0.97,15.67835,1358.8608
"269","Vacular",0.86,0.14,1602.6561,1333.4556
"270","Vacular",0.94,0.06,978.2058,1334.402
"272","NonVascular",0.03,0.97,777.9435,1348.2
"275","Vacular",0.9,0.1,821.3736,1360.9982
"276","NonVascular",0.05,0.95,707.22296,1359.2262
"277","Vacular",0.83,0.17,1559.8922,1389.5603
"278","Vacular",1,0,670.7665,1399.4697
"279","Vacular",0.9,0.1,1108.2905,1405.8098
"280","NonVascular",0.08,0.92,98.778534,1426.7699
"281","Vacular",0.98,0.02,468.5867,1414.0404
"284","Vacular",1,0,829.98285,1423.3407
"285","Vacular",0.88,0.12,613.13226,1426.3271
"286","NonVascular",0.13,0.87,283.12753,1429.9391
"289","NonVascular",0.18,0.82,1456.4541,1433.9183
"290","NonVascular",0.04,0.96,451.75677,1447.4923
"291","Vacular",0.96,0.04,624.5915,1453.017
"292","Vacular",0.88,0.12,302.8904,1454.4452
