"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"105","Vacular",0.98,0.02,862.1713,674.2291
"106","Vacular",0.87,0.13,1450.8318,679.71027
"107","Vacular",0.95,0.05,1473.6375,681.8048
"109","Vacular",0.96,0.04,1107.199,685.8037
"110","Vacular",1,0,369.7631,690.1147
"112","Vacular",0.95,0.05,1208.1731,702.6718
"114","Vacular",0.96,0.04,1350.0132,703.7637
"116","NonVascular",0.1,0.9,795.31915,707.1383
"119","Vacular",0.85,0.15,356.14084,709.2676
"122","NonVascular",0.02,0.98,471.55933,722.9661
"123","NonVascular",0.02,0.98,958.32684,732.25757
"125","Vacular",0.99,0.01,1674.7848,731.0289
"127","Vacular",0.94,0.06,409.66818,744.8261
"129","Vacular",0.98,0.02,345.53995,743.82367
"130","NonVascular",0.09,0.91,126.45652,743.75543
"131","Vacular",0.99,0.01,573.90576,756.75653
"132","NonVascular",0.12,0.88,103.125,752.2727
"134","Vacular",0.82,0.18,667.00354,769.68384
"137","NonVascular",0.02,0.98,382.0152,793.31885
"139","NonVascular",0.18,0.82,145.76868,798.3666
"140","Vacular",1,0,1101.1476,799.5237
"141","Vacular",0.95,0.05,1613.614,798.4503
"142","NonVascular",0.16,0.84,466.9695,815.29877
"146","Vacular",0.93,0.07,1702.9028,832.8276
"147","NonVascular",0.01,0.99,1901.8992,835.0634
"149","Vacular",0.94,0.06,363.13043,836.2092
"152","Vacular",0.94,0.06,461.30212,849.5468
"153","Vacular",0.99,0.01,491.6,849.0077
"155","Vacular",0.86,0.14,424.5235,868.5235
"156","Vacular",0.9,0.1,1535.261,871.93384
"157","Vacular",0.82,0.18,1880.2349,876.9815
"158","NonVascular",0.04,0.96,507.0519,887.9052
"159","NonVascular",0.03,0.97,239.23518,899.6266
"160","Vacular",0.98,0.02,481.49036,907.7989
"163","Vacular",1,0,153.47314,919.3734
"164","NonVascular",0.15,0.85,276.35294,911.451
"166","Vacular",0.88,0.12,209.21834,938.75165
"167","NonVascular",0,1,360.5,936.3733
"168","Vacular",0.84,0.16,117.81268,936.2882
"169","Vacular",1,0,1042.9474,942.6053
"171","Vacular",0.92,0.08,361.53812,975.15466
"172","NonVascular",0,1,1894.7152,1029.3914
"174","Vacular",0.98,0.02,1713.4813,1002.15564
"175","Vacular",0.98,0.02,632.97833,1013.0606
"176","Vacular",1,0,1450.7452,1004.15094
"178","NonVascular",0,1,769.5314,1024.9354
"179","NonVascular",0.01,0.99,448.01285,1033.7922
"183","Vacular",0.98,0.02,1227.9156,1045.1205
"184","NonVascular",0.02,0.98,1930.2092,1081.7365
"185","NonVascular",0.14,0.86,68.07353,1067.9117
"186","Vacular",0.97,0.03,583.18085,1077.6986
"187","NonVascular",0.02,0.98,193.68138,1095.7179
"188","Vacular",0.81,0.19,101.43386,1107.5238
"189","Vacular",1,0,1118.8765,1104.3147
"190","Vacular",0.96,0.04,801.526,1115.2356
"192","NonVascular",0.15,0.85,1836.5828,1132.8561
"193","Vacular",0.97,0.03,1054.7053,1140.0198
"194","NonVascular",0.01,0.99,1856.1111,1152.9445
"195","Vacular",0.82,0.18,469.3057,1159.2297
"196","Vacular",0.99,0.01,1742.0394,1150.9496
"198","Vacular",0.86,0.14,978.24866,1166.1243
"200","Vacular",0.9,0.1,1526.6509,1177.9836
"204","NonVascular",0.18,0.82,1210.4,1185.0857
"206","NonVascular",0.12,0.88,1748.5521,1203.2417
"207","NonVascular",0.17,0.83,844.93604,1204.1573
"208","Vacular",0.94,0.06,634.5638,1214.9851
"209","Vacular",0.99,0.01,1308.2931,1220.3085
"211","Vacular",0.83,0.17,516.8319,1234.5518
"213","Vacular",0.81,0.19,1859.5044,1235.207
"214","Vacular",0.96,0.04,268.15042,1244.4349
"217","Vacular",0.85,0.15,730.0517,1249.8638
"218","NonVascular",0.02,0.98,52.747482,1272.0784
"219","NonVascular",0.11,0.89,1302.3096,1258.1508
"220","NonVascular",0.14,0.86,1816.5883,1257.1503
"221","NonVascular",0.19,0.81,1733.2252,1257.3708
"223","Vacular",0.97,0.03,1001.04987,1285.8934
"224","NonVascular",0.09,0.91,312.07693,1279.991
"226","Vacular",1,0,761.1662,1289.4961
"227","Vacular",1,0,1103.1613,1289.5111
"228","NonVascular",0.06,0.94,368.12872,1287.6534
"229","Vacular",0.81,0.19,1854.6666,1290.4188
"230","NonVascular",0.01,0.99,1892.3472,1320.4047
"231","Vacular",0.92,0.08,1332.7534,1315.2637
"237","Vacular",0.81,0.19,404.3611,1333.6771
"241","NonVascular",0.11,0.89,1901.7252,1377.783
"243","Vacular",0.99,0.01,394.03833,1365.1533
"244","NonVascular",0.07,0.93,461.41547,1367.8695
"245","Vacular",0.85,0.15,1287.8971,1374.1768
"248","Vacular",0.97,0.03,1823.6383,1383.5973
"249","Vacular",0.83,0.17,48.344086,1390.4839
"252","Vacular",0.99,0.01,1262.095,1396.3676
"254","NonVascular",0,1,692.62195,1408.3292
"257","NonVascular",0.13,0.87,1865.1904,1420.3096
"259","NonVascular",0.09,0.91,385.68182,1436.5758
"260","Vacular",0.99,0.01,1462.3636,1446.0409
"261","Vacular",0.99,0.01,128.70589,1451.0367
"264","NonVascular",0.15,0.85,1837.4236,1455.3889
