"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"88","Vacular",0.82,0.18,1251.7355,776.871
"89","Vacular",0.98,0.02,1812.9375,785.2798
"90","NonVascular",0,1,486.2899,815.85345
"91","Vacular",0.94,0.06,36.759495,796.9082
"92","NonVascular",0.03,0.97,302.0386,799.80695
"95","NonVascular",0.07,0.93,1841.5359,821.1242
"98","NonVascular",0.04,0.96,424.29108,861.493
"100","NonVascular",0.04,0.96,1576.8638,864.6085
"101","Vacular",0.98,0.02,1537.76,874.20856
"102","Vacular",1,0,1492.4036,881.3163
"103","Vacular",1,0,57.754055,890.16486
"105","Vacular",0.99,0.01,469.22812,902.2031
"106","Vacular",0.99,0.01,892.9503,902.1854
"107","NonVascular",0,1,269.16275,925.79315
"113","Vacular",0.89,0.11,1809.1053,963.64703
"114","NonVascular",0.03,0.97,941.84064,974.62067
"115","Vacular",0.98,0.02,1285.4901,985.5563
"116","Vacular",0.96,0.04,1453.2625,987.40936
"117","Vacular",0.9,0.1,410.56488,1009.4271
"118","Vacular",0.99,0.01,499.62982,1015.53314
"119","Vacular",0.97,0.03,1540.625,1036.8531
"120","Vacular",0.91,0.09,417.82513,1041.9508
"121","NonVascular",0.17,0.83,835.3759,1051.8948
"122","NonVascular",0.03,0.97,975.55115,1081.2954
"125","Vacular",0.99,0.01,1577.1056,1079.7981
"126","Vacular",0.83,0.17,680.37177,1079.4103
"127","Vacular",0.97,0.03,433.3229,1087.7994
"129","NonVascular",0.14,0.86,1601.2737,1099.1895
"130","Vacular",0.88,0.12,768.92053,1104.1259
"131","NonVascular",0.01,0.99,147.24237,1112.8665
"132","Vacular",0.97,0.03,784.8182,1117.5837
"133","Vacular",0.85,0.15,758.4501,1137.7922
"135","Vacular",0.85,0.15,1746.1378,1142.8229
"137","NonVascular",0.12,0.88,40.11712,1172.964
"139","Vacular",0.99,0.01,1503.1454,1201.7151
"140","Vacular",0.96,0.04,37.03769,1216.0452
"141","NonVascular",0,1,866.505,1221.3318
"142","Vacular",0.89,0.11,1354.8689,1220.4672
"143","Vacular",0.86,0.14,85.63696,1260.2377
"145","NonVascular",0.06,0.94,1569.5714,1295.0471
"146","Vacular",1,0,249.4578,1298.6266
"150","Vacular",0.98,0.02,1656.4595,1327.9534
"151","Vacular",0.99,0.01,490.29526,1343.7938
"152","Vacular",0.95,0.05,1619.0524,1347.6533
"153","Vacular",0.96,0.04,1577.447,1351.4441
"154","Vacular",0.99,0.01,240.24725,1369.2913
"156","Vacular",0.88,0.12,864.3297,1417.0906
"157","Vacular",0.9,0.1,1021.24054,1418.5594
"158","Vacular",0.82,0.18,127.31011,1450.7595
"159","Vacular",0.92,0.08,458.489,1454.8956
