"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"78","NonVascular",0.19,0.81,1692.6594,391.84323
"80","NonVascular",0.02,0.98,1926.278,442.65506
"81","NonVascular",0.01,0.99,802.0162,428.46957
"83","NonVascular",0.14,0.86,1786.738,421.08844
"84","Vacular",0.86,0.14,180.27899,428.33856
"86","Vacular",0.99,0.01,1753.0385,434.2398
"87","NonVascular",0.04,0.96,903.0044,460.14587
"89","NonVascular",0.18,0.82,498.10898,439.09616
"91","NonVascular",0.03,0.97,1713.3438,459.93866
"93","NonVascular",0.06,0.94,137.26923,469.0181
"95","NonVascular",0,1,1728.7831,505.16144
"97","Vacular",0.97,0.03,845.4262,489.28525
"99","Vacular",0.91,0.09,879.8283,494.29965
"100","Vacular",1,0,1312.4109,501.14673
"102","NonVascular",0.19,0.81,1454.321,499.38272
"104","NonVascular",0.06,0.94,1445.6903,518.2652
"105","NonVascular",0,1,701.2427,522.82776
"106","NonVascular",0.05,0.95,742.38477,521.74023
"107","NonVascular",0.04,0.96,961.2642,528.99713
"108","Vacular",0.96,0.04,399.44714,521.15173
"110","Vacular",1,0,1472.9844,530.17706
"111","NonVascular",0.01,0.99,860.51917,532.69617
"112","NonVascular",0.14,0.86,1874.937,532.46454
"113","NonVascular",0.01,0.99,184.4389,548.66266
"116","Vacular",0.93,0.07,243.58838,565.79767
"117","Vacular",1,0,1710.818,569.6623
"118","Vacular",0.91,0.09,850.47955,571.55316
"119","Vacular",0.88,0.12,4.361991,574.85974
"120","Vacular",0.96,0.04,1244.4696,579.31775
"121","NonVascular",0.05,0.95,1298.8009,589.3576
"122","Vacular",0.97,0.03,166.53351,587.7165
"123","NonVascular",0.01,0.99,1767.1471,620.77924
"124","Vacular",0.84,0.16,1472.7383,604.41876
"125","Vacular",0.97,0.03,1101.1538,607.2457
"126","Vacular",0.98,0.02,25.185184,616.4074
"127","NonVascular",0,1,435.54947,622.2668
"128","NonVascular",0.09,0.91,1390,625.18866
"129","Vacular",0.9,0.1,374.1694,638.96545
"131","NonVascular",0.07,0.93,496.2994,639.994
"134","NonVascular",0.12,0.88,1623.7347,651.05865
"136","NonVascular",0,1,1005.03436,692.5335
"137","Vacular",0.95,0.05,675.3533,661.12537
"138","Vacular",1,0,1606.943,676.5326
"139","Vacular",0.99,0.01,526.159,681.6728
"140","NonVascular",0.01,0.99,1571.9958,728.9319
"141","Vacular",0.97,0.03,1319.9277,687.7806
"142","Vacular",0.9,0.1,1475.0444,706.73596
"144","NonVascular",0.12,0.88,1102.0638,713.90424
"145","Vacular",0.99,0.01,879.1232,719.7796
"146","Vacular",1,0,1724.3793,726.2779
"147","NonVascular",0.18,0.82,1486.362,722.15515
"148","Vacular",0.84,0.16,1851.254,731.91534
"149","NonVascular",0.19,0.81,617.9382,727.2062
"150","Vacular",0.84,0.16,735.78107,747.4052
"151","Vacular",0.91,0.09,1403.6609,754.15894
"152","Vacular",0.94,0.06,200.15195,770.2485
"154","NonVascular",0.08,0.92,1832.9241,777.64514
"155","Vacular",1,0,381.63235,786.46216
"157","NonVascular",0,1,1557.7615,818.99457
"158","NonVascular",0.01,0.99,1787.2427,789.068
"160","Vacular",0.96,0.04,1130.6686,797.0353
"161","NonVascular",0.02,0.98,1045.9939,802.2731
"162","Vacular",0.94,0.06,1331.8164,803.8
"163","NonVascular",0.02,0.98,1636.8259,817.0399
"166","Vacular",0.97,0.03,1609.0787,812.8287
"167","Vacular",0.98,0.02,679.9478,812.24347
"172","NonVascular",0.01,0.99,1368.9999,890.2008
"173","NonVascular",0.02,0.98,1113.2002,855.24164
"174","Vacular",0.85,0.15,799.4023,833.55804
"175","Vacular",0.89,0.11,1839.6035,836.3939
"176","NonVascular",0.03,0.97,1036.1396,855.9098
"177","NonVascular",0.18,0.82,619.12726,839.43634
"178","NonVascular",0,1,1195.9165,910.81445
"179","NonVascular",0.05,0.95,1733.7178,881.75397
"180","NonVascular",0.04,0.96,1930.2251,894.76605
"181","Vacular",0.95,0.05,1322.7225,892.91327
"182","NonVascular",0.18,0.82,454.32977,888.3617
"183","Vacular",0.92,0.08,126.82734,892.80096
"184","Vacular",1,0,1081.755,902.8712
"186","NonVascular",0.04,0.96,443.6744,916.7738
"188","Vacular",0.95,0.05,890.85583,913.44745
"189","NonVascular",0,1,1298.2352,939.9138
"190","Vacular",0.93,0.07,175.73924,931.9038
"192","Vacular",0.99,0.01,1440.7858,949.6071
"193","NonVascular",0.12,0.88,1531.6046,951.8405
"194","NonVascular",0.12,0.88,1931.5775,953.0493
"195","Vacular",0.91,0.09,1222.5929,967.95715
"196","NonVascular",0,1,779.4,980.4821
"197","Vacular",0.88,0.12,300.836,984.0303
"198","NonVascular",0.02,0.98,1737.2069,1004.8733
"199","Vacular",1,0,500.76343,991.92926
"200","NonVascular",0.02,0.98,743.48706,997.85266
"201","Vacular",1,0,1004.10486,993.3293
"202","NonVascular",0,1,1503.5134,1056.4248
"204","NonVascular",0.15,0.85,1415.2913,993.1262
"207","NonVascular",0.04,0.96,1339.9626,1011.80914
"208","NonVascular",0.06,0.94,966.5576,1019.31335
"209","Vacular",0.96,0.04,782.16547,1023.88416
"211","Vacular",0.83,0.17,407.42856,1026.3838
"212","NonVascular",0.15,0.85,935.3947,1030.0986
"215","Vacular",0.93,0.07,57.66582,1042.9316
"216","Vacular",0.85,0.15,223.7358,1052.1761
"217","NonVascular",0.17,0.83,765.8571,1051.1118
"218","NonVascular",0,1,1922.8782,1081.5173
"219","NonVascular",0.01,0.99,1093.8025,1063.9259
"221","NonVascular",0.04,0.96,383.5302,1071.7987
"222","NonVascular",0.12,0.88,343.98456,1079.8302
"223","Vacular",0.96,0.04,154.41682,1088.9237
"224","NonVascular",0.05,0.95,482.90466,1091.3453
"227","Vacular",0.99,0.01,632,1116.9219
"228","NonVascular",0,1,1488.4865,1146.1782
"229","NonVascular",0.14,0.86,51.341145,1124.125
"230","Vacular",0.88,0.12,488.6777,1125.8615
"231","NonVascular",0.19,0.81,515.375,1132.075
"232","Vacular",0.94,0.06,1591.3741,1139.6115
"234","NonVascular",0.12,0.88,1390.845,1143.3904
"235","NonVascular",0.07,0.93,463.08878,1169.4434
"236","Vacular",0.99,0.01,265.37802,1148.5898
"237","NonVascular",0.03,0.97,1812.5958,1161.979
"238","Vacular",1,0,1080.3247,1156.2217
"239","NonVascular",0.17,0.83,324.66272,1164.5355
"244","Vacular",0.9,0.1,395.18268,1184.1663
"245","NonVascular",0.16,0.84,1926.7264,1184.8632
"246","NonVascular",0.18,0.82,586.9655,1185.6034
"247","NonVascular",0.17,0.83,1751.2222,1184.1975
"249","NonVascular",0.13,0.87,1650.0583,1196.3175
"250","NonVascular",0.1,0.9,1750.4796,1263.8268
"252","Vacular",0.87,0.13,20.610552,1218.8542
"253","Vacular",0.9,0.1,1381.2964,1225.9227
"256","Vacular",1,0,1684.225,1242.9333
"258","NonVascular",0.02,0.98,1819.2888,1264.5123
"260","NonVascular",0.05,0.95,1921.6278,1316.8354
"261","NonVascular",0.01,0.99,140.6247,1276.7134
"263","Vacular",1,0,970.4638,1288.8016
"264","NonVascular",0,1,1869.4509,1306.3728
"265","Vacular",0.96,0.04,517.3726,1312.2466
"266","NonVascular",0.04,0.96,1687.228,1322.1926
"267","Vacular",1,0,247.53214,1317.6246
"269","NonVascular",0.11,0.89,1273.8119,1316.0496
"270","Vacular",1,0,1070.2527,1329.629
"271","NonVascular",0.01,0.99,150.2903,1358.7366
"272","Vacular",0.99,0.01,1373.5958,1335.4719
"275","Vacular",0.83,0.17,88.94333,1356.5776
"276","Vacular",1,0,1265.7278,1355.9882
"277","NonVascular",0.15,0.85,1870.243,1384.0939
"280","Vacular",0.98,0.02,333.8758,1376.9874
"282","NonVascular",0.19,0.81,1249.2424,1406.974
"283","NonVascular",0.02,0.98,727.1989,1413.7625
"284","Vacular",0.99,0.01,486.03857,1416.4242
"285","Vacular",0.94,0.06,1656.4071,1420.5358
"286","NonVascular",0.02,0.98,1772.4122,1417
"287","Vacular",0.97,0.03,946.141,1421.329
"290","NonVascular",0.06,0.94,655.7934,1434.6859
"291","Vacular",0.88,0.12,1780.0668,1443.773
"292","NonVascular",0.02,0.98,1834.034,1448.5088
"294","NonVascular",0.07,0.93,68,1451.5635
"295","Vacular",0.96,0.04,346.69092,1452.9963
"297","NonVascular",0.08,0.92,733.52515,1455
"298","NonVascular",0.13,0.87,1614.7518,1455.4888
