"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"75","Vacular",0.83,0.17,1488.2794,679.4088
"76","Vacular",0.97,0.03,623.72485,688.6148
"77","NonVascular",0.18,0.82,324.64645,703.28284
"80","Vacular",0.98,0.02,1696.8234,724.73096
"81","Vacular",1,0,355.4392,733.02234
"82","NonVascular",0.05,0.95,991.7102,764.97595
"84","NonVascular",0.13,0.87,1477.9647,755.61176
"85","Vacular",0.97,0.03,1804.3601,791.4286
"86","Vacular",1,0,33.291237,814.04126
"87","Vacular",1,0,1361.1809,814.96906
"88","NonVascular",0.17,0.83,1603.8695,816.81366
"89","Vacular",1,0,758.6793,834.8889
"90","Vacular",0.98,0.02,1464.0569,836.60706
"91","Vacular",0.86,0.14,966.5099,847.6234
"92","Vacular",0.9,0.1,998.42236,854.66327
"93","Vacular",0.96,0.04,384.92572,847.0053
"94","Vacular",0.86,0.14,658.0034,848.2131
"95","Vacular",0.99,0.01,132.35088,856.3392
"96","Vacular",0.81,0.19,1846.0964,860.8907
"97","Vacular",0.83,0.17,809.6427,872.06995
"100","Vacular",0.93,0.07,516.6628,898.98535
"101","Vacular",0.93,0.07,1683.3528,924.793
"102","Vacular",0.89,0.11,880.0335,927.662
"104","Vacular",0.98,0.02,87.51187,953.14246
"105","NonVascular",0.15,0.85,883.5565,953.8261
"110","Vacular",1,0,119.131065,1011.6723
"111","Vacular",1,0,1654.8221,1014.5903
"114","Vacular",0.96,0.04,756.3743,1035.0936
"115","Vacular",0.99,0.01,833.6415,1042.8319
"116","Vacular",1,0,351.74744,1068.7245
"118","NonVascular",0.17,0.83,769.73584,1104.3208
"119","NonVascular",0.07,0.93,91.00832,1129.6838
"120","Vacular",0.99,0.01,1416.8726,1113.0883
"122","Vacular",0.98,0.02,564.3118,1117.0728
"123","Vacular",0.96,0.04,676.1964,1116.1085
"125","Vacular",1,0,1368.9464,1134.0485
"128","Vacular",0.99,0.01,1707.027,1149.7838
"129","Vacular",1,0,1128.6737,1157.1158
"130","NonVascular",0.15,0.85,1637.5424,1168.1864
"134","Vacular",0.87,0.13,25.577982,1182.2844
"136","NonVascular",0.14,0.86,3.7433155,1199.77
"137","Vacular",0.95,0.05,773.8395,1200.4753
"140","NonVascular",0.02,0.98,194.36111,1214.9762
"141","Vacular",0.99,0.01,969.7351,1225.1919
"143","Vacular",0.98,0.02,1181.8843,1235.8047
"144","Vacular",0.94,0.06,673.2306,1239.9598
"145","Vacular",1,0,446.02573,1279.06
"147","Vacular",0.96,0.04,392.80936,1291.7157
"148","Vacular",0.96,0.04,1311.5145,1296.1395
"149","Vacular",1,0,496.1219,1299.7894
"153","Vacular",0.97,0.03,19.833334,1333.1436
"155","NonVascular",0.06,0.94,421.30426,1366.1122
"156","Vacular",0.91,0.09,302.31,1346.5925
"158","Vacular",0.96,0.04,1032.3989,1352.8005
"160","Vacular",0.86,0.14,1549.3224,1365.5598
"162","Vacular",0.97,0.03,190.17772,1397.2361
"166","Vacular",0.99,0.01,278.40576,1443.7029
"168","Vacular",0.87,0.13,1759.9225,1452.0664
