"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"93","Vacular",0.99,0.01,744.68207,426.3034
"94","Vacular",0.91,0.09,806.9464,425.97202
"96","Vacular",0.98,0.02,1215.553,438.7261
"97","NonVascular",0.19,0.81,1142.4648,501.7441
"99","Vacular",0.98,0.02,861.70325,452.81546
"100","NonVascular",0.03,0.97,718.80707,472.41196
"101","NonVascular",0.18,0.82,1119.9181,454.0123
"102","NonVascular",0.12,0.88,1231.6423,456.26016
"103","NonVascular",0,1,666.37915,494.6475
"104","Vacular",0.89,0.11,528.78125,470.52405
"105","NonVascular",0.05,0.95,976.1697,485.32138
"107","NonVascular",0.12,0.88,945.13794,481.42758
"108","NonVascular",0.05,0.95,1240.1766,489.67844
"110","NonVascular",0.15,0.85,1333.0204,495.86734
"113","NonVascular",0.01,0.99,1412.4054,530.7377
"114","NonVascular",0.02,0.98,1324.5361,524.8381
"115","NonVascular",0.16,0.84,1072.7174,624.89905
"118","NonVascular",0.06,0.94,612.38293,541.8333
"119","NonVascular",0.01,0.99,1235.6011,542.6203
"121","Vacular",0.95,0.05,562.9284,547.5404
"123","NonVascular",0,1,844.8895,588.60974
"124","Vacular",0.93,0.07,1268.8708,562.7848
"125","NonVascular",0.02,0.98,751.569,578.11475
"126","Vacular",0.94,0.06,1630.0797,567.41486
"129","NonVascular",0.01,0.99,654.4031,577.15094
"130","NonVascular",0.1,0.9,1313.6576,567.1507
"133","NonVascular",0.19,0.81,1294.2363,576.35455
"134","NonVascular",0.06,0.94,1476.9407,595.369
"135","NonVascular",0.06,0.94,1347.5846,595.2233
"137","Vacular",0.87,0.13,1447.716,593.4
"138","NonVascular",0.01,0.99,1110.5934,602.46484
"139","NonVascular",0.04,0.96,1174.8188,597.36224
"140","Vacular",1,0,1617.1671,599.13055
"141","Vacular",0.9,0.1,1562.7631,608.4798
"142","NonVascular",0,1,1415.1965,659.2476
"144","Vacular",0.92,0.08,1577.2703,626.07025
"145","Vacular",0.91,0.09,582.7659,626.14185
"147","NonVascular",0.13,0.87,928.2871,777.69635
"148","Vacular",0.9,0.1,1151.4657,637.8015
"149","NonVascular",0.03,0.97,464.79892,657.82355
"151","NonVascular",0.01,0.99,1263.6383,721.1519
"154","NonVascular",0.07,0.93,1456.2657,732.46844
"156","Vacular",0.9,0.1,1838.9059,676.0297
"157","NonVascular",0.03,0.97,1280.6704,679.9141
"159","Vacular",0.92,0.08,445.10605,710.1288
"161","Vacular",0.98,0.02,809.2098,721.76666
"165","Vacular",0.98,0.02,1228.9498,735.6939
"166","NonVascular",0.15,0.85,1070.2771,737.03503
"167","Vacular",0.98,0.02,720.4489,738.5449
"169","Vacular",0.84,0.16,631.20166,751.89746
"170","NonVascular",0,1,755.5785,765.7633
"171","NonVascular",0.19,0.81,1363.336,751.40985
"172","Vacular",0.98,0.02,807.67224,761.68066
"173","NonVascular",0.1,0.9,663.2959,772.60205
"175","Vacular",0.92,0.08,827.4139,783.45557
"176","NonVascular",0.16,0.84,1042.6044,863.3648
"177","NonVascular",0.04,0.96,1416.9371,896.14075
"178","NonVascular",0.19,0.81,865.85046,798.65424
"181","NonVascular",0.06,0.94,737.3529,860.37604
"183","Vacular",0.92,0.08,1294.2151,819.82367
"185","NonVascular",0.15,0.85,508.71005,848.6104
"189","NonVascular",0.14,0.86,1293.8417,844.33093
"190","NonVascular",0.03,0.97,818.38995,857.0347
"191","NonVascular",0,1,1241.4639,866.3634
"192","NonVascular",0.04,0.96,668.43567,879.2277
"193","NonVascular",0.1,0.9,579.4545,872.5909
"194","Vacular",0.88,0.12,532.153,884.1475
"196","NonVascular",0.04,0.96,1882.4325,894.29755
"197","NonVascular",0.17,0.83,436.44446,912.2222
"199","Vacular",0.93,0.07,1257.2811,920.7673
"200","NonVascular",0.08,0.92,529.9802,927.09357
"204","Vacular",0.98,0.02,712.4072,947.24207
"205","NonVascular",0.07,0.93,1812.85,942.0364
"207","Vacular",0.98,0.02,532.716,970.3854
"208","NonVascular",0.14,0.86,493.38107,971.78644
"209","NonVascular",0.04,0.96,1223.5905,1001.33215
"210","NonVascular",0.09,0.91,663.9538,982.7059
"211","NonVascular",0.06,0.94,465.72458,990.27966
"212","NonVascular",0.06,0.94,1128.6554,988.1685
"213","NonVascular",0.17,0.83,368.3245,999.20355
"214","NonVascular",0.18,0.82,1763.6935,993.7664
"216","NonVascular",0.19,0.81,1048.7369,1017.60223
"217","Vacular",0.95,0.05,539.7354,1011.1751
"219","NonVascular",0.04,0.96,693.1057,1020.19025
"220","Vacular",1,0,1133.3657,1013.26086
"221","NonVascular",0.02,0.98,1428.0643,1041.6543
"223","NonVascular",0.18,0.82,1491.262,1013.9603
"224","NonVascular",0.18,0.82,391,1015.082
"226","Vacular",0.93,0.07,562.9153,1023.5042
"227","NonVascular",0.11,0.89,784.81885,1025.875
"228","NonVascular",0.05,0.95,1151.5671,1032.7687
"229","Vacular",0.83,0.17,603.5498,1046.201
"231","NonVascular",0.09,0.91,729.2265,1050.0217
"232","NonVascular",0.03,0.97,1090.1903,1094.8666
"234","Vacular",0.89,0.11,975.8607,1062.6517
"236","Vacular",0.93,0.07,640.59875,1063.42
"240","Vacular",0.98,0.02,1001.5474,1069.0581
"243","NonVascular",0,1,506.95383,1100.7296
"244","NonVascular",0.09,0.91,993.3018,1117.0721
"247","NonVascular",0.02,0.98,1260.0477,1121.7434
"248","NonVascular",0.17,0.83,1442.2927,1108.7561
"251","NonVascular",0.08,0.92,432.93045,1147.6428
"252","NonVascular",0,1,480.6346,1141.3145
"253","NonVascular",0.1,0.9,1208.2316,1156.7872
"255","Vacular",0.95,0.05,1522.3535,1148.4109
"256","NonVascular",0.05,0.95,801.76764,1185.2
"257","NonVascular",0.09,0.91,747.58044,1148.7203
"258","Vacular",1,0,1114.8015,1164.9093
"259","NonVascular",0.16,0.84,666.41174,1158.8971
"260","NonVascular",0.03,0.97,1562.1703,1189.8837
"261","Vacular",0.9,0.1,748.8345,1170.2268
"262","NonVascular",0.07,0.93,705.8208,1177.7142
"263","NonVascular",0.11,0.89,1123.0165,1216.3824
"264","NonVascular",0.03,0.97,916.3456,1186.4341
"266","NonVascular",0,1,1433.8529,1191.2275
"268","NonVascular",0.02,0.98,452.78946,1220.1727
"269","NonVascular",0.19,0.81,803.4851,1272.5197
"271","Vacular",0.87,0.13,558.26306,1209.6486
"272","NonVascular",0.06,0.94,533.21356,1210.8407
"273","NonVascular",0.17,0.83,622.23944,1212.8169
"275","Vacular",1,0,1390.0618,1228.8602
"277","Vacular",0.99,0.01,908.0241,1247.8795
"280","NonVascular",0.11,0.89,1411.8538,1266.2161
"283","NonVascular",0.05,0.95,672.4251,1274.2902
"284","NonVascular",0.05,0.95,1579.0441,1275.0251
"285","NonVascular",0.18,0.82,233.74458,1277.3278
"286","NonVascular",0.18,0.82,1036.452,1340.6489
"287","NonVascular",0.04,0.96,610.45575,1289.9254
"288","NonVascular",0.03,0.97,1248.3132,1282.2771
"292","Vacular",0.98,0.02,1209.37,1299.2631
"293","NonVascular",0.19,0.81,953.05884,1297.3456
"294","NonVascular",0.08,0.92,1754.0671,1311.4039
"295","Vacular",0.85,0.15,1517.0607,1306.1503
"296","NonVascular",0.03,0.97,1445.1182,1330.7427
"297","Vacular",1,0,855.6328,1325.3541
"298","NonVascular",0.04,0.96,1557.1625,1329.1371
"300","NonVascular",0.03,0.97,1191.8505,1342.6439
"301","NonVascular",0.01,0.99,1233.3718,1341.979
"303","Vacular",0.95,0.05,720.7385,1339.5688
"304","NonVascular",0.02,0.98,475.22714,1344.8357
"305","NonVascular",0.04,0.96,674.32855,1396.4097
"306","NonVascular",0.16,0.84,349.69904,1338.5533
"307","Vacular",0.95,0.05,682.04877,1345.878
"310","Vacular",0.83,0.17,1742.4246,1368.8452
"311","NonVascular",0.03,0.97,1128.491,1379.5969
"312","NonVascular",0.18,0.82,1042.0333,1371.1666
"313","Vacular",0.96,0.04,825.86426,1378.7441
"314","NonVascular",0.02,0.98,975.81696,1427.8296
"316","NonVascular",0.01,0.99,1368.1405,1414.6757
"317","NonVascular",0.02,0.98,1183.203,1431.1792
"318","NonVascular",0.05,0.95,804.87933,1421.3761
"320","NonVascular",0.03,0.97,1456.6483,1402.6483
"321","NonVascular",0.02,0.98,852.18164,1436.9679
"323","NonVascular",0.03,0.97,632.08026,1443.1802
"326","NonVascular",0.05,0.95,907.9374,1448.196
"327","NonVascular",0.04,0.96,1448.1139,1450.5431
"328","NonVascular",0.18,0.82,815.8333,1455.0347
