"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"157","NonVascular",0.01,0.99,21.784554,812.2249
"160","Vacular",0.99,0.01,126.525566,820.2784
"161","Vacular",0.89,0.11,624.691,824.1042
"162","NonVascular",0,1,40.850784,850.5301
"165","Vacular",1,0,1491.5621,851.6592
"170","Vacular",1,0,380.81177,870.5382
"173","NonVascular",0.18,0.82,81.44898,876.5102
"174","Vacular",0.86,0.14,1279.3301,880.7657
"175","NonVascular",0.03,0.97,52.57404,899.05286
"176","NonVascular",0.17,0.83,111.501724,921.3172
"177","Vacular",0.96,0.04,990.79767,916.8035
"179","Vacular",0.97,0.03,441.4153,941.3989
"181","NonVascular",0.15,0.85,1574.3628,965.0095
"182","NonVascular",0.16,0.84,1453.3844,953.6214
"184","Vacular",0.91,0.09,166.01009,986.38763
"187","Vacular",1,0,89.63859,989.38043
"190","NonVascular",0.07,0.93,306.70792,1062.1405
"192","NonVascular",0.1,0.9,1929.4706,1016.94116
"193","NonVascular",0.19,0.81,205.83861,1034.5365
"195","NonVascular",0.18,0.82,284.25555,1018.4611
"196","Vacular",0.91,0.09,1397.0146,1024.6647
"200","Vacular",0.98,0.02,256.469,1046.8842
"201","NonVascular",0,1,893.7929,1062.92
"202","NonVascular",0.01,0.99,135.0725,1073.5012
"203","NonVascular",0.02,0.98,1457.2885,1077.2938
"204","NonVascular",0.14,0.86,1415.4525,1073.1752
"208","NonVascular",0.05,0.95,166.11035,1122.9724
"209","Vacular",0.98,0.02,990.98126,1125.3796
"210","NonVascular",0,1,554.3379,1137.8367
"211","NonVascular",0.01,0.99,207.26671,1154.2048
"212","Vacular",0.97,0.03,153.23756,1148.0111
"213","Vacular",0.99,0.01,1460.9335,1167.2244
"214","NonVascular",0.16,0.84,556.65674,1182.7313
"216","NonVascular",0.06,0.94,1852.9196,1203.1858
"217","Vacular",0.96,0.04,488.82635,1198.3174
"218","NonVascular",0.03,0.97,569.4071,1204.8628
"219","Vacular",0.91,0.09,307.45953,1210.5404
"220","NonVascular",0.03,0.97,1899.8718,1227.698
"223","Vacular",0.99,0.01,1163.9154,1238.4077
"225","NonVascular",0.19,0.81,105.95184,1245.8301
"228","NonVascular",0.01,0.99,1920.6425,1290.8391
"229","Vacular",1,0,673.955,1283.9683
"232","NonVascular",0.18,0.82,1241.0807,1285.8226
"233","NonVascular",0.04,0.96,1811.1797,1325.3778
"234","Vacular",0.95,0.05,269.13635,1312.4049
"235","Vacular",0.95,0.05,1399.0356,1334.3315
"237","NonVascular",0.09,0.91,1306.5211,1334.1971
"239","Vacular",0.89,0.11,1774.4313,1344.1267
"242","NonVascular",0.19,0.81,1249.598,1387.186
"243","Vacular",0.94,0.06,385.29947,1396.5615
"245","NonVascular",0.17,0.83,25.254902,1403.9608
"246","NonVascular",0.18,0.82,763.67413,1436.0449
