"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"95","Vacular",0.83,0.17,532.29553,415.42612
"96","NonVascular",0.11,0.89,797.16315,433.4681
"97","NonVascular",0.1,0.9,556.4429,439.9444
"98","NonVascular",0.19,0.81,631.14484,520.27124
"100","NonVascular",0.07,0.93,586.75323,440.35715
"101","NonVascular",0.03,0.97,60.4628,463.77975
"104","NonVascular",0.16,0.84,745.20416,469.45834
"105","NonVascular",0.01,0.99,830.7166,494.53897
"109","NonVascular",0,1,564.78656,499.66962
"110","Vacular",0.97,0.03,527.2741,493.5075
"111","NonVascular",0.16,0.84,255.65167,526.38074
"112","NonVascular",0.12,0.88,707.05554,499.74146
"114","NonVascular",0.06,0.94,924.90564,509.37924
"116","Vacular",0.93,0.07,744.16833,530.71606
"118","NonVascular",0.1,0.9,430.39795,527.0714
"120","NonVascular",0.01,0.99,479.9638,541.85675
"125","Vacular",0.92,0.08,1171.1511,557.6578
"126","NonVascular",0.01,0.99,1425.4515,564.0035
"129","NonVascular",0.02,0.98,1188.9664,591.4852
"130","NonVascular",0.14,0.86,555.20795,587.20294
"131","NonVascular",0.19,0.81,424.44617,588.7154
"132","NonVascular",0.01,0.99,1376.012,595.36035
"133","NonVascular",0.07,0.93,140.0931,640.8063
"135","NonVascular",0.01,0.99,841.2374,612.4029
"136","NonVascular",0.1,0.9,566.8377,613.97394
"137","NonVascular",0.15,0.85,1357.6666,614.2222
"138","NonVascular",0.09,0.91,437.98114,649.0152
"141","NonVascular",0.17,0.83,862.6591,647.0713
"147","NonVascular",0.01,0.99,1818.4564,677.6376
"148","NonVascular",0.19,0.81,753.0125,767.30615
"154","NonVascular",0.19,0.81,147.57568,729.77985
"155","NonVascular",0.04,0.96,701.5936,730.84644
"156","NonVascular",0.05,0.95,1272.7125,724.1086
"157","NonVascular",0.01,0.99,937.472,730.81494
"163","NonVascular",0.19,0.81,951.68335,779
"168","NonVascular",0.09,0.91,1192.1111,805.01514
"170","NonVascular",0.06,0.94,880.16724,820.6254
"176","NonVascular",0.05,0.95,1674.1887,860.61633
"177","NonVascular",0.19,0.81,753.7776,889.2449
"180","NonVascular",0.1,0.9,1618.409,876.4205
"184","Vacular",0.95,0.05,558.50336,898.07666
"185","NonVascular",0.12,0.88,872.4546,1003.184
"187","NonVascular",0.11,0.89,786.3915,916.0213
"192","NonVascular",0.07,0.93,1716.779,928.97675
"198","NonVascular",0.09,0.91,1345.1425,970.9397
"201","NonVascular",0.01,0.99,1269.4165,1006.214
"205","NonVascular",0.11,0.89,460.47348,1027.6123
"207","NonVascular",0.01,0.99,1562.6869,1061.569
"209","NonVascular",0.01,0.99,774.8442,1077.5535
"212","NonVascular",0,1,724.00256,1106.0457
"213","NonVascular",0.08,0.92,883.71027,1094.2441
"214","NonVascular",0.02,0.98,1114.6259,1101.4183
"220","Vacular",0.9,0.1,381.05008,1129.9845
"222","NonVascular",0.14,0.86,1798.2466,1128.2603
"224","NonVascular",0.06,0.94,787.6462,1180.3718
"225","NonVascular",0.03,0.97,879.32684,1157.1659
"227","NonVascular",0.17,0.83,676.2924,1174.5555
"228","NonVascular",0.02,0.98,638.4516,1185.7957
"229","NonVascular",0.16,0.84,671.3788,1197.7291
"230","NonVascular",0.01,0.99,1131.3163,1212.5303
"231","NonVascular",0.15,0.85,740.3284,1233.8217
"232","NonVascular",0.01,0.99,1247.4835,1226.6683
"233","NonVascular",0.05,0.95,1782.9346,1228.2336
"234","NonVascular",0.02,0.98,1493.1299,1241.065
"235","NonVascular",0,1,1695.2031,1250.4219
"237","NonVascular",0.03,0.97,921.368,1276.4504
"239","NonVascular",0.12,0.88,1883.909,1262.7614
"240","NonVascular",0.07,0.93,477.94424,1298.4813
"241","NonVascular",0.02,0.98,1928.2393,1298.8289
"242","NonVascular",0.06,0.94,1723.8608,1281.0782
"244","NonVascular",0.19,0.81,947.9211,1297.5
"246","NonVascular",0.16,0.84,1269.907,1308.8605
"247","NonVascular",0.16,0.84,229.72394,1318.8676
"248","NonVascular",0.03,0.97,1703.844,1320.0413
"250","NonVascular",0.02,0.98,386.20328,1333.846
"251","NonVascular",0.05,0.95,1920.7401,1363.3622
"253","NonVascular",0.02,0.98,456.87714,1361.1466
"255","NonVascular",0.07,0.93,1029.0797,1351.2085
"256","NonVascular",0.11,0.89,86.01958,1365.5043
"258","NonVascular",0.17,0.83,1396.775,1345.825
"259","NonVascular",0.07,0.93,19.794964,1369.2266
"260","NonVascular",0.19,0.81,1424.6605,1379.6326
"261","NonVascular",0.11,0.89,109.03278,1380.6666
"264","NonVascular",0.11,0.89,491.062,1417.124
"265","NonVascular",0.07,0.93,17.067776,1438.5077
"266","NonVascular",0.02,0.98,103.18852,1441.2932
"270","NonVascular",0.19,0.81,1007.655,1454.705
"271","NonVascular",0.06,0.94,233.5914,1454.914
