"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"59","NonVascular",0.17,0.83,1183.1666,483.80768
"60","NonVascular",0,1,1240.526,516.65234
"62","Vacular",0.98,0.02,783.6467,523.23553
"63","NonVascular",0.03,0.97,1594.9657,527.38354
"65","Vacular",1,0,1064.2179,554.5066
"66","NonVascular",0.09,0.91,97.59155,556.6479
"67","NonVascular",0.04,0.96,555.3201,569.87787
"68","Vacular",1,0,832.45917,587.41125
"69","NonVascular",0.15,0.85,132.11377,591.1497
"70","Vacular",0.94,0.06,488.71307,609.03796
"71","NonVascular",0.14,0.86,1437.3307,621.6371
"72","NonVascular",0.03,0.97,1927.2255,652.3184
"73","Vacular",0.89,0.11,513.7009,629.2991
"74","Vacular",0.98,0.02,428.0718,635.1463
"75","Vacular",0.99,0.01,535.6637,636.99774
"76","NonVascular",0.02,0.98,324.56213,651.7574
"78","NonVascular",0.06,0.94,1620.9241,681.225
"79","NonVascular",0.1,0.9,8.627976,663.6101
"80","NonVascular",0.18,0.82,706.1404,660.3684
"81","NonVascular",0,1,1042.6111,713.77325
"83","NonVascular",0.01,0.99,1369.4706,706.9596
"84","Vacular",0.94,0.06,502.5,691.6771
"85","Vacular",1,0,526.97766,696.1369
"86","NonVascular",0.01,0.99,902.04443,728.6045
"88","NonVascular",0.15,0.85,1632.2362,740.4724
"89","NonVascular",0.02,0.98,1659.1482,747.8745
"92","NonVascular",0,1,1774.3009,777.73285
"95","Vacular",1,0,1366.2672,775.8757
"96","Vacular",1,0,1237.9551,802.16077
"97","Vacular",0.9,0.1,597.56006,814.6007
"99","Vacular",0.92,0.08,1655.691,823.1296
"100","Vacular",0.93,0.07,1064.3702,830.9873
"103","Vacular",0.88,0.12,1498.3589,847.42664
"104","Vacular",0.99,0.01,1298.1633,878.1614
"105","NonVascular",0.05,0.95,1498.9055,877.063
"106","NonVascular",0.02,0.98,1757.6279,910.5937
"108","NonVascular",0,1,1455.0013,914.83594
"109","NonVascular",0.04,0.96,1550.7771,894.2522
"110","Vacular",0.93,0.07,376.6899,898.1085
"111","NonVascular",0.19,0.81,592.1356,892.37286
"114","NonVascular",0.17,0.83,740.93616,913.1277
"115","Vacular",0.82,0.18,1908.3384,922.298
"120","NonVascular",0.04,0.96,1915,956.7649
"124","Vacular",1,0,689.6291,969.7118
"126","NonVascular",0,1,1830.827,1040.6993
"127","NonVascular",0.11,0.89,1868.7505,1013.0614
"128","NonVascular",0.17,0.83,1841.42,1002.88
"130","Vacular",1,0,478.98325,1016.19855
"133","Vacular",0.88,0.12,1192.5614,1021.3584
"134","Vacular",0.99,0.01,284.8562,1031.5338
"135","NonVascular",0.18,0.82,1416.3684,1026.8737
"136","Vacular",0.93,0.07,1171.4591,1039.3962
"138","NonVascular",0.15,0.85,105.05051,1042.2677
"139","Vacular",0.99,0.01,1704.8383,1043.5735
"142","Vacular",0.95,0.05,1242.6422,1057.1278
"144","Vacular",0.81,0.19,1804.2278,1071.3837
"145","NonVascular",0.19,0.81,1209.6703,1080.4396
"146","Vacular",0.95,0.05,4.707207,1116.2072
"150","NonVascular",0,1,1763.9481,1168.644
"152","Vacular",0.95,0.05,1274.7522,1201.1886
"153","Vacular",1,0,1600.3438,1198.088
"154","Vacular",0.99,0.01,565.4939,1201.5985
"155","NonVascular",0.07,0.93,1762.5839,1251.8248
"156","NonVascular",0.15,0.85,393.0122,1219.567
"158","NonVascular",0.15,0.85,389.03165,1269.9608
"160","Vacular",0.81,0.19,1916.0681,1255.0382
"161","Vacular",0.91,0.09,306.4131,1276.6908
"162","NonVascular",0.13,0.87,782.54047,1300.9158
"163","NonVascular",0.09,0.91,1739.8785,1325.316
"165","NonVascular",0.17,0.83,1796.7043,1319.0957
"167","NonVascular",0.02,0.98,1551.3796,1406.436
"168","Vacular",0.94,0.06,91.742546,1400.1924
"169","NonVascular",0.02,0.98,1795.6887,1433.8037
"170","NonVascular",0.09,0.91,1163.2,1432.6864
"171","NonVascular",0.15,0.85,1845.9509,1428.0491
"172","Vacular",0.85,0.15,1553.5922,1440.9106
"173","NonVascular",0.02,0.98,1106.8816,1447.5184
"176","NonVascular",0.04,0.96,1713.3525,1453.7893
