"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"97","Vacular",0.87,0.13,953.85443,657.3339
"98","NonVascular",0.07,0.93,1222.615,652.74
"99","NonVascular",0.08,0.92,1850.346,668.0592
"101","NonVascular",0,1,1561.8204,697.86707
"103","Vacular",0.88,0.12,1270.2388,673.5226
"104","NonVascular",0.04,0.96,38.995537,680.33484
"106","NonVascular",0,1,1224.8318,698.48663
"108","Vacular",0.92,0.08,126.14907,706.28156
"110","NonVascular",0.16,0.84,1279.2739,712.8917
"111","Vacular",0.95,0.05,287.6875,720.3182
"112","Vacular",1,0,1095.6466,723.3709
"115","Vacular",0.94,0.06,130.03926,743.4573
"116","NonVascular",0.02,0.98,1794.1829,745.39716
"117","NonVascular",0.02,0.98,1843.0739,742.66766
"121","NonVascular",0.19,0.81,1054.494,769.24097
"122","NonVascular",0,1,1265.5382,794.97754
"129","NonVascular",0,1,1863.0563,839.84
"130","Vacular",0.83,0.17,285.69232,864.7692
"133","NonVascular",0,1,1807.324,939.23065
"137","Vacular",0.84,0.16,162.4855,950.91785
"138","Vacular",0.96,0.04,996.101,957.03705
"142","NonVascular",0.03,0.97,113.18089,991.4898
"143","Vacular",0.87,0.13,788.5753,995.56506
"144","Vacular",0.81,0.19,498.4725,1007.1521
"148","Vacular",0.99,0.01,1161.681,1024.8324
"149","Vacular",0.96,0.04,1341.7537,1027.5604
"150","Vacular",0.9,0.1,110.90747,1042.75
"151","NonVascular",0.19,0.81,1236.4219,1053.0391
"157","Vacular",0.96,0.04,1574.3834,1098.067
"162","Vacular",0.99,0.01,802.74786,1150.9575
"163","NonVascular",0.01,0.99,1173.3185,1158.6276
"165","Vacular",0.94,0.06,445.63297,1163.6154
"168","Vacular",0.98,0.02,933.03516,1163.7244
"169","Vacular",0.88,0.12,1504.1108,1177.8622
"170","NonVascular",0.19,0.81,1208.6963,1193.4875
"171","Vacular",0.96,0.04,601.41504,1191.2395
"173","NonVascular",0.02,0.98,1174.5928,1199.5928
"176","NonVascular",0.02,0.98,1911.0967,1221.6533
"177","Vacular",0.81,0.19,1770.4111,1215.9408
"178","Vacular",0.9,0.1,1500.6699,1221.5468
"181","NonVascular",0.07,0.93,1688.3782,1251.9225
"182","Vacular",0.94,0.06,1473.4149,1253.2926
"185","NonVascular",0,1,1793.909,1281.4532
"187","Vacular",1,0,1128.1255,1298.7887
"188","Vacular",0.97,0.03,4.908425,1303.1941
"189","NonVascular",0.04,0.96,1668.799,1314.1323
"190","NonVascular",0.02,0.98,1802.0157,1377.3595
"191","Vacular",0.82,0.18,1790.4226,1318.4982
"192","Vacular",1,0,823.6851,1327.4761
"194","Vacular",0.98,0.02,930.2259,1331.6749
"195","Vacular",0.99,0.01,1264.9406,1334.1576
"200","NonVascular",0.06,0.94,1389.0111,1402.0111
"202","Vacular",0.97,0.03,426.25824,1414.2025
"203","Vacular",0.99,0.01,626.69037,1411.7512
"204","Vacular",0.99,0.01,102.89637,1414.5518
"206","Vacular",0.96,0.04,359.17746,1416.6571
"207","NonVascular",0.03,0.97,1868.2474,1432.91
"208","Vacular",0.92,0.08,215.4663,1421.3483
"209","NonVascular",0.13,0.87,1347.083,1429.917
"210","Vacular",0.91,0.09,329.225,1427.2333
