"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"120","NonVascular",0.09,0.91,1209.2585,630.9403
"126","Vacular",0.94,0.06,690.42426,636.98737
"127","NonVascular",0,1,121.08564,665.88525
"128","NonVascular",0.19,0.81,875.3813,645.3077
"129","Vacular",0.89,0.11,1176.6401,647.1213
"131","NonVascular",0.06,0.94,761.53845,653.65515
"134","NonVascular",0.02,0.98,13.728868,663.3477
"135","NonVascular",0.01,0.99,1080.8259,668.4248
"136","NonVascular",0.19,0.81,215.67241,667.431
"137","NonVascular",0.06,0.94,1744.4814,681.74646
"138","NonVascular",0.04,0.96,208.83104,686.5862
"140","NonVascular",0.03,0.97,1367.1803,694.6278
"143","NonVascular",0.19,0.81,625.1993,701.09784
"144","NonVascular",0.02,0.98,1495.365,706.11273
"145","NonVascular",0.19,0.81,1932.8226,707
"146","NonVascular",0.02,0.98,1719.0363,727.54926
"147","NonVascular",0.19,0.81,1596.1931,725.89154
"148","NonVascular",0.11,0.89,465.61923,781.36334
"149","NonVascular",0.09,0.91,998.01196,735.1018
"151","NonVascular",0.06,0.94,250.37993,761.1453
"152","Vacular",0.87,0.13,952.4602,749.4091
"154","NonVascular",0.06,0.94,570.5579,763.22705
"155","Vacular",0.99,0.01,344.2109,765.4692
"158","NonVascular",0.02,0.98,1540.3319,771.15845
"159","NonVascular",0.17,0.83,370.5159,789.57947
"160","NonVascular",0.19,0.81,817,772.53467
"161","NonVascular",0.02,0.98,655.1069,780.64844
"162","NonVascular",0.01,0.99,1646.1569,784.9867
"163","Vacular",0.88,0.12,973.5318,778.8728
"164","NonVascular",0,1,1769.2423,791.3146
"165","NonVascular",0.03,0.97,1597.2957,793.30927
"166","NonVascular",0.08,0.92,1264.9365,838.0604
"168","NonVascular",0.06,0.94,939.0644,804.94635
"169","NonVascular",0.03,0.97,160.59685,807.64734
"170","NonVascular",0.05,0.95,1730.4602,807.97345
"171","NonVascular",0.13,0.87,758.2321,817.5982
"172","NonVascular",0.05,0.95,1095.4624,819.55914
"173","NonVascular",0.12,0.88,1920.4636,829.9272
"174","Vacular",0.92,0.08,3.955,828.035
"176","Vacular",0.86,0.14,926.3496,836.93317
"177","Vacular",0.9,0.1,449.3665,848.25854
"178","NonVascular",0.01,0.99,522.42053,926.3531
"179","NonVascular",0.03,0.97,888.8517,859.4698
"180","NonVascular",0,1,1141.8164,872.297
"181","NonVascular",0.01,0.99,947.2802,883.61017
"183","NonVascular",0.09,0.91,470.6622,904.87683
"184","NonVascular",0,1,1902.9027,904.87
"185","NonVascular",0.05,0.95,347.56055,917.1323
"186","NonVascular",0.02,0.98,1772.3815,929.48627
"190","NonVascular",0.04,0.96,1042.8673,930.9883
"193","Vacular",0.83,0.17,410.64142,941.298
"194","Vacular",0.93,0.07,450.1846,944.4
"195","NonVascular",0.12,0.88,1915.4845,974.2568
"196","Vacular",0.97,0.03,788.2128,960.0744
"197","NonVascular",0.01,0.99,970.99036,978.1697
"198","Vacular",0.85,0.15,1257.9391,963.9299
"199","NonVascular",0.02,0.98,1398.8696,971.52374
"202","NonVascular",0.08,0.92,1337.2125,973.15
"204","NonVascular",0.06,0.94,692.8224,986.6579
"205","Vacular",0.92,0.08,1243.8342,999.7824
"206","NonVascular",0.1,0.9,1876.5111,991.5926
"209","NonVascular",0.16,0.84,1651.8966,1006.62067
"210","NonVascular",0.15,0.85,1641.9238,1011.06665
"211","NonVascular",0.1,0.9,1002.1923,1014.1827
"212","NonVascular",0.15,0.85,1151.2892,1029.9528
"214","NonVascular",0.04,0.96,149.37534,1039.3645
"216","NonVascular",0.01,0.99,261.76538,1059.5509
"217","NonVascular",0.18,0.82,1827.8846,1043.2885
"218","Vacular",0.98,0.02,759.66,1060.9978
"219","NonVascular",0.04,0.96,685.229,1061.1044
"220","NonVascular",0.02,0.98,1109.9178,1076.7744
"222","NonVascular",0.01,0.99,990.53033,1110.5295
"226","NonVascular",0.05,0.95,457.80853,1117.1466
"227","NonVascular",0.08,0.92,1365.5374,1090.4626
"228","NonVascular",0.06,0.94,1929.5912,1099.4489
"229","NonVascular",0.15,0.85,1201.912,1102.3322
"230","NonVascular",0.04,0.96,1141.1414,1104.1818
"231","NonVascular",0,1,559.11945,1113.8544
"234","NonVascular",0.02,0.98,900.86285,1123.8273
"235","NonVascular",0.05,0.95,662.19,1121.7333
"237","NonVascular",0.04,0.96,716.2152,1152.49
"238","NonVascular",0.14,0.86,1027.2166,1138.9342
"241","NonVascular",0.04,0.96,520.89844,1146.958
"242","NonVascular",0.03,0.97,470.8315,1149.7065
"244","NonVascular",0.17,0.83,1294.3483,1148.9607
"246","NonVascular",0.1,0.9,1204.9862,1185.9792
"247","Vacular",0.94,0.06,1633.8036,1177.6215
"248","NonVascular",0.14,0.86,631,1177.4445
"249","NonVascular",0.01,0.99,860.36206,1205.4714
"251","NonVascular",0.05,0.95,937.6336,1192.1775
"252","NonVascular",0.04,0.96,800.5882,1196.097
"254","NonVascular",0.12,0.88,1782.0941,1224.7177
"255","NonVascular",0.03,0.97,1475.227,1246.1315
"256","NonVascular",0.17,0.83,679.83795,1258.5139
"257","NonVascular",0.1,0.9,1249.719,1275.1254
"258","NonVascular",0.13,0.87,859.5767,1278.6732
"260","NonVascular",0.04,0.96,1352.9913,1287.6493
"261","NonVascular",0.04,0.96,572.1029,1297.94
"262","Vacular",0.81,0.19,875.5017,1310.0956
"264","NonVascular",0.04,0.96,636.5269,1322.5205
"266","Vacular",0.96,0.04,580.79803,1327.7748
"268","Vacular",0.81,0.19,555.32666,1346.3427
"269","NonVascular",0.15,0.85,120.510284,1357.4974
"270","NonVascular",0.07,0.93,1115.4857,1355.0643
"271","NonVascular",0.01,0.99,1922.9005,1360.199
"272","NonVascular",0.11,0.89,1582.9799,1384.5193
"273","NonVascular",0.05,0.95,1739.2821,1376.4625
"275","NonVascular",0.04,0.96,1346.922,1423.7211
"276","NonVascular",0.17,0.83,1197.9409,1412.5117
"278","Vacular",0.95,0.05,1743.7448,1408.3573
"279","NonVascular",0.13,0.87,965.0182,1420.3046
"280","NonVascular",0.13,0.87,1131.3755,1427.5764
"281","NonVascular",0,1,556.5127,1448.7867
"282","NonVascular",0.01,0.99,1018.1892,1450.9221
