"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"151","Vacular",1,0,1313.6388,1087.403
"152","NonVascular",0.15,0.85,1371.0897,1098.4467
"154","NonVascular",0.12,0.88,1820.8739,1088.0336
"161","NonVascular",0.17,0.83,1837.2345,1173.2991
"163","Vacular",0.95,0.05,225.13979,1176.371
"164","NonVascular",0.05,0.95,146.98657,1214.2281
"166","NonVascular",0.02,0.98,1851.3616,1212.7087
"167","Vacular",0.87,0.13,1376.8658,1198.6852
"169","Vacular",0.92,0.08,459.1324,1209.6704
"170","Vacular",0.93,0.07,1126.5544,1215.5808
"172","NonVascular",0.18,0.82,1404.3595,1231.764
"174","Vacular",0.93,0.07,300.18497,1240.2727
"175","Vacular",0.94,0.06,1825.1589,1249.7281
"176","Vacular",0.83,0.17,482.15173,1248.7069
"177","NonVascular",0.01,0.99,1913.288,1256.2026
"178","NonVascular",0.1,0.9,1868.5137,1286.5634
"179","NonVascular",0.12,0.88,190.36995,1259.8613
"181","Vacular",0.81,0.19,1163.512,1274.061
"182","NonVascular",0.06,0.94,628.58685,1307.4479
"184","NonVascular",0.04,0.96,1840.2555,1362.6863
"185","Vacular",0.98,0.02,1513.0791,1320.8469
"186","Vacular",0.94,0.06,208.47101,1325.6414
"187","Vacular",0.88,0.12,591.65515,1329.2184
"188","NonVascular",0.16,0.84,1204.2322,1336.7062
"189","Vacular",0.91,0.09,611.1174,1342.3724
"190","NonVascular",0.04,0.96,643.5482,1364.9003
"191","Vacular",0.86,0.14,1199.0026,1357.4092
"192","Vacular",0.86,0.14,581.5726,1374.9436
"194","Vacular",1,0,1303.1654,1366.647
"196","Vacular",0.83,0.17,560.11957,1366.0978
"198","Vacular",0.92,0.08,552.45,1397.1866
"199","Vacular",0.88,0.12,1162.9435,1411.3531
"200","Vacular",0.9,0.1,604.85913,1438.1003
"201","NonVascular",0.17,0.83,30.754099,1434.3606
"202","Vacular",0.99,0.01,171.94537,1443.152
