"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"79","NonVascular",0.07,0.93,970.9863,700.9237
"80","Vacular",1,0,693.8949,710.74615
"83","NonVascular",0.05,0.95,1875.558,761.7294
"85","NonVascular",0.02,0.98,341.9862,731.1724
"86","Vacular",0.96,0.04,1173.5859,739.4414
"87","Vacular",0.97,0.03,1757.1097,756.8279
"88","NonVascular",0.02,0.98,1029.8264,773.2744
"89","NonVascular",0.02,0.98,1735.4117,776.88043
"91","NonVascular",0.01,0.99,968.1398,798.62634
"92","NonVascular",0.17,0.83,804.66583,800
"93","NonVascular",0,1,838.6742,854.1802
"94","NonVascular",0.01,0.99,1753.7772,817.8412
"96","Vacular",0.98,0.02,778.30817,819.5755
"97","Vacular",0.98,0.02,1100.8292,825.43524
"98","Vacular",1,0,597.2493,834.7036
"99","NonVascular",0.06,0.94,738.9707,876.4612
"100","Vacular",0.97,0.03,960.94574,840.00574
"101","NonVascular",0.18,0.82,700.38464,841.6
"103","NonVascular",0.18,0.82,1727.3164,853.7658
"104","Vacular",0.98,0.02,68.42553,866.6037
"105","Vacular",0.85,0.15,264.97272,872.21515
"106","NonVascular",0.03,0.97,93.47953,888.87915
"107","Vacular",0.82,0.18,479.6947,915.3053
"109","Vacular",0.99,0.01,636.5983,943.9101
"110","NonVascular",0.02,0.98,1915.113,1007.91125
"111","Vacular",0.87,0.13,133.01718,964.26807
"113","Vacular",0.97,0.03,1126.8391,964.5488
"114","NonVascular",0.03,0.97,261.2886,978.9045
"115","NonVascular",0.01,0.99,181.32707,1027.0864
"116","Vacular",0.88,0.12,893.9072,1017.49634
"117","NonVascular",0,1,261.31088,1042.2351
"120","NonVascular",0.19,0.81,131.59616,1097.5
"121","NonVascular",0.01,0.99,276.3849,1125.6864
"122","NonVascular",0.17,0.83,1518.9945,1157.6495
"123","Vacular",0.93,0.07,1375.2264,1140.7794
"124","Vacular",0.99,0.01,598.9099,1162.1948
"125","Vacular",0.98,0.02,360.11252,1170.9232
"127","NonVascular",0.02,0.98,801.7392,1213.6178
"128","NonVascular",0.02,0.98,286.85214,1252.9642
"129","NonVascular",0.17,0.83,724.4583,1224.9
"130","Vacular",0.99,0.01,1480.0859,1244.0905
"132","NonVascular",0,1,542.5933,1258.6113
"134","Vacular",0.99,0.01,1048.6666,1255.2515
"136","NonVascular",0.14,0.86,878.21875,1267.9219
"137","Vacular",1,0,393.33643,1286.232
"138","NonVascular",0.02,0.98,563.44806,1285.6339
"140","NonVascular",0.17,0.83,1774.3545,1312.4818
"141","Vacular",0.98,0.02,1493.6079,1326.4913
"143","Vacular",0.98,0.02,1779.9841,1340.3271
"145","Vacular",0.97,0.03,935.81104,1373.083
"149","NonVascular",0.02,0.98,1702.1848,1400.4097
"150","NonVascular",0.02,0.98,956.7564,1415.8112
"151","Vacular",0.93,0.07,751.47644,1411.8063
"152","NonVascular",0.01,0.99,1733.3927,1438.0245
"153","Vacular",0.99,0.01,1786.9595,1424.1892
