"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"127","Vacular",0.97,0.03,1079.443,1219.2717
"129","Vacular",0.83,0.17,249.84464,1229.8263
"130","Vacular",0.87,0.13,875.1062,1255.1416
"132","NonVascular",0.05,0.95,50.10053,1348.6774
"135","Vacular",0.97,0.03,1621.0194,1334.4012
"136","Vacular",0.82,0.18,1247.1078,1363.4246
"137","NonVascular",0.02,0.98,310.66638,1396.9208
"138","NonVascular",0.06,0.94,4.351695,1347.2119
"139","Vacular",0.92,0.08,1268.2885,1352.8462
"140","NonVascular",0.02,0.98,1315.6725,1374.7863
"146","Vacular",0.88,0.12,1225.2317,1386.9269
"149","Vacular",0.98,0.02,157.76382,1410.8794
"151","Vacular",0.9,0.1,1023.3271,1424.4767
"152","Vacular",0.87,0.13,109.77128,1439.6011
"153","Vacular",0.98,0.02,246.8583,1432.0626
"154","NonVascular",0.04,0.96,194.62837,1445.055
"155","Vacular",1,0,1144.874,1439.3671
"156","NonVascular",0.17,0.83,1242.3687,1434.4
"157","Vacular",0.96,0.04,14.367647,1447.8505
"158","Vacular",0.82,0.18,43.417324,1454.4646
