"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"62","NonVascular",0.07,0.93,489.98822,552.2052
"65","Vacular",0.93,0.07,5.647303,573.0415
"66","Vacular",0.97,0.03,1377.6917,591.83514
"67","NonVascular",0.01,0.99,467.54965,603.27783
"68","NonVascular",0.17,0.83,834.1385,599.10767
"69","Vacular",1,0,623.4543,605.9365
"71","NonVascular",0.07,0.93,1442.0675,638.67487
"72","Vacular",0.99,0.01,483.4786,638.4305
"73","NonVascular",0.18,0.82,512.9681,641.28723
"74","NonVascular",0.04,0.96,657.3834,655.8037
"75","Vacular",1,0,1109.2036,666.00525
"76","NonVascular",0.1,0.9,1148.8789,668.05536
"77","NonVascular",0.15,0.85,936.2744,672.44653
"78","NonVascular",0.01,0.99,1309.8695,679.422
"79","Vacular",1,0,968.2913,677.9475
"80","Vacular",0.93,0.07,467.14954,687.9938
"82","NonVascular",0.09,0.91,731.0202,710.43604
"83","NonVascular",0.18,0.82,759.0114,721.0083
"84","NonVascular",0.13,0.87,1148.1582,714.32654
"86","Vacular",0.99,0.01,1459.02,724.2782
"87","NonVascular",0,1,820.8154,737.1733
"89","NonVascular",0.03,0.97,579.8298,745.18085
"91","NonVascular",0.05,0.95,1286.7019,780.67926
"92","Vacular",0.99,0.01,1237.161,792.48535
"93","NonVascular",0,1,1748.3387,795.1775
"94","NonVascular",0.01,0.99,1678.9142,793.5261
"96","Vacular",0.99,0.01,1646.1816,798.8184
"97","Vacular",0.92,0.08,990.57056,802.3742
"98","NonVascular",0.03,0.97,1200.0752,814.83374
"100","NonVascular",0.03,0.97,1397.6466,843.3534
"101","Vacular",0.97,0.03,1386.3044,868.02576
"102","NonVascular",0.05,0.95,500.94785,871.6372
"103","Vacular",0.97,0.03,1003.1315,869.8239
"105","NonVascular",0.15,0.85,1284.324,870.493
"106","Vacular",0.85,0.15,1028.2667,873.56
"107","Vacular",0.99,0.01,1512.589,889.03076
"111","Vacular",0.91,0.09,1713.8163,933.3431
"112","Vacular",0.83,0.17,688.71747,956.6205
"113","Vacular",0.95,0.05,535.61,966.5475
"117","NonVascular",0.09,0.91,1377.119,1001.791
"120","NonVascular",0.03,0.97,1114.067,1016.0751
"121","Vacular",0.94,0.06,1406.6527,1019.4132
"122","Vacular",1,0,1082.7206,1019.47943
"125","Vacular",0.98,0.02,1702.3668,1062.2397
"126","Vacular",0.96,0.04,118.041,1062.3235
"130","NonVascular",0.02,0.98,139.36116,1136.4855
"131","Vacular",0.99,0.01,988.8958,1134.7202
"132","Vacular",0.9,0.1,1831.4972,1149.088
"133","NonVascular",0.01,0.99,1534.6083,1151.7347
"135","Vacular",0.98,0.02,600,1169.0033
"137","Vacular",1,0,1185.818,1171.81
"140","Vacular",0.98,0.02,1234.198,1242.8553
"144","Vacular",0.99,0.01,1781.1616,1271.0126
"145","NonVascular",0.02,0.98,1211.0225,1274.2394
"147","NonVascular",0.12,0.88,1645.3141,1282.9807
"148","Vacular",1,0,1550.2085,1291.005
"149","Vacular",0.99,0.01,1648.4851,1316.2228
"150","NonVascular",0.17,0.83,1764.9888,1312.5251
"153","NonVascular",0.05,0.95,1598.3044,1396.1758
"154","NonVascular",0.18,0.82,1269.0145,1421.7391
