"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"216","NonVascular",0.04,0.96,141.21925,1063.0837
"217","NonVascular",0,1,1523.7362,1066.0663
"218","Vacular",0.98,0.02,1323.0294,1061.1952
"219","Vacular",0.99,0.01,16.915602,1070.3402
"222","Vacular",1,0,850.7513,1100.6487
"223","Vacular",0.96,0.04,1409.7888,1102.1936
"225","NonVascular",0.02,0.98,1696.9668,1123.9164
"226","Vacular",0.98,0.02,328.37582,1115.7737
"227","NonVascular",0.15,0.85,1597.5739,1119.8221
"228","NonVascular",0.18,0.82,602.575,1118.5
"229","NonVascular",0,1,57.602833,1135.0516
"230","Vacular",0.95,0.05,416.34964,1133.8275
"231","NonVascular",0.03,0.97,287.05908,1143.3744
"232","NonVascular",0.12,0.88,521.4133,1133.78
"233","NonVascular",0.06,0.94,145.04988,1146.3038
"235","Vacular",0.93,0.07,567.2398,1154.753
"238","Vacular",0.99,0.01,370.9748,1172.2521
"239","NonVascular",0.02,0.98,233.75311,1173.2065
"240","NonVascular",0.11,0.89,153.24008,1190.5847
"241","NonVascular",0.15,0.85,287.8195,1179.6218
"243","Vacular",0.95,0.05,584.238,1197.7196
"246","Vacular",0.84,0.16,1736.249,1215.917
"248","Vacular",1,0,368.49088,1224.3969
"250","Vacular",0.86,0.14,1516.9735,1231.7311
"251","Vacular",1,0,1272.4891,1233.5054
"253","NonVascular",0.06,0.94,106.34359,1250.9026
"254","NonVascular",0.04,0.96,680.935,1259.7417
"255","NonVascular",0.02,0.98,1058.0828,1257.8297
"256","NonVascular",0.04,0.96,385.44507,1264.3818
"258","NonVascular",0.03,0.97,443.2399,1298.8965
"259","NonVascular",0.1,0.9,408.03128,1314.564
"260","NonVascular",0.02,0.98,1629.8102,1310.6674
"262","NonVascular",0.03,0.97,89.1738,1305.508
"267","NonVascular",0.12,0.88,318.17398,1338.3809
"268","NonVascular",0.02,0.98,1909.9215,1335.9532
"270","Vacular",0.96,0.04,221.15904,1337.9132
"271","Vacular",0.97,0.03,454.9551,1354.3367
"272","NonVascular",0.01,0.99,1852.3224,1358.6571
"274","NonVascular",0.18,0.82,409.38843,1355.2562
"275","NonVascular",0.02,0.98,1744.1154,1366.8173
"277","NonVascular",0.07,0.93,475.70786,1378.1011
"278","NonVascular",0.04,0.96,44.713905,1430.1932
"280","Vacular",0.98,0.02,220.5422,1390.6112
"281","NonVascular",0.07,0.93,180.13612,1400.2802
"285","NonVascular",0.17,0.83,772.9545,1419.2727
"287","NonVascular",0.03,0.97,1192.2573,1446.4707
"290","Vacular",0.98,0.02,1329.2693,1446.5962
"292","Vacular",0.85,0.15,484.4686,1454.7778
