"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"99","NonVascular",0.01,0.99,11.760673,370.19406
"100","Vacular",0.95,0.05,1671.3608,372.21408
"102","NonVascular",0.07,0.93,1576.6573,403.4059
"103","Vacular",0.89,0.11,374.664,374.272
"104","NonVascular",0.03,0.97,1728.4296,398.7052
"106","NonVascular",0.07,0.93,438.92566,401.46283
"107","NonVascular",0.03,0.97,639.1954,407.63602
"109","NonVascular",0.07,0.93,741.2392,415.44064
"110","NonVascular",0.01,0.99,1606.112,416.89816
"117","NonVascular",0.19,0.81,769.06824,490.9417
"119","NonVascular",0.1,0.9,1223.0961,447.44104
"120","NonVascular",0.18,0.82,1198.0785,445.2745
"121","Vacular",0.88,0.12,217.55455,465.09317
"125","NonVascular",0.01,0.99,268.5848,482.36456
"126","NonVascular",0.18,0.82,539.56055,607.4105
"129","NonVascular",0.03,0.97,1477.7773,520.30615
"130","NonVascular",0.09,0.91,992.0596,498.13647
"131","NonVascular",0.05,0.95,677.57825,498.19565
"135","NonVascular",0.03,0.97,1092.5555,515.7159
"137","Vacular",0.94,0.06,367.0494,523.1516
"138","Vacular",0.99,0.01,917.07904,517.3309
"139","NonVascular",0,1,1520.7676,531.35785
"140","NonVascular",0.19,0.81,262.69617,588.3861
"141","NonVascular",0.02,0.98,1251.2368,523.96844
"143","NonVascular",0.02,0.98,1578.75,555.4207
"144","NonVascular",0.03,0.97,539.9764,541.1445
"146","NonVascular",0.07,0.93,166.29648,551.3744
"147","Vacular",0.85,0.15,1293.3564,545.94446
"149","Vacular",0.92,0.08,88.06276,546.5649
"150","NonVascular",0.18,0.82,1635.2023,564.3701
"152","NonVascular",0.17,0.83,1144.4648,558.0313
"154","Vacular",0.85,0.15,9.693548,574.1129
"155","NonVascular",0,1,1789.4738,588.36176
"157","NonVascular",0.04,0.96,1425.359,598.6926
"159","Vacular",0.9,0.1,147.47157,600.0499
"160","Vacular",0.85,0.15,2.1692307,601.38464
"161","NonVascular",0.13,0.87,376.85568,602.9382
"162","NonVascular",0.11,0.89,1533.5586,624.37604
"163","NonVascular",0.1,0.9,1725.1816,684.61945
"165","Vacular",0.93,0.07,1183.6378,618.4378
"169","Vacular",0.97,0.03,331.46454,630.9315
"170","NonVascular",0.01,0.99,1020.0016,651.9212
"171","Vacular",0.81,0.19,1811.7002,631.9805
"176","NonVascular",0.1,0.9,974.1593,640.823
"180","NonVascular",0.08,0.92,1457.169,651.77704
"181","NonVascular",0.07,0.93,481.41626,670.6275
"185","NonVascular",0.1,0.9,1476.888,660.3362
"191","Vacular",0.95,0.05,995.66284,712.50854
"192","NonVascular",0,1,1366.9664,738.6821
"194","NonVascular",0.05,0.95,317.9426,723.5378
"195","NonVascular",0.11,0.89,67.95803,884.0086
"196","NonVascular",0.14,0.86,290.0566,722.01416
"198","Vacular",0.95,0.05,1237.786,729.4708
"202","Vacular",0.94,0.06,1262.4873,742.00366
"203","NonVascular",0.09,0.91,95.06691,770.62067
"207","NonVascular",0.16,0.84,247.88014,765.98804
"209","Vacular",0.81,0.19,349.04898,765.351
"210","NonVascular",0.19,0.81,565.77606,788.50085
"212","Vacular",0.98,0.02,525.64215,778.71075
"213","NonVascular",0.18,0.82,325.9644,779.38574
"214","NonVascular",0.07,0.93,1251.4562,784.9825
"215","NonVascular",0.1,0.9,1807.5773,795.6834
"217","NonVascular",0.14,0.86,302.343,800.1111
"218","NonVascular",0.01,0.99,457.05905,837.0599
"219","NonVascular",0,1,162.40916,833.72797
"220","NonVascular",0.04,0.96,381.68164,805.412
"223","Vacular",0.97,0.03,1038.2751,818.6757
"227","Vacular",0.9,0.1,688.1679,844.94403
"230","NonVascular",0,1,564.57556,859.20325
"231","Vacular",0.87,0.13,1396.8763,856.17786
"235","NonVascular",0,1,605.44275,888.28876
"236","NonVascular",0.16,0.84,1855.1786,864.5714
"238","NonVascular",0.03,0.97,699.5812,878.6071
"241","NonVascular",0.01,0.99,331.93738,894.70355
"242","Vacular",0.99,0.01,1255.9604,886.32306
"243","NonVascular",0.15,0.85,808.58075,890.51807
"247","Vacular",0.98,0.02,983.2904,907.52875
"248","NonVascular",0.03,0.97,724.6908,941.0168
"250","NonVascular",0.01,0.99,403.337,947.5521
"251","NonVascular",0.03,0.97,253.40894,937.4583
"252","NonVascular",0.11,0.89,305.8118,951.09937
"254","NonVascular",0.18,0.82,799.1739,978.2186
"255","Vacular",0.97,0.03,1224.7906,936.91455
"256","NonVascular",0.01,0.99,1792.9663,946.26324
"257","NonVascular",0.07,0.93,765.1522,950.4121
"258","NonVascular",0.18,0.82,172.23457,935.7531
"259","NonVascular",0.18,0.82,1189.8354,941.3924
"260","NonVascular",0.16,0.84,576.58276,949.06476
"262","NonVascular",0.06,0.94,215.67285,1037.2069
"264","Vacular",0.96,0.04,1068.9692,965.05884
"265","NonVascular",0.14,0.86,1852.6978,979.69775
"266","NonVascular",0.13,0.87,499.349,991.953
"267","NonVascular",0.14,0.86,303.57605,1033.333
"269","Vacular",0.82,0.18,476.26633,988.84424
"270","Vacular",0.91,0.09,1119.5947,991.43146
"271","Vacular",0.92,0.08,724.9185,991.57306
"272","NonVascular",0.01,0.99,620.7385,1009.8975
"273","Vacular",0.98,0.02,667.2597,1000.43964
"274","Vacular",0.98,0.02,949.54706,1010.31934
"276","NonVascular",0.03,0.97,833.0813,1023.6938
"279","NonVascular",0.02,0.98,1685.0386,1022.13556
"280","NonVascular",0.16,0.84,1866.1616,1016.61615
"281","NonVascular",0.13,0.87,64.55413,1026.8475
"282","NonVascular",0.08,0.92,368.88358,1045.3
"287","NonVascular",0.06,0.94,1388.4756,1028.0244
"288","NonVascular",0.01,0.99,702.61646,1036.1705
"289","Vacular",0.81,0.19,1131.6818,1033.531
"291","Vacular",0.96,0.04,887.9651,1034.9128
"292","NonVascular",0.1,0.9,581.97705,1117.8279
"293","NonVascular",0.04,0.96,446.32773,1042.3152
"294","Vacular",0.84,0.16,787.94556,1045.1604
"295","Vacular",0.99,0.01,1261.6713,1049.8746
"297","NonVascular",0.02,0.98,141.02972,1065.9885
"298","Vacular",0.88,0.12,765.76355,1053.2512
"299","NonVascular",0,1,1715.2474,1065.4362
"300","NonVascular",0.02,0.98,1382.4209,1075.8969
"302","Vacular",0.96,0.04,79.310776,1072.1204
"303","NonVascular",0.17,0.83,518.9672,1065.3934
"305","NonVascular",0.19,0.81,1234.6157,1077.6913
"312","NonVascular",0.19,0.81,5.1171875,1093.9766
"313","Vacular",0.88,0.12,403.44894,1099.7744
"314","NonVascular",0,1,42.152,1114.3066
"315","NonVascular",0.02,0.98,108.78339,1144.48
"321","NonVascular",0.07,0.93,416.77597,1134.4259
"322","NonVascular",0.02,0.98,714.2994,1130.4429
"324","NonVascular",0.04,0.96,1205.0648,1134.5479
"325","NonVascular",0.13,0.87,1914.8987,1173.2303
"326","Vacular",0.88,0.12,980.27826,1127.0774
"328","NonVascular",0.09,0.91,1495.5625,1132.7916
"330","Vacular",0.95,0.05,286.38223,1137.6355
"331","Vacular",0.83,0.17,933.5991,1143.1207
"332","Vacular",0.92,0.08,647.72534,1149.0939
"334","Vacular",0.99,0.01,61.932377,1152.7274
"335","Vacular",0.91,0.09,239.65909,1155.9829
"336","NonVascular",0.07,0.93,1246.4948,1158.2552
"338","NonVascular",0.18,0.82,1886.8494,1156.7261
"339","NonVascular",0.03,0.97,1802.3572,1170.8822
"341","NonVascular",0.06,0.94,1725.4427,1181.8251
"342","NonVascular",0.16,0.84,433.48083,1172.6586
"343","Vacular",0.83,0.17,1314.4255,1174.026
"346","Vacular",0.81,0.19,608.3704,1187.152
"348","NonVascular",0.15,0.85,1608.6208,1179.9341
"349","NonVascular",0.16,0.84,1639.1261,1190.5529
"350","NonVascular",0.11,0.89,764.9631,1221.3326
"351","Vacular",0.95,0.05,1138.078,1192.2913
"353","Vacular",0.85,0.15,463.3513,1201.8231
"354","Vacular",0.91,0.09,653.3217,1206.2174
"356","NonVascular",0.01,0.99,1369.122,1212.0325
"357","Vacular",0.96,0.04,705.46844,1214.6158
"358","NonVascular",0.08,0.92,166.78119,1219.9509
"359","NonVascular",0.16,0.84,21.332016,1223.8083
"360","NonVascular",0.06,0.94,1674.584,1219.7877
"362","NonVascular",0.04,0.96,436.41006,1211.6475
"363","NonVascular",0.08,0.92,194.1739,1278.744
"366","Vacular",1,0,849.72314,1241.5807
"369","NonVascular",0.01,0.99,1896.0233,1319.0286
"370","Vacular",0.93,0.07,1047.3334,1250.5182
"372","NonVascular",0.18,0.82,307.0351,1249.7412
"374","NonVascular",0.12,0.88,400.49597,1268.2019
"376","Vacular",0.99,0.01,1124.4147,1265.425
"378","Vacular",0.99,0.01,262.47696,1267.1002
"380","NonVascular",0.02,0.98,305.11252,1280.1996
"381","NonVascular",0.05,0.95,881.4754,1291.3861
"382","NonVascular",0.05,0.95,596.8415,1320.1602
"383","Vacular",0.81,0.19,349.6602,1290.8398
"384","NonVascular",0.13,0.87,676.16766,1300.462
"386","Vacular",0.96,0.04,1041.1577,1290.8423
"388","NonVascular",0.1,0.9,1120.3529,1290.0236
"395","NonVascular",0.05,0.95,344.7483,1326.3231
"396","Vacular",0.98,0.02,480.11813,1333.4176
"397","Vacular",0.86,0.14,646.8196,1342.4521
"398","Vacular",0.92,0.08,27.612658,1340.9038
"399","NonVascular",0.15,0.85,107.182465,1353.759
"402","NonVascular",0.13,0.87,279.82782,1394.4045
"403","NonVascular",0.09,0.91,226.15555,1360.6074
"406","NonVascular",0.08,0.92,1907.9485,1386.0973
"407","Vacular",0.83,0.17,1192.1635,1376.6017
"408","NonVascular",0.18,0.82,1774.5242,1369.9354
"409","NonVascular",0.12,0.88,181.51036,1413.9695
"410","NonVascular",0.03,0.97,1154.815,1421.8645
"411","NonVascular",0.02,0.98,435.6754,1401.616
"413","NonVascular",0.12,0.88,537.35657,1413.8691
"415","NonVascular",0.03,0.97,788.0062,1407.5331
"418","Vacular",0.93,0.07,26.782312,1402.6462
"419","NonVascular",0.18,0.82,495.9697,1403.5303
"420","NonVascular",0.03,0.97,933.53314,1428.8264
"421","Vacular",0.93,0.07,695.36975,1416.9697
"426","Vacular",1,0,39.633095,1439.1439
"429","NonVascular",0.02,0.98,350.96823,1451.7551
"430","Vacular",0.88,0.12,493.2194,1451.0994
"431","NonVascular",0.18,0.82,1207.2097,1448.7742
"432","Vacular",0.81,0.19,590.1308,1453.6808
"433","NonVascular",0.09,0.91,1092.7894,1453.4615
"434","Vacular",0.96,0.04,977.0357,1454.7041
"435","NonVascular",0.13,0.87,467.16882,1455.5714
