"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"128","NonVascular",0.13,0.87,1818.4657,458.73196
"130","NonVascular",0.19,0.81,1379.1182,503.17975
"131","NonVascular",0,1,1778.5872,476.74155
"132","NonVascular",0.05,0.95,1710.6469,463.1617
"133","NonVascular",0.02,0.98,1673.8567,493.96286
"135","NonVascular",0.01,0.99,1172.2402,489.94342
"136","NonVascular",0.16,0.84,1895.7183,513.92786
"137","Vacular",0.89,0.11,1110.5656,483.51035
"143","NonVascular",0.02,0.98,1477.3276,534.2472
"144","NonVascular",0.04,0.96,853.7033,522.24176
"145","Vacular",0.9,0.1,1138.6975,521.8823
"146","Vacular",0.83,0.17,1099.0287,530.28735
"147","Vacular",0.86,0.14,1119.5625,530.71985
"151","NonVascular",0.01,0.99,1238.2546,537.3333
"152","NonVascular",0.05,0.95,1044.6702,594.44867
"154","NonVascular",0.18,0.82,1765.4827,554.1583
"155","Vacular",0.91,0.09,1134.2715,555.724
"157","NonVascular",0.05,0.95,1545.9857,604.01965
"158","NonVascular",0.05,0.95,1797.0839,603.3053
"160","Vacular",0.82,0.18,1113.862,561.569
"161","NonVascular",0.17,0.83,983.16565,571.6295
"162","NonVascular",0.17,0.83,1890.8939,654.68317
"164","NonVascular",0.13,0.87,902.23315,588.7055
"166","NonVascular",0.1,0.9,1631.1267,660.80505
"167","NonVascular",0.09,0.91,1711.9934,611.6022
"168","NonVascular",0.1,0.9,1928.8695,625.66254
"170","NonVascular",0,1,948.04767,632.5112
"172","Vacular",0.97,0.03,1120.6902,636.74084
"175","NonVascular",0.07,0.93,1017.01904,660.23627
"176","Vacular",0.87,0.13,1278.1067,650.4133
"178","NonVascular",0.18,0.82,1905.962,654.94305
"179","NonVascular",0.19,0.81,1422.04,666.225
"180","NonVascular",0.02,0.98,1462.4742,699.4787
"181","NonVascular",0,1,950.455,696.0116
"182","Vacular",0.99,0.01,1228.1879,677.9351
"183","NonVascular",0.16,0.84,1256.1666,713.0117
"184","NonVascular",0.03,0.97,1294.6246,707.9723
"185","NonVascular",0.02,0.98,1120.4984,711.30194
"186","NonVascular",0.01,0.99,1203.238,730.2362
"187","NonVascular",0.19,0.81,1411.3097,812.1446
"188","NonVascular",0.02,0.98,1054.2794,720.4466
"191","NonVascular",0.03,0.97,1729.8907,751.2497
"192","NonVascular",0.02,0.98,1085.6364,919.87067
"193","NonVascular",0.05,0.95,1899.2943,766.2797
"194","NonVascular",0.08,0.92,1497.6404,757.1507
"195","NonVascular",0.08,0.92,1598.4333,811.46655
"196","NonVascular",0.07,0.93,1162.7118,854.7525
"198","NonVascular",0.08,0.92,989.5541,817.81903
"200","Vacular",1,0,1219.7598,814.06525
"202","NonVascular",0.01,0.99,1642.0476,905.0348
"203","NonVascular",0.02,0.98,795.5245,859.6831
"204","NonVascular",0.02,0.98,1834.753,866.818
"207","Vacular",0.9,0.1,1212.3995,852.22766
"209","Vacular",0.98,0.02,1597.4038,862.83545
"210","NonVascular",0.04,0.96,1890.6306,1038.0955
"214","NonVascular",0.14,0.86,1814.361,892.5729
"217","Vacular",0.94,0.06,1363.4799,918.09644
"219","NonVascular",0.03,0.97,1212.9794,964.9376
"220","NonVascular",0.01,0.99,1777.7213,914.7157
"221","NonVascular",0.18,0.82,1084.6154,915.6264
"222","NonVascular",0.07,0.93,1931.2053,923.81696
"223","NonVascular",0.04,0.96,1836.7017,1042.5312
"224","NonVascular",0.06,0.94,1437.2993,926.2483
"225","NonVascular",0.01,0.99,1297.6393,938.64075
"226","NonVascular",0.1,0.9,728.9927,936.62775
"227","Vacular",0.99,0.01,1412.5204,947.69385
"228","NonVascular",0.01,0.99,901.6278,958.3489
"229","NonVascular",0.19,0.81,1560.824,946.424
"231","NonVascular",0.04,0.96,1444.819,962.3773
"232","Vacular",0.83,0.17,1361.197,952.3182
"233","NonVascular",0.04,0.96,738.6642,984.37244
"234","NonVascular",0,1,1318.5199,1011.29474
"237","NonVascular",0.03,0.97,1743.9089,983.6293
"240","NonVascular",0.09,0.91,1262.7012,1042.7012
"241","NonVascular",0.13,0.87,908.0417,996.0417
"242","NonVascular",0.14,0.86,1023.98474,1009.34424
"244","NonVascular",0.08,0.92,1595.2524,1014.32355
"246","NonVascular",0.17,0.83,1710.8788,1015
"248","NonVascular",0.1,0.9,1397.0889,1068.3804
"249","NonVascular",0.08,0.92,1029.9186,1066.479
"255","Vacular",0.97,0.03,1285.8435,1107.1913
"257","NonVascular",0.01,0.99,1509.7002,1115.2341
"258","Vacular",0.85,0.15,1000.44385,1121.9635
"260","NonVascular",0.14,0.86,1474.2806,1141.5554
"262","NonVascular",0.14,0.86,1326.6304,1296.8568
"263","NonVascular",0.08,0.92,1690.2083,1133.5679
"264","NonVascular",0.1,0.9,1771.3898,1135.9119
"265","Vacular",0.97,0.03,1633.2704,1140.6431
"266","NonVascular",0.03,0.97,1310.0162,1147.992
"269","Vacular",0.84,0.16,1832.16,1153.54
"270","NonVascular",0.02,0.98,1081.9099,1178.6051
"271","Vacular",0.87,0.13,1824.777,1176.0538
"272","NonVascular",0.02,0.98,1145.5945,1225.8943
"274","Vacular",0.86,0.14,1811.0309,1193.5773
"275","NonVascular",0.04,0.96,1624.6936,1199.129
"276","NonVascular",0.1,0.9,1525.9028,1205.9404
"277","NonVascular",0.04,0.96,1085.3157,1213.2937
"279","NonVascular",0.06,0.94,1492.5018,1223.5985
"282","NonVascular",0.03,0.97,1566.7307,1231.5908
"283","Vacular",0.9,0.1,1832.527,1220.6149
"284","NonVascular",0.03,0.97,1040.1993,1230.8042
"285","Vacular",1,0,1539.2937,1243.3949
"288","NonVascular",0,1,1510.9276,1274.3134
"289","NonVascular",0.18,0.82,1704.9779,1274.6772
"290","NonVascular",0.03,0.97,1520.6947,1311.288
"291","NonVascular",0.06,0.94,1620.4365,1296.6067
"293","NonVascular",0.07,0.93,1466.715,1345.7642
"294","NonVascular",0.09,0.91,1900.5842,1339.7416
"295","NonVascular",0.02,0.98,1227.0723,1376.833
"296","NonVascular",0.13,0.87,1746.096,1357.871
"298","NonVascular",0.15,0.85,1843.9102,1348.1123
"299","NonVascular",0.02,0.98,1577.5985,1363.3652
"306","NonVascular",0.04,0.96,1190.9893,1440.3625
"308","NonVascular",0.03,0.97,1401.4111,1445.0881
"310","NonVascular",0.05,0.95,1259.6635,1452.9636
