"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"165","NonVascular",0.04,0.96,224.66473,774.47925
"166","Vacular",0.89,0.11,1774.8329,764.8278
"168","Vacular",0.97,0.03,495.11588,771.2267
"169","NonVascular",0.05,0.95,529.0563,775.66754
"170","NonVascular",0.02,0.98,577.3781,775.34393
"171","NonVascular",0.12,0.88,1854.5978,777.72064
"172","Vacular",0.85,0.15,630.118,792.7612
"173","NonVascular",0.01,0.99,492.56213,804.0682
"174","NonVascular",0,1,227.2678,802.4613
"176","Vacular",0.91,0.09,983.8704,825.59186
"177","Vacular",0.99,0.01,961.27466,855.39435
"178","NonVascular",0.19,0.81,902.35364,870.14636
"179","NonVascular",0.09,0.91,171.42894,893.30133
"182","Vacular",0.96,0.04,771.1349,897.7093
"183","NonVascular",0.19,0.81,927.902,893.03925
"184","NonVascular",0.07,0.93,390.00623,905.40375
"185","Vacular",0.88,0.12,290.00198,922.7874
"186","NonVascular",0.12,0.88,615.7349,920.31323
"187","Vacular",0.94,0.06,716.962,919.9386
"188","NonVascular",0.15,0.85,143.9119,935.5022
"189","NonVascular",0.17,0.83,809.77686,931.7686
"192","Vacular",0.86,0.14,123.970856,966.3431
"193","Vacular",0.93,0.07,83.28205,974.70087
"194","Vacular",0.84,0.16,1077.6757,979.5946
"195","NonVascular",0.08,0.92,704.4593,993.52234
"198","Vacular",0.95,0.05,27.554155,1007.8388
"200","Vacular",0.96,0.04,1175.6354,1064.8364
"201","Vacular",1,0,742.0525,1068.8259
"202","NonVascular",0.07,0.93,237.47322,1102.2858
"203","NonVascular",0.18,0.82,1191.0461,1105.2461
"204","Vacular",0.88,0.12,349.03735,1121.888
"206","NonVascular",0.04,0.96,24.48,1134.715
"207","Vacular",0.87,0.13,1462.6809,1135.6304
"208","NonVascular",0.15,0.85,1847.1465,1151.5859
"211","NonVascular",0.03,0.97,293.24048,1200.4281
"212","Vacular",0.93,0.07,1662.8291,1192.7216
"213","NonVascular",0.01,0.99,943.56836,1217.4786
"214","Vacular",0.98,0.02,529.31213,1226.1908
"215","Vacular",0.87,0.13,1249.8112,1226.2222
"216","NonVascular",0.11,0.89,792.1061,1225.6515
"218","Vacular",1,0,289.97964,1254.4224
"220","Vacular",1,0,582.4933,1263.7574
"222","Vacular",0.88,0.12,1350.2443,1296.625
"223","NonVascular",0.12,0.88,1714.829,1305.829
"224","Vacular",0.98,0.02,1777.0427,1324.616
"230","Vacular",0.83,0.17,1426.5787,1365.5454
"231","Vacular",0.85,0.15,284.7167,1395.9603
