"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"77","NonVascular",0.03,0.97,95.131256,677.7842
"78","NonVascular",0.06,0.94,1227.0712,671.5631
"79","NonVascular",0.06,0.94,1206.761,689.6691
"81","NonVascular",0.18,0.82,185.56097,684.9268
"83","Vacular",0.97,0.03,706.9847,703.2551
"84","Vacular",0.92,0.08,854.0188,720.5741
"85","Vacular",0.99,0.01,631.63025,726.31396
"86","Vacular",0.94,0.06,814.62866,729.77716
"92","Vacular",0.95,0.05,1497.7125,770.10675
"94","Vacular",1,0,246.29866,822.62933
"95","NonVascular",0.08,0.92,151.93774,830.89105
"96","Vacular",0.99,0.01,814.7311,836.014
"97","Vacular",0.94,0.06,1077.0471,843.5225
"99","NonVascular",0.18,0.82,488.2634,882.7857
"100","Vacular",0.94,0.06,275.1975,897.7725
"102","NonVascular",0,1,1871.31,924.0538
"103","NonVascular",0.1,0.9,1374.2133,917.3744
"105","NonVascular",0.13,0.87,1636.8312,930.2193
"109","Vacular",1,0,527.2719,968.807
"110","NonVascular",0.04,0.96,1550.8993,1012.92554
"111","NonVascular",0.18,0.82,1322.9236,964.7771
"112","Vacular",0.99,0.01,1043.1222,972.42786
"115","Vacular",0.84,0.16,1196.4938,1000.2068
"118","NonVascular",0.19,0.81,1029.375,1036.8928
"120","NonVascular",0.18,0.82,363.9394,1058.3939
"121","NonVascular",0.02,0.98,1557.18,1071.852
"122","Vacular",0.9,0.1,689.23846,1082.1849
"123","NonVascular",0.18,0.82,1582.9294,1077.2115
"124","Vacular",0.92,0.08,670.98737,1088.0084
"125","NonVascular",0.08,0.92,1872.4518,1091.2107
"126","NonVascular",0.16,0.84,1417.6182,1096.5454
"128","NonVascular",0.16,0.84,96.8022,1125.9341
"131","Vacular",0.86,0.14,439.52347,1142.4158
"132","NonVascular",0.14,0.86,3.412844,1176.7064
"133","NonVascular",0.18,0.82,1777.66,1177.74
"135","NonVascular",0.07,0.93,1564.0581,1204.9929
"138","Vacular",0.98,0.02,1144.7223,1231.3137
"139","Vacular",0.91,0.09,1115.9646,1227.6241
"140","NonVascular",0.08,0.92,887.86163,1244.0566
"141","Vacular",0.98,0.02,1753.1576,1235.0753
"142","Vacular",0.98,0.02,138.78555,1243.0226
"144","Vacular",0.81,0.19,1022.35803,1242.5555
"146","Vacular",0.91,0.09,704.84454,1259.4542
"149","NonVascular",0.16,0.84,915.8981,1271.3058
"151","Vacular",0.98,0.02,513.55817,1279.3729
"152","NonVascular",0.04,0.96,158.72209,1302.9121
"156","Vacular",1,0,1153.9679,1402.6624
"157","Vacular",1,0,125.47899,1408.4286
"158","Vacular",0.97,0.03,234.326,1403.718
"161","NonVascular",0.03,0.97,1906.8231,1420.2867
"162","Vacular",0.94,0.06,544.4773,1429.8706
"163","Vacular",1,0,1366.2175,1435.1925
"164","NonVascular",0.15,0.85,584.9648,1436.0282
"165","Vacular",0.95,0.05,1731.9084,1450.2996
"168","NonVascular",0.12,0.88,794.59595,1455.7778
