"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"139","Vacular",0.82,0.18,892.26666,1173.51
"140","NonVascular",0.02,0.98,1235.1649,1208.3923
"142","NonVascular",0.17,0.83,1544.3823,1208.2059
"144","NonVascular",0.06,0.94,71.149925,1250.0887
"146","Vacular",0.99,0.01,1222.8175,1257.975
"147","NonVascular",0.02,0.98,272.98444,1318.7053
"148","Vacular",0.94,0.06,1464.1691,1272.3148
"149","Vacular",1,0,60.92699,1282.6925
"150","Vacular",0.92,0.08,861.9686,1284.1787
"151","NonVascular",0.19,0.81,257.4151,1291.151
"152","Vacular",0.96,0.04,454.27173,1316.8239
"154","NonVascular",0.01,0.99,35.37605,1351.4222
"155","NonVascular",0.02,0.98,150.34798,1368.0289
"156","NonVascular",0.19,0.81,1416.4464,1354.3036
"158","NonVascular",0.07,0.93,513.399,1386.861
"160","Vacular",0.89,0.11,1638.0953,1405.2062
"161","Vacular",0.89,0.11,170.92732,1409.1578
"164","Vacular",0.93,0.07,1743.1666,1454.3889
"165","NonVascular",0.11,0.89,258.85715,1457.6786
