"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"116","Vacular",0.99,0.01,404.3892,1072.5653
"117","NonVascular",0.04,0.96,182.50262,1079.3481
"118","NonVascular",0.09,0.91,1211.4142,1075.697
"119","NonVascular",0.04,0.96,1489.0034,1093.6115
"120","NonVascular",0,1,1655.4553,1099.4637
"121","Vacular",1,0,1307.91,1101.4823
"122","NonVascular",0.18,0.82,150.31456,1102.2347
"123","Vacular",0.95,0.05,1710.5428,1105.7743
"124","Vacular",0.87,0.13,1530.9818,1113.877
"125","NonVascular",0.01,0.99,1574.843,1123.8871
"126","NonVascular",0.17,0.83,1878.9111,1111.4667
"127","Vacular",1,0,102.79082,1118.7577
"128","Vacular",0.96,0.04,1114.3352,1118.4384
"129","Vacular",0.98,0.02,1682.8704,1118.5303
"130","Vacular",0.97,0.03,625.9713,1159.7008
"132","Vacular",0.9,0.1,208.71745,1169.5397
"137","NonVascular",0.14,0.86,1748.1442,1218.8558
"139","Vacular",0.88,0.12,629.8723,1246.5702
"140","NonVascular",0.18,0.82,1605.4697,1248.197
"141","Vacular",0.97,0.03,115.52604,1261.125
"142","Vacular",0.95,0.05,1140.2872,1270.7805
"143","NonVascular",0.03,0.97,341.56485,1282.0354
"144","Vacular",0.87,0.13,689.675,1276.275
"146","Vacular",0.89,0.11,528.5203,1294.874
"147","NonVascular",0.17,0.83,1751.7612,1299.791
"148","NonVascular",0,1,446.07462,1311.5928
"149","NonVascular",0.02,0.98,32.83408,1309.7712
"150","Vacular",0.85,0.15,1532.2935,1316.2124
"151","Vacular",1,0,1698.4196,1321.6729
"153","NonVascular",0.09,0.91,1861.6864,1334.0591
"154","Vacular",0.9,0.1,130.8077,1348.142
"155","Vacular",0.87,0.13,1280.6113,1349.7279
"156","Vacular",0.96,0.04,349.8362,1357.3334
"157","Vacular",0.94,0.06,53.014286,1366.0905
"158","Vacular",0.93,0.07,17.161592,1386.487
"159","NonVascular",0.01,0.99,1647.4629,1406.7545
"160","Vacular",0.95,0.05,38.88291,1408.2405
"161","Vacular",0.99,0.01,1168.4174,1413.6133
"162","Vacular",0.96,0.04,208.66466,1436.2024
"163","Vacular",0.9,0.1,27.985018,1440.4307
"164","Vacular",0.85,0.15,40.42384,1452.351
