"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"145","NonVascular",0.06,0.94,1101.3811,847.8033
"148","NonVascular",0.18,0.82,665.6763,888.20465
"151","NonVascular",0.02,0.98,1020.9976,896.1387
"152","NonVascular",0.04,0.96,1756.9274,913.9735
"153","NonVascular",0.17,0.83,1795.6074,923.1028
"154","NonVascular",0.01,0.99,1187.2043,938.3918
"155","Vacular",0.88,0.12,1022.3333,950.03937
"156","NonVascular",0.17,0.83,721.54736,948.0632
"159","NonVascular",0.02,0.98,646.77856,969.6167
"160","NonVascular",0.09,0.91,556.70776,970.21
"162","Vacular",0.89,0.11,607.57214,979.107
"165","NonVascular",0.02,0.98,703.1352,992.8066
"166","NonVascular",0.19,0.81,1022.35345,994.2069
"167","NonVascular",0.02,0.98,1223.9071,1010.90967
"168","NonVascular",0.02,0.98,765.03815,1064.6631
"169","NonVascular",0.06,0.94,609.6958,1020.2702
"171","NonVascular",0.01,0.99,1568.9647,1019.28674
"172","NonVascular",0,1,669.6752,1033.3359
"173","Vacular",0.84,0.16,551.34033,1028.6177
"174","NonVascular",0.02,0.98,1495.5287,1053.8794
"176","NonVascular",0.17,0.83,875.931,1040.9656
"181","NonVascular",0.01,0.99,601.0778,1087.5552
"182","NonVascular",0.01,0.99,1132.5272,1083.4386
"187","NonVascular",0.11,0.89,1216.1097,1092.2805
"189","NonVascular",0.02,0.98,744.90546,1162.0957
"192","NonVascular",0.04,0.96,1380.2681,1163.9054
"194","Vacular",0.87,0.13,1760.072,1137.4491
"195","NonVascular",0.05,0.95,640.7414,1146.7379
"196","NonVascular",0.09,0.91,1282.999,1183.0314
"197","NonVascular",0.04,0.96,1510.1991,1185.521
"198","NonVascular",0.09,0.91,1413.0989,1213.8424
"201","NonVascular",0.05,0.95,768.8635,1198.4229
"205","Vacular",0.84,0.16,1510.9243,1242.5603
"207","NonVascular",0.03,0.97,1431.1683,1267.036
"211","NonVascular",0.02,0.98,786.51166,1322.7987
"215","Vacular",0.99,0.01,1545.6254,1282.9392
"218","NonVascular",0.09,0.91,638.59595,1290.9596
"224","NonVascular",0.17,0.83,1931.2542,1354.4033
"226","NonVascular",0.18,0.82,847.25806,1364.3549
"234","NonVascular",0.08,0.92,917.5498,1415.736
"237","Vacular",0.89,0.11,1432.2937,1443.2063
"244","NonVascular",0.1,0.9,865.7414,1451.612
"245","NonVascular",0.14,0.86,891.9304,1452.0173
