"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"156","Vacular",0.99,0.01,1606.1399,1045.1279
"157","NonVascular",0.02,0.98,1579.8424,1045.0099
"158","NonVascular",0.01,0.99,545.10785,1055.5759
"159","NonVascular",0.19,0.81,1553.0625,1048.2812
"160","NonVascular",0.16,0.84,1122.4166,1055.0347
"163","NonVascular",0,1,1706.9891,1062.5858
"168","Vacular",0.94,0.06,54.636906,1090.7947
"169","NonVascular",0.01,0.99,1795.8793,1125.0682
"170","NonVascular",0.12,0.88,305.30542,1107.2365
"172","Vacular",0.91,0.09,892.3996,1124.9146
"173","Vacular",0.83,0.17,305.94302,1130.7065
"174","Vacular",0.9,0.1,51.908417,1135.0099
"176","Vacular",0.88,0.12,242.99457,1142.2445
"178","NonVascular",0.02,0.98,1897.9468,1146.2869
"182","Vacular",0.84,0.16,365.58182,1153.2545
"183","Vacular",0.97,0.03,925.2773,1162.3046
"184","NonVascular",0.11,0.89,308.23944,1167.7981
"186","NonVascular",0.18,0.82,266.1756,1174.6586
"188","NonVascular",0.15,0.85,1146.7413,1184.1724
"189","NonVascular",0.08,0.92,80.63281,1197.8203
"190","NonVascular",0.08,0.92,446.5352,1228.9016
"199","Vacular",0.92,0.08,118.67742,1280.771
"200","NonVascular",0.06,0.94,443.2246,1312.4358
"201","NonVascular",0.02,0.98,1451.2386,1338.1656
"202","NonVascular",0.17,0.83,333.87143,1318.7858
"206","Vacular",0.81,0.19,230.6545,1338.4404
"207","Vacular",1,0,167.73866,1340.3947
"208","Vacular",0.98,0.02,426.54022,1343.2759
"209","NonVascular",0.05,0.95,946.08093,1360.7308
"210","NonVascular",0.04,0.96,229.9276,1385.7241
"211","Vacular",0.94,0.06,936.67615,1386.5886
"212","NonVascular",0.16,0.84,165.49207,1385.4841
"213","NonVascular",0.12,0.88,1026.1267,1403.412
"215","Vacular",1,0,1690.7738,1411.4524
