"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"252","Vacular",0.96,0.04,1546.29,1270.0354
"254","NonVascular",0.14,0.86,790.5,1273.4532
"255","NonVascular",0.03,0.97,1651.8474,1281.5569
"256","NonVascular",0.02,0.98,1608.4061,1291.7747
"258","NonVascular",0.17,0.83,1577.95,1295.9625
"259","Vacular",0.99,0.01,1232.8209,1304.7344
"260","NonVascular",0.1,0.9,90.63461,1311.7468
"261","Vacular",0.93,0.07,197.50327,1311.0164
"263","NonVascular",0.01,0.99,438.84225,1316.645
"264","Vacular",0.83,0.17,520.3146,1320.6821
"265","Vacular",0.82,0.18,1920.2178,1323.4957
"266","NonVascular",0.03,0.97,597.2329,1327.0364
"267","Vacular",0.96,0.04,1667.8373,1343.0431
"270","Vacular",1,0,497.14932,1370.2906
"271","NonVascular",0.04,0.96,43.122383,1371.8728
"272","NonVascular",0.07,0.93,364.325,1378.8785
"273","Vacular",0.95,0.05,896.8817,1393.8468
"274","Vacular",0.91,0.09,62.161427,1411.9099
"276","Vacular",0.98,0.02,1228.7826,1424.1006
"279","Vacular",0.96,0.04,441.6889,1454.0133
"280","Vacular",0.92,0.08,569.2456,1454.1842
"281","NonVascular",0.19,0.81,598.1479,1454.7394
"282","NonVascular",0.17,0.83,998.7,1455.4125
