"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"127","Vacular",1,0,1001.40955,801.5738
"128","Vacular",1,0,622.69165,811.3401
"129","NonVascular",0.03,0.97,298.66214,823.9442
"130","Vacular",0.96,0.04,1074.8833,831.31805
"131","Vacular",1,0,36.949,834.9335
"132","NonVascular",0.11,0.89,1905.5803,844.4819
"133","Vacular",0.97,0.03,339.37628,848.95105
"135","NonVascular",0.14,0.86,184.42076,870.5328
"137","Vacular",0.96,0.04,1410.5782,875.2681
"141","Vacular",0.99,0.01,8.026443,915.6394
"142","Vacular",0.88,0.12,202.86292,922.0246
"143","Vacular",0.98,0.02,321.93814,923.00256
"144","NonVascular",0.01,0.99,1823.151,945.84753
"145","NonVascular",0.03,0.97,508.1856,950.297
"147","NonVascular",0.18,0.82,70.245285,942.8302
"150","NonVascular",0.14,0.86,366.29688,950.96875
"152","Vacular",0.99,0.01,779.79736,967.1553
"153","NonVascular",0.05,0.95,667.5561,968.4829
"155","Vacular",0.89,0.11,253.2017,976.0568
"157","Vacular",0.94,0.06,162.94458,992.5751
"158","Vacular",0.92,0.08,491.29855,1007.1763
"159","Vacular",0.97,0.03,1754.378,1008.74146
"160","Vacular",0.99,0.01,1232.2651,1011.7127
"161","NonVascular",0.19,0.81,1706.9237,1010.3475
"163","Vacular",0.98,0.02,175.8077,1022.12915
"164","Vacular",0.87,0.13,1421.8976,1032.7979
"165","NonVascular",0.04,0.96,464.08047,1028.2682
"166","Vacular",0.9,0.1,157.60304,1050.1085
"169","Vacular",1,0,763.9685,1081.0157
"170","NonVascular",0.13,0.87,11.519835,1103.9043
"172","NonVascular",0.04,0.96,720.30145,1104.5588
"173","Vacular",0.94,0.06,1369.3103,1102.6093
"174","Vacular",0.97,0.03,1326.941,1107.3967
"175","Vacular",1,0,382.22928,1113.1683
"177","NonVascular",0,1,1159.1855,1112.7423
"181","Vacular",0.88,0.12,1316.6285,1132.5072
"182","Vacular",0.85,0.15,1800.5942,1141.3365
"183","Vacular",0.98,0.02,1083.8173,1144.6649
"184","Vacular",1,0,1130.9658,1154.8026
"185","NonVascular",0.05,0.95,1108.1278,1160.4667
"186","Vacular",0.97,0.03,989.26636,1168.1438
"188","Vacular",0.9,0.1,1274.5667,1169.3616
"189","Vacular",0.94,0.06,388.1787,1176.7511
"190","NonVascular",0.15,0.85,599.75,1170.7717
"191","NonVascular",0.17,0.83,750.80194,1176.6869
"192","Vacular",0.96,0.04,1800.6676,1176.727
"193","NonVascular",0.15,0.85,348.91803,1183.3961
"194","NonVascular",0.17,0.83,152.62886,1179.1547
"195","Vacular",0.95,0.05,1461.8114,1199.5
"197","Vacular",0.9,0.1,629.7103,1211.0369
"198","Vacular",0.98,0.02,1230.0317,1213.3584
"199","NonVascular",0.07,0.93,345.92148,1222.0751
"200","NonVascular",0.04,0.96,1816.1534,1231.8584
"202","NonVascular",0.03,0.97,166.96675,1237.3176
"203","NonVascular",0.05,0.95,774.08545,1225.1759
"204","Vacular",0.97,0.03,4.9065933,1235.783
"205","Vacular",1,0,1129.9249,1246.9379
"207","NonVascular",0.02,0.98,203.9254,1258.7753
"210","Vacular",0.82,0.18,1847.1945,1253.0278
"212","NonVascular",0.04,0.96,317.5885,1266.3494
"214","NonVascular",0,1,1919.4845,1279.433
"215","Vacular",0.91,0.09,236.46956,1270.9681
"216","NonVascular",0.17,0.83,1668.966,1268.966
"217","Vacular",0.95,0.05,1524.8909,1281.1489
"218","NonVascular",0.17,0.83,185.87604,1286.6694
"219","NonVascular",0.16,0.84,142.74203,1297
"220","NonVascular",0.04,0.96,1875.407,1313.8547
"221","NonVascular",0.17,0.83,275.04996,1310.1509
"222","Vacular",0.97,0.03,18.386408,1313.932
"223","NonVascular",0.18,0.82,124.076065,1344.7274
"225","NonVascular",0.12,0.88,1020.0833,1329.287
"226","Vacular",0.85,0.15,252.37602,1331.1716
"227","Vacular",0.98,0.02,1793.3577,1340.8177
"228","NonVascular",0.04,0.96,1847.6248,1371.8369
"230","Vacular",0.92,0.08,1130.9674,1399.0403
"231","NonVascular",0.15,0.85,1907.0376,1390.5564
"233","Vacular",0.91,0.09,947.28186,1402.8914
"236","Vacular",1,0,723.11896,1405.8656
"240","NonVascular",0.01,0.99,1777.7505,1427.3995
"241","NonVascular",0.07,0.93,1931.2062,1413.1237
"242","Vacular",0.93,0.07,1430.9874,1415.6227
"244","NonVascular",0.04,0.96,30.13285,1423.9252
"245","Vacular",0.9,0.1,1130.1881,1425.2844
"246","NonVascular",0.03,0.97,146.51314,1439.1156
"247","NonVascular",0.17,0.83,792.4135,1438.4865
"248","NonVascular",0.09,0.91,1071.2166,1447.218
"249","NonVascular",0.17,0.83,47.846153,1439.7693
"250","NonVascular",0.13,0.87,1904.8313,1448.3705
"251","NonVascular",0.17,0.83,461.47192,1441.3033
"252","Vacular",1,0,671.894,1449.8195
"255","Vacular",0.93,0.07,438.2646,1454.9282
