"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"224","NonVascular",0.02,0.98,1564.8798,1330.7938
"225","NonVascular",0.02,0.98,1920.9742,1337.3152
"226","Vacular",0.98,0.02,366.753,1340.756
"227","NonVascular",0.08,0.92,1166.0862,1368.9193
"229","Vacular",0.95,0.05,761.4953,1359.9717
"230","Vacular",1,0,1535.4142,1367.9863
"231","NonVascular",0.06,0.94,1687.9961,1408.286
"232","NonVascular",0.02,0.98,29.967804,1380.659
"234","NonVascular",0.04,0.96,762.09625,1403.9038
"238","Vacular",0.99,0.01,986.12054,1395.326
"239","NonVascular",0.03,0.97,934.4792,1416.5916
"240","NonVascular",0.03,0.97,1907.9794,1417.7377
"241","NonVascular",0.19,0.81,9.344444,1395.9556
"243","NonVascular",0.02,0.98,147.28098,1436.3314
"244","Vacular",0.91,0.09,1604.2106,1416.8422
"246","NonVascular",0.02,0.98,630.04083,1446.3248
"247","NonVascular",0.01,0.99,1390.8163,1441.0156
"248","NonVascular",0,1,735.75134,1447.6726
"249","NonVascular",0.18,0.82,897.1707,1434
"250","Vacular",0.99,0.01,830.1121,1439.2758
"253","Vacular",0.93,0.07,1538.043,1447.0977
"255","Vacular",0.83,0.17,1566.3771,1448.6066
"257","Vacular",0.88,0.12,776.8421,1454.3772
"258","NonVascular",0.17,0.83,344.66217,1456.3108
