"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"165","Vacular",0.99,0.01,1237.8074,1270.4246
"168","Vacular",0.89,0.11,1532.2462,1286.8511
"169","NonVascular",0.1,0.9,1374.0708,1283.7257
"170","Vacular",0.98,0.02,1741.9181,1298.03
"172","Vacular",1,0,691.8041,1318.5165
"173","Vacular",0.87,0.13,394.0645,1332.2677
"174","NonVascular",0.02,0.98,1919.8302,1342.8259
"175","Vacular",0.98,0.02,178.7907,1345.6841
"176","Vacular",0.93,0.07,806.34235,1352.4198
"177","NonVascular",0.19,0.81,1168.4681,1353.9362
"178","NonVascular",0.03,0.97,1461.4578,1373.7318
"179","NonVascular",0.18,0.82,1659.7906,1390.2432
"181","Vacular",0.81,0.19,1897.7572,1371.3535
"182","NonVascular",0.16,0.84,1533.2018,1390.921
"183","NonVascular",0.01,0.99,1927.0557,1414
"184","NonVascular",0.18,0.82,93.31661,1405.4169
"186","Vacular",0.96,0.04,324.07922,1410.4918
"187","Vacular",1,0,1404.3308,1422.8308
"188","Vacular",0.92,0.08,637.87213,1429.8071
"189","NonVascular",0.14,0.86,1886.8035,1444.3153
"191","Vacular",0.98,0.02,839.96136,1448.0283
