"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"98","NonVascular",0.02,0.98,1459.3354,290.2177
"99","NonVascular",0.02,0.98,223.31224,294.87482
"100","NonVascular",0.12,0.88,1916.1687,279.48193
"101","Vacular",0.9,0.1,1125.8942,288.6931
"102","NonVascular",0.18,0.82,880.7484,296.2774
"103","NonVascular",0.03,0.97,1364.1143,295.6
"104","NonVascular",0.14,0.86,1305.4658,297.4739
"105","Vacular",1,0,1102.2299,304.1821
"106","NonVascular",0.04,0.96,1606.1921,314.2939
"107","NonVascular",0.03,0.97,1257.2284,314.66867
"108","NonVascular",0.02,0.98,1893.5264,316.5931
"109","NonVascular",0.01,0.99,9.466906,325.0125
"110","Vacular",0.99,0.01,528.6315,318.34506
"112","NonVascular",0.1,0.9,1686.6384,360.1607
"113","NonVascular",0.02,0.98,446.66296,335.22467
"114","NonVascular",0.05,0.95,1378.6062,340.1267
"116","Vacular",0.85,0.15,1432.9594,337.2538
"119","NonVascular",0.18,0.82,1589.875,342.30768
"120","NonVascular",0.17,0.83,1461.5845,344.68832
"121","Vacular",1,0,371.25745,359.09485
"122","NonVascular",0.09,0.91,650.96014,360.6733
"123","Vacular",0.97,0.03,699.6891,364.43912
"124","NonVascular",0.16,0.84,397.2337,366.51086
"126","NonVascular",0.01,0.99,1312.3125,376.82986
"128","NonVascular",0.03,0.97,1446.5112,381.69064
"129","NonVascular",0.01,0.99,1132.697,379.10736
"130","NonVascular",0.05,0.95,1571.7837,377.81226
"131","NonVascular",0.18,0.82,1162.7472,374.7802
"134","NonVascular",0,1,1761.2156,407.9731
"135","NonVascular",0.02,0.98,467.43713,414.26968
"138","NonVascular",0.01,0.99,935.7526,398.81052
"140","NonVascular",0,1,1380.9834,425.3177
"141","NonVascular",0,1,31.826355,430.2467
"143","NonVascular",0.04,0.96,641.14185,409.58545
"145","Vacular",0.99,0.01,1116.3029,415.37076
"146","NonVascular",0,1,1885.5648,453.67798
"147","NonVascular",0.02,0.98,1190.2689,433.44055
"150","NonVascular",0.03,0.97,1597.5051,475.56302
"151","NonVascular",0.1,0.9,111.45619,426.77945
"153","Vacular",0.87,0.13,837.3674,428.8175
"154","NonVascular",0.08,0.92,878.84033,431.4748
"155","NonVascular",0.18,0.82,1302.1023,430.36365
"156","NonVascular",0.02,0.98,704.6015,437.32233
"157","NonVascular",0,1,317.39978,443.83002
"158","NonVascular",0.03,0.97,1855.0714,440.43777
"159","NonVascular",0,1,975.38,456.45325
"160","NonVascular",0,1,1163.9838,480.21674
"161","NonVascular",0.01,0.99,1091.1017,471.78366
"162","NonVascular",0.03,0.97,1721.9199,464.26758
"164","NonVascular",0.09,0.91,538.2031,461.83853
"167","NonVascular",0,1,1414.986,507.08386
"168","NonVascular",0.05,0.95,288.688,475.896
"170","NonVascular",0.13,0.87,1778.0552,477.31723
"171","NonVascular",0.02,0.98,455.18433,480.41013
"172","NonVascular",0.01,0.99,1346.8163,500.80414
"173","NonVascular",0.11,0.89,94.79714,483.82
"176","NonVascular",0.08,0.92,1478.2788,482.88486
"177","NonVascular",0.02,0.98,3.515695,491.4888
"178","NonVascular",0.03,0.97,677.5853,506.392
"179","NonVascular",0,1,1501.5194,510.70712
"180","Vacular",0.97,0.03,304.92618,509.79523
"181","NonVascular",0.01,0.99,554.5433,524.3527
"182","NonVascular",0.01,0.99,172.91473,526.2226
"183","NonVascular",0.01,0.99,1094.8268,530.42035
"184","NonVascular",0.03,0.97,1825.8611,520.24536
"185","NonVascular",0.12,0.88,928.64124,516.6832
"186","NonVascular",0.04,0.96,739.59155,524.04224
"187","NonVascular",0.02,0.98,1001.1036,524.6753
"188","NonVascular",0,1,1178.8673,587.50964
"190","NonVascular",0.1,0.9,467.95593,540.708
"192","Vacular",0.88,0.12,310.5614,533.9386
"193","NonVascular",0.05,0.95,661.4545,544.7864
"194","NonVascular",0.01,0.99,880.27686,544.1303
"195","NonVascular",0.01,0.99,283.9641,559.3354
"197","NonVascular",0.08,0.92,1415.1796,573.92676
"200","Vacular",0.99,0.01,708.0521,562.2209
"201","NonVascular",0.03,0.97,67.374275,610.3308
"203","NonVascular",0.09,0.91,1672.8265,580.3108
"205","NonVascular",0.18,0.82,1643.938,570.18604
"207","Vacular",0.97,0.03,1619.7661,580.0708
"208","Vacular",0.95,0.05,677.08386,583.6567
"209","NonVascular",0,1,1883.1599,596.4617
"210","Vacular",0.94,0.06,4.4461536,581.46155
"211","NonVascular",0.17,0.83,918.7926,581.8444
"212","NonVascular",0.16,0.84,1741.4333,588.6667
"213","NonVascular",0.19,0.81,452.0042,597.9496
"214","NonVascular",0.07,0.93,1324.4257,605.8973
"215","Vacular",0.95,0.05,531.9603,599.1784
"216","NonVascular",0.04,0.96,1543.4954,619.79724
"219","NonVascular",0.02,0.98,1733.1982,636.11694
"220","NonVascular",0.02,0.98,1071.7455,622.2818
"221","NonVascular",0.15,0.85,427.1212,741.9306
"222","Vacular",1,0,815.9482,631.68134
"223","Vacular",0.99,0.01,315.62045,632.6733
"225","NonVascular",0.17,0.83,438.79,634
"226","Vacular",0.89,0.11,611.64105,633.5897
"227","NonVascular",0.19,0.81,280.9316,709.50446
"228","NonVascular",0.02,0.98,121.504395,644.0334
"230","NonVascular",0.19,0.81,1264.528,640.6853
"231","NonVascular",0.02,0.98,769.0675,653.5
"232","NonVascular",0.15,0.85,1403.1873,649.20953
"233","NonVascular",0.07,0.93,1375.7318,653.3799
"234","NonVascular",0,1,1074.8152,666.3144
"235","NonVascular",0.16,0.84,807.1222,656.68335
"236","Vacular",0.92,0.08,621.4304,658.5739
"237","NonVascular",0.11,0.89,1677.6073,659.64624
"238","NonVascular",0,1,185.24895,667.5284
"239","NonVascular",0.18,0.82,1854.3269,655.88464
"240","NonVascular",0.03,0.97,1137.3063,732.6432
"242","Vacular",0.92,0.08,599.7972,665.77625
"243","Vacular",0.98,0.02,977.8645,668.91626
"244","NonVascular",0.02,0.98,1626.3099,679.8949
"245","NonVascular",0.11,0.89,239.60588,668.6
"246","NonVascular",0.02,0.98,1480.5045,687.0711
"247","NonVascular",0.01,0.99,731.88873,696.0075
"248","NonVascular",0.01,0.99,983.24493,707.3263
"249","NonVascular",0.01,0.99,1427.6982,701.11066
"250","NonVascular",0.1,0.9,1320.8723,684.84045
"252","NonVascular",0,1,791.67346,708.9853
"253","Vacular",0.85,0.15,506.0241,698.3904
"254","NonVascular",0,1,1698.5679,713.45557
"255","NonVascular",0.04,0.96,1196.3125,701.24304
"256","NonVascular",0.01,0.99,116.41791,707.27
"258","NonVascular",0,1,1361.4863,731.3564
"259","NonVascular",0.02,0.98,1586.4486,717.0408
"260","Vacular",0.93,0.07,597.21906,712.96136
"263","Vacular",0.96,0.04,677.5354,722.6657
"266","Vacular",0.96,0.04,1565.1248,730.2757
"267","NonVascular",0.16,0.84,1747.2451,728.3484
"268","NonVascular",0.09,0.91,1475.575,735.9241
"274","NonVascular",0.01,0.99,1842.362,746.5905
"275","Vacular",0.85,0.15,696,746.08435
"276","NonVascular",0.05,0.95,1041.119,750.7643
"277","Vacular",0.98,0.02,1524.3618,753.34717
"278","NonVascular",0.17,0.83,767.5387,772.9632
"279","Vacular",0.83,0.17,1623.305,756.1825
"281","NonVascular",0.03,0.97,1476.0879,774.6476
"282","NonVascular",0.01,0.99,1083.8932,768.86597
"283","NonVascular",0.05,0.95,620.83105,775.00104
"285","NonVascular",0.03,0.97,256.26547,778.12036
"286","NonVascular",0.03,0.97,136.11351,774.7135
"288","NonVascular",0.01,0.99,1825.1906,800.3596
"289","NonVascular",0.01,0.99,1636.1494,793.0817
"290","NonVascular",0.08,0.92,21.714285,780.6429
"291","NonVascular",0.06,0.94,1733.1547,838.11584
"293","Vacular",0.98,0.02,669.645,796.4069
"294","NonVascular",0.01,0.99,71.24377,839.1733
"295","NonVascular",0.02,0.98,867.9335,793.7198
"297","NonVascular",0.01,0.99,351.79834,808.37415
"299","NonVascular",0.08,0.92,1781.7782,802.54224
"300","Vacular",0.9,0.1,297.08237,811.1496
"302","Vacular",0.99,0.01,112.709404,816.302
"303","NonVascular",0.05,0.95,618.7078,856.3556
"304","Vacular",0.97,0.03,583.77045,823.8288
"307","NonVascular",0.03,0.97,719.025,830.26013
"308","NonVascular",0,1,1457.6882,831.02625
"309","NonVascular",0.03,0.97,953.4086,829.85486
"310","NonVascular",0.09,0.91,1017.4307,826.9888
"311","Vacular",0.89,0.11,1797.8387,827.18066
"312","NonVascular",0.03,0.97,186.3423,835.86066
"316","NonVascular",0.02,0.98,1286.3463,845.8798
"319","Vacular",0.96,0.04,1777.6868,843.1003
"320","NonVascular",0.05,0.95,680.7747,846.3857
"321","NonVascular",0.03,0.97,1685.8833,863.69543
"322","NonVascular",0.08,0.92,1211.7382,853.8325
"323","NonVascular",0.18,0.82,415.90125,855.76953
"326","Vacular",0.98,0.02,145.31728,860.05383
"328","NonVascular",0.05,0.95,1898.3425,860.2126
"329","NonVascular",0.04,0.96,1116.5951,862.4793
"330","NonVascular",0.01,0.99,1075.5544,877.7307
"331","Vacular",1,0,736.8486,874.9
"333","NonVascular",0.03,0.97,852.1831,882.3115
"334","NonVascular",0.09,0.91,1011.1453,881.1496
"335","NonVascular",0.04,0.96,256.7065,913.63446
"336","Vacular",0.94,0.06,1205.8049,896.5874
"337","NonVascular",0.1,0.9,388.01492,897.06964
"338","Vacular",0.99,0.01,207.73383,896.1841
"340","NonVascular",0.01,0.99,650.677,904.1844
"341","NonVascular",0.19,0.81,1321.5646,894.8387
"342","NonVascular",0.02,0.98,1294.7966,900.60376
"344","Vacular",0.92,0.08,478.74615,912.29614
"345","NonVascular",0.02,0.98,537.1107,932.53876
"346","NonVascular",0.19,0.81,1043.8534,902.86206
"350","Vacular",0.99,0.01,748.17316,919.1415
"351","Vacular",0.93,0.07,183.53291,920.2414
"352","Vacular",0.89,0.11,1776.1318,919.75934
"353","NonVascular",0.08,0.92,1447.5659,922.2
"354","Vacular",0.88,0.12,605.0339,928.64264
"355","NonVascular",0.07,0.93,779.88495,934.4587
"356","Vacular",0.98,0.02,1066.2745,934.2267
"357","NonVascular",0.11,0.89,111.554214,927.9518
"358","NonVascular",0.01,0.99,377.80585,939.19934
"359","NonVascular",0,1,859.8178,944.50085
"360","NonVascular",0,1,61.638657,960.113
"362","NonVascular",0.09,0.91,1026.1666,953.03485
"363","NonVascular",0.01,0.99,1737.8204,952.9489
"365","NonVascular",0.16,0.84,648.6115,979.5615
"367","NonVascular",0.04,0.96,1824.2748,957.83417
"368","NonVascular",0.01,0.99,1521.1434,965.69135
"369","NonVascular",0,1,1355.1633,974.8648
"370","NonVascular",0.03,0.97,1241.4967,964.6688
"371","NonVascular",0.01,0.99,1063.5865,990.4525
"372","NonVascular",0.12,0.88,468.0845,962.05634
"373","NonVascular",0.11,0.89,133.4452,966.63696
"374","Vacular",1,0,612.45544,977.48914
"375","NonVascular",0.15,0.85,936.0529,979.2353
"376","NonVascular",0.17,0.83,289.4939,988.0671
"377","Vacular",0.99,0.01,348.03073,992.8014
"380","NonVascular",0.01,0.99,975.8982,1010.2663
"381","NonVascular",0.19,0.81,1180.4952,999.52356
"382","NonVascular",0,1,616.00854,1018.94293
"383","NonVascular",0.03,0.97,1443.4093,1008.7679
"384","NonVascular",0.04,0.96,1925.1338,1039.3591
"387","NonVascular",0.08,0.92,426.77896,1021.59015
"388","NonVascular",0.15,0.85,1718.2568,1027.8087
"390","NonVascular",0.04,0.96,1415.5074,1040.4482
"391","NonVascular",0.1,0.9,575.52155,1034.796
"393","NonVascular",0.06,0.94,1083.0087,1040.2
"395","NonVascular",0.17,0.83,1855.6233,1042.4395
"396","Vacular",0.98,0.02,1232.1333,1046.9033
"398","NonVascular",0.01,0.99,349.96295,1067.7358
"400","NonVascular",0.03,0.97,1805.0736,1068.5117
"401","NonVascular",0.01,0.99,1539.9888,1076.3064
"402","NonVascular",0.02,0.98,1168.3556,1077.3948
"403","NonVascular",0,1,1591.7694,1079.532
"405","NonVascular",0.07,0.93,1781.3004,1092.1074
"406","NonVascular",0.07,0.93,841.6373,1098.2388
"407","Vacular",0.99,0.01,1445.7029,1096.969
"408","Vacular",0.98,0.02,573.1599,1099.7452
"409","NonVascular",0.04,0.96,519.892,1102.278
"410","NonVascular",0.17,0.83,865.5,1098.2878
"411","NonVascular",0.1,0.9,1485.672,1106.0386
"414","NonVascular",0.12,0.88,1648.3163,1113.6965
"415","NonVascular",0,1,935.89594,1125.6034
"416","NonVascular",0.03,0.97,152.90782,1122.9888
"417","NonVascular",0.02,0.98,421.14084,1173.8196
"418","NonVascular",0.06,0.94,990.5066,1129.5592
"421","NonVascular",0.05,0.95,1841.8186,1137.3456
"423","NonVascular",0.15,0.85,1634.4662,1145.4023
"424","NonVascular",0.02,0.98,623.7851,1145.0991
"425","NonVascular",0.1,0.9,851.375,1153.4464
"426","NonVascular",0.1,0.9,580.77966,1157.8813
"427","NonVascular",0.02,0.98,553.12665,1161.9803
"428","NonVascular",0.08,0.92,301.4985,1189.94
"429","NonVascular",0.02,0.98,734.32367,1169.517
"430","NonVascular",0.06,0.94,1039.0038,1178.993
"433","NonVascular",0.03,0.97,1110.7628,1183.794
"434","Vacular",0.96,0.04,1525.654,1173.422
"435","Vacular",0.97,0.03,843.0975,1192.1345
"436","NonVascular",0.17,0.83,1702.7412,1191.5247
"438","NonVascular",0.17,0.83,1772.75,1195.37
"440","NonVascular",0.12,0.88,717.55,1202.515
"441","NonVascular",0.02,0.98,955.8953,1202.5853
"442","NonVascular",0.03,0.97,587.8244,1231.1268
"443","Vacular",0.84,0.16,998.0434,1223.073
"446","Vacular",0.84,0.16,1600.1134,1219.8685
"447","NonVascular",0.03,0.97,822.781,1243.4202
"448","NonVascular",0.02,0.98,1382.665,1249.7075
"449","NonVascular",0.1,0.9,1442.5574,1222.161
"451","Vacular",0.94,0.06,1299.2727,1234.013
"453","NonVascular",0.06,0.94,496.53177,1245.3278
"454","NonVascular",0.12,0.88,1136.9756,1237.0975
"456","NonVascular",0.13,0.87,1640.8024,1243.1198
"457","NonVascular",0.02,0.98,1748.072,1246.6442
"459","NonVascular",0.16,0.84,1152.5834,1252.2361
"461","NonVascular",0.16,0.84,502.7755,1263.9897
"462","NonVascular",0.01,0.99,701.3981,1269.3883
"463","NonVascular",0.18,0.82,165.67741,1269.6613
"464","Vacular",0.97,0.03,188.27246,1276.2522
"465","NonVascular",0.04,0.96,1287.7133,1274.1887
"466","NonVascular",0.01,0.99,1587.3917,1274.3226
"468","NonVascular",0.03,0.97,1647.3627,1292.0511
"469","NonVascular",0.06,0.94,918.2569,1287.1206
"470","NonVascular",0.04,0.96,226.74219,1289.6797
"472","NonVascular",0.19,0.81,746.9091,1300.052
"473","NonVascular",0.03,0.97,1323.1442,1316.245
"474","NonVascular",0.16,0.84,558.4607,1308.9064
"476","NonVascular",0.13,0.87,804.6318,1311.9666
"478","NonVascular",0.17,0.83,877.8358,1316.8955
"480","Vacular",0.99,0.01,23.730965,1326.7512
"481","NonVascular",0.16,0.84,1279.3492,1329.5454
"482","Vacular",0.92,0.08,630.86346,1332.5378
"483","NonVascular",0.16,0.84,1653.6306,1325.5135
"484","NonVascular",0.06,0.94,424.27158,1339.1428
"485","NonVascular",0.13,0.87,691.5357,1328.5714
"486","NonVascular",0.08,0.92,1398.4072,1339.8711
"488","NonVascular",0.19,0.81,660.5593,1339.2203
"489","Vacular",0.84,0.16,1159.612,1346.214
"490","Vacular",0.94,0.06,1196.8182,1351.5529
"491","NonVascular",0.13,0.87,232.17354,1353.2213
"493","Vacular",0.84,0.16,989.2507,1362.5422
"494","NonVascular",0.05,0.95,1567.8787,1374.3751
"495","Vacular",0.99,0.01,1647.2933,1374.3436
"496","NonVascular",0.03,0.97,1775.917,1395.3834
"497","NonVascular",0.04,0.96,893.2293,1386.8062
"498","NonVascular",0.06,0.94,1220.6301,1391.1683
"499","NonVascular",0.17,0.83,1428.0619,1378.9587
"500","NonVascular",0.05,0.95,336.44092,1393.9261
"501","NonVascular",0.19,0.81,1635.2273,1394.8296
"503","NonVascular",0.08,0.92,1458.9681,1398.0876
"504","NonVascular",0.04,0.96,798.2085,1399.8164
"508","NonVascular",0.07,0.93,415.28616,1409.6981
"509","NonVascular",0.11,0.89,1104.956,1403.6373
"510","NonVascular",0.19,0.81,1652.1167,1402.05
"511","Vacular",0.95,0.05,1615.9012,1413.9722
"512","Vacular",0.92,0.08,1090.592,1417.4965
"513","NonVascular",0.04,0.96,1871.8777,1414.8705
"514","Vacular",0.86,0.14,259.8195,1422.3862
"515","NonVascular",0.04,0.96,1231.6072,1441.0026
"516","Vacular",0.87,0.13,1468.8934,1433.2639
"517","Vacular",0.87,0.13,1356.9648,1434.6455
"518","Vacular",0.86,0.14,1495.598,1434.3854
"519","NonVascular",0.18,0.82,1741.852,1432.602
"522","NonVascular",0.05,0.95,765.49164,1446.0819
"523","NonVascular",0.05,0.95,628.6995,1450.2065
"524","Vacular",0.9,0.1,927.86346,1451.4521
"526","NonVascular",0.06,0.94,1116.1024,1453.2985
"527","NonVascular",0.07,0.93,1573.9431,1454.256
