"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"187","NonVascular",0.17,0.83,58.87963,664.7778
"188","NonVascular",0.04,0.96,247.24945,671.3151
"189","NonVascular",0.17,0.83,363.173,677.8512
"190","Vacular",0.97,0.03,716.4231,683.7964
"192","NonVascular",0.01,0.99,191.3442,707.9246
"193","Vacular",0.97,0.03,237.61972,690.9493
"194","NonVascular",0.15,0.85,1011.9147,687.6114
"196","Vacular",0.99,0.01,794.51245,703.99445
"197","Vacular",0.86,0.14,1447.4965,707.4429
"201","NonVascular",0.05,0.95,715.5455,710.75
"202","Vacular",0.99,0.01,1476.2208,717.4086
"203","NonVascular",0.01,0.99,763.7542,720.10803
"206","NonVascular",0.19,0.81,1132.9814,727.7037
"207","Vacular",0.91,0.09,484.9943,745.8368
"211","Vacular",1,0,316.5892,749.2838
"212","NonVascular",0.12,0.88,381.99017,758.8403
"214","Vacular",0.98,0.02,172.73189,756.30676
"215","NonVascular",0.06,0.94,1029.3185,754.6481
"216","NonVascular",0.04,0.96,688.7358,762.6431
"217","NonVascular",0.15,0.85,1187.125,761.11365
"218","NonVascular",0.16,0.84,362.33514,841.8498
"219","Vacular",0.96,0.04,527.005,770.93286
"223","NonVascular",0.07,0.93,992.67145,784.22144
"224","NonVascular",0.07,0.93,683.23865,937.70386
"226","NonVascular",0.14,0.86,742.525,789.8875
"227","NonVascular",0.12,0.88,984.20715,804.21906
"228","Vacular",0.96,0.04,275.09366,802.3848
"229","Vacular",0.94,0.06,615,809.9377
"230","NonVascular",0.19,0.81,1093.8901,818.73627
"233","NonVascular",0.01,0.99,851.9072,884.2095
"234","Vacular",0.98,0.02,155.21164,843.96564
"236","NonVascular",0.03,0.97,779.7264,879.4316
"238","NonVascular",0.02,0.98,296.586,895.4968
"240","NonVascular",0.01,0.99,1101.1033,939.18414
"241","NonVascular",0.1,0.9,769.46234,921.0628
"242","NonVascular",0.1,0.9,359.6056,910.8015
"243","NonVascular",0.02,0.98,406.5074,925.344
"244","NonVascular",0.08,0.92,973.4394,936.7212
"246","NonVascular",0.02,0.98,885.8843,984.29205
"247","Vacular",0.98,0.02,258.76138,958.7571
"248","NonVascular",0.16,0.84,575.78076,1146.7957
"249","Vacular",0.99,0.01,347.73508,963.5039
"250","NonVascular",0.01,0.99,971.8146,986.21704
"251","NonVascular",0.18,0.82,1859.5148,966.3889
"253","NonVascular",0.03,0.97,221.56645,986.9402
"255","NonVascular",0.01,0.99,432.3175,1012.57965
"256","NonVascular",0.02,0.98,575.96234,1015.2961
"257","NonVascular",0.15,0.85,437.59042,1065.3933
"258","NonVascular",0,1,916.0725,1036.1588
"259","NonVascular",0.03,0.97,315.25977,1048.6412
"260","NonVascular",0.01,0.99,683.6751,1033.6763
"261","NonVascular",0.02,0.98,879.14966,1037.8794
"262","Vacular",0.89,0.11,986.2599,1047.8218
"263","NonVascular",0.19,0.81,131.80199,1045.9604
"266","NonVascular",0,1,665.03296,1105.3693
"267","NonVascular",0,1,235.06067,1118.4025
"270","NonVascular",0.05,0.95,415.92236,1100.4193
"271","Vacular",0.97,0.03,723.60504,1101.1519
"272","NonVascular",0.07,0.93,865.2143,1106.0892
"275","Vacular",0.81,0.19,957.3984,1116.9594
"276","NonVascular",0.09,0.91,166.20943,1114.9895
"277","NonVascular",0.19,0.81,1044.5585,1113.6493
"280","NonVascular",0.05,0.95,990.4455,1148.1912
"281","NonVascular",0.05,0.95,1042.6361,1149.0948
"282","Vacular",0.81,0.19,497.27374,1157.6804
"284","NonVascular",0.14,0.86,463.3846,1139.8654
"285","NonVascular",0.19,0.81,395.96832,1147.3484
"286","NonVascular",0.03,0.97,949.5569,1169.3518
"288","Vacular",0.85,0.15,240.69492,1178.6174
"290","Vacular",0.91,0.09,514.77203,1176.7721
"292","Vacular",0.92,0.08,394.26993,1196.3834
"293","Vacular",0.83,0.17,323.12708,1194.8562
"294","Vacular",0.99,0.01,994.4005,1193.6882
"295","Vacular",0.94,0.06,350.60416,1194.3229
"296","Vacular",0.89,0.11,480.14783,1193.5913
"297","NonVascular",0.03,0.97,252.99467,1229.7589
"299","NonVascular",0.03,0.97,529.312,1218.312
"302","Vacular",0.95,0.05,482.1905,1235.6443
"304","NonVascular",0.01,0.99,94.58373,1238.9282
"307","NonVascular",0.19,0.81,522.58673,1261.483
"308","NonVascular",0.02,0.98,954.3452,1308.799
"309","NonVascular",0.15,0.85,212.69731,1268.8171
"310","Vacular",0.96,0.04,355.3537,1257.4651
"311","Vacular",0.82,0.18,392.20718,1274.2284
"312","NonVascular",0.15,0.85,1070.9509,1264.0306
"314","Vacular",1,0,823.4086,1281.238
"315","Vacular",0.96,0.04,470.63806,1283.5299
"316","Vacular",0.98,0.02,423.31204,1286.6702
"317","NonVascular",0.01,0.99,85.961685,1289.3397
"318","NonVascular",0.02,0.98,622.1859,1295.6119
"319","NonVascular",0.02,0.98,361.55893,1310.6102
"320","NonVascular",0.01,0.99,152.09584,1313.6964
"322","NonVascular",0.02,0.98,734.3777,1356.9622
"324","NonVascular",0.03,0.97,1041.5676,1328.4528
"325","Vacular",0.94,0.06,759.95013,1312.5013
"326","Vacular",0.9,0.1,447.3366,1313.4103
"327","NonVascular",0.1,0.9,494.33725,1323.5177
"328","NonVascular",0.02,0.98,890.18915,1345.1237
"331","Vacular",0.98,0.02,306.0508,1352.6765
"332","NonVascular",0.13,0.87,443.98175,1352.7737
"333","NonVascular",0.17,0.83,410.39624,1355.7264
"334","NonVascular",0.06,0.94,132.48846,1372.594
"335","NonVascular",0.17,0.83,376.859,1374.2567
"336","Vacular",0.93,0.07,680.60345,1373.1897
"338","NonVascular",0.01,0.99,630.7339,1377.727
"339","NonVascular",0.03,0.97,615.97656,1424.0106
"340","NonVascular",0,1,955.8484,1389.8765
"341","Vacular",1,0,855.0467,1397.9396
"342","NonVascular",0.16,0.84,399.29868,1431.0543
"343","NonVascular",0.05,0.95,147.21053,1398.6901
"344","NonVascular",0.04,0.96,314.2393,1401.1322
"345","Vacular",0.93,0.07,687.90466,1403.6497
"346","Vacular",0.82,0.18,270.7733,1413.6398
"348","NonVascular",0.01,0.99,177.39641,1438.6067
"349","NonVascular",0.01,0.99,863.9031,1437.6406
"350","NonVascular",0.05,0.95,449.71918,1435.0282
"352","NonVascular",0.01,0.99,496.58347,1444.7266
"353","NonVascular",0.04,0.96,700.3649,1450.3477
"354","Vacular",0.93,0.07,570.987,1453.1125
"355","NonVascular",0.19,0.81,747.0553,1455.4423
"356","Vacular",0.89,0.11,324.86487,1455.2433
