"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"135","Vacular",0.99,0.01,1729.8208,1084.342
"137","Vacular",0.85,0.15,1591.1754,1097.594
"138","Vacular",0.82,0.18,1898.7833,1100.4569
"139","Vacular",0.95,0.05,1737.649,1109.6226
"140","NonVascular",0.04,0.96,1502.3263,1120.7794
"141","Vacular",0.99,0.01,1526.9053,1123.9053
"142","Vacular",0.92,0.08,842.46436,1132.918
"143","Vacular",1,0,1328.4337,1134.117
"144","Vacular",1,0,126.1008,1138.7719
"145","Vacular",0.99,0.01,651.5217,1147.5734
"146","Vacular",0.87,0.13,479.24704,1161.6996
"147","NonVascular",0.04,0.96,834.18774,1154.7625
"149","NonVascular",0.02,0.98,742.6424,1165.497
"151","Vacular",0.87,0.13,1252.3901,1179.0317
"154","NonVascular",0.05,0.95,573.5413,1207.5289
"155","NonVascular",0.16,0.84,1089.9102,1212.7528
"156","NonVascular",0,1,802.845,1252.1313
"157","Vacular",0.97,0.03,607.41724,1224.4779
"158","Vacular",0.82,0.18,897.60675,1219.9438
"159","Vacular",0.86,0.14,237.68939,1243.5404
"161","Vacular",0.94,0.06,290.84296,1250.234
"163","NonVascular",0.02,0.98,631.7104,1271.3414
"165","Vacular",0.92,0.08,362.29288,1268.8469
"168","Vacular",0.95,0.05,191.13661,1287.4808
"169","Vacular",0.88,0.12,400.26248,1304.2407
"171","Vacular",0.96,0.04,443.01862,1307.7128
"173","Vacular",1,0,1572.7527,1328.0734
"175","NonVascular",0.13,0.87,1894.9456,1333.0706
"176","Vacular",0.98,0.02,193.07065,1338.5924
"177","Vacular",0.96,0.04,868.22314,1348.7411
"178","Vacular",1,0,934.55524,1351.4933
"180","Vacular",0.99,0.01,129.545,1359.74
"181","NonVascular",0.15,0.85,154.99,1360.58
"182","NonVascular",0.01,0.99,497.7819,1419.748
"184","NonVascular",0.19,0.81,1889.2736,1422.0778
"186","Vacular",0.9,0.1,1687.3135,1391.7761
"187","Vacular",0.84,0.16,1667.7559,1399.5211
"188","Vacular",0.94,0.06,948.23114,1403.5327
"191","Vacular",0.99,0.01,1370.2661,1426.5134
"192","Vacular",0.98,0.02,295.49216,1428.9712
"193","NonVascular",0.1,0.9,959.7931,1430.6575
"194","Vacular",0.89,0.11,528.79767,1432.2659
"195","NonVascular",0.17,0.83,548.7867,1451.9066
"196","Vacular",0.99,0.01,1458.6808,1454.1654
