"","Predicted Class","Probability of Vacular","Probability of NonVascular","Center of the object_0","Center of the object_1"
"144","Vacular",0.92,0.08,895.8524,1093.4789
"145","Vacular",0.99,0.01,1781.6052,1095.7026
"146","Vacular",0.87,0.13,512.20526,1111.5337
"147","Vacular",0.97,0.03,1319.5608,1118.0024
"148","Vacular",0.99,0.01,101.956894,1129.9626
"153","Vacular",0.98,0.02,289.85233,1216.8834
"154","Vacular",0.94,0.06,1536.2826,1232.8865
"155","Vacular",0.93,0.07,1800.9186,1244.2183
"156","Vacular",0.93,0.07,274.2219,1257.9438
"158","NonVascular",0.18,0.82,1723.5054,1259.957
"159","Vacular",0.99,0.01,89.30252,1284.5995
"160","Vacular",0.91,0.09,1087.2975,1289.938
"161","Vacular",0.89,0.11,1271.075,1296.1758
"162","Vacular",0.86,0.14,394.39334,1323.9363
"163","Vacular",0.99,0.01,1360.8636,1324.3984
"164","Vacular",0.95,0.05,1405.7355,1329.7183
"165","Vacular",0.98,0.02,1637.4971,1329.3873
"166","Vacular",0.86,0.14,570.74866,1335.655
"167","NonVascular",0.07,0.93,1927.8447,1347.466
"168","Vacular",0.87,0.13,956.1906,1367.1
"169","NonVascular",0.01,0.99,1065.0812,1384.0446
"171","NonVascular",0.02,0.98,399.06192,1408.688
"172","Vacular",0.89,0.11,1208.7649,1397.5199
"173","Vacular",0.99,0.01,772.4021,1420.3446
"174","NonVascular",0.04,0.96,156.68376,1437.0396
"175","Vacular",0.98,0.02,1302.4681,1433.7446
"176","Vacular",0.99,0.01,120.067024,1435.9758
"177","Vacular",0.99,0.01,1630.1053,1439.0109
"178","NonVascular",0.04,0.96,93.45584,1450
"179","NonVascular",0.15,0.85,419.45456,1444.495
"183","NonVascular",0.17,0.83,1146.5568,1455.4379
